#t_s,Fd_N
32.873000,-0.271085
32.874000,-0.063683
32.875000,0.176766
32.876000,0.439703
32.877000,0.713367
32.878000,0.985329
32.879000,1.243053
32.880000,1.474460
32.881000,1.668477
32.882000,1.815535
32.883000,1.908003
32.884000,1.940533
32.885000,1.910303
32.886000,1.817142
32.887000,1.663540
32.888000,1.454543
32.889000,1.197527
32.890000,0.901878
32.891000,0.578582
32.892000,0.239749
32.893000,-0.101911
32.894000,-0.433624
32.895000,-0.743104
32.896000,-1.019056
32.897000,-1.251647
32.898000,-1.432904
32.899000,-1.557022
32.900000,-1.620582
32.901000,-1.622659
32.902000,-1.564826
32.903000,-1.451049
32.904000,-1.287482
32.905000,-1.082176
32.906000,-0.844709
32.907000,-0.585763
32.908000,-0.316657
32.909000,-0.048869
32.910000,0.206444
32.911000,0.438904
32.912000,0.639318
32.913000,0.800040
32.914000,0.915248
32.915000,0.981150
32.916000,0.996090
32.917000,0.960575
32.918000,0.877203
32.919000,0.750511
32.920000,0.586747
32.921000,0.393574
32.922000,0.179727
32.923000,-0.045367
32.924000,-0.271991
32.925000,-0.490537
32.926000,-0.691899
32.927000,-0.867826
32.928000,-1.011247
32.929000,-1.116529
32.930000,-1.179676
32.931000,-1.198465
32.932000,-1.172496
32.933000,-1.103183
32.934000,-0.993665
32.935000,-0.848655
32.936000,-0.674229
32.937000,-0.477569
32.938000,-0.266667
32.939000,-0.050001
32.940000,0.163795
32.941000,0.366269
32.942000,0.549467
32.943000,0.706237
32.944000,0.830480
32.945000,0.917377
32.946000,0.963548
32.947000,0.967164
32.948000,0.927997
32.949000,0.847406
32.950000,0.728275
32.951000,0.574880
32.952000,0.392719
32.953000,0.188294
32.954000,-0.031143
32.955000,-0.257864
32.956000,-0.483960
32.957000,-0.701632
32.958000,-0.903482
32.959000,-1.082782
32.960000,-1.233721
32.961000,-1.351605
32.962000,-1.433030
32.963000,-1.475991
32.964000,-1.479950
32.965000,-1.445838
32.966000,-1.376012
32.967000,-1.274151
32.968000,-1.145108
32.969000,-0.994713
32.970000,-0.829541
32.971000,-0.656656
32.972000,-0.483330
32.973000,-0.316753
32.974000,-0.163757
32.975000,-0.030537
32.976000,0.077593
32.977000,0.156415
32.978000,0.202980
32.979000,0.215735
32.980000,0.194589
32.981000,0.140934
32.982000,0.057595
32.983000,-0.051268
32.984000,-0.180312
32.985000,-0.323220
32.986000,-0.472939
32.987000,-0.621960
32.988000,-0.762611
32.989000,-0.887373
32.990000,-0.989178
32.991000,-1.061708
32.992000,-1.099660
32.993000,-1.098977
32.994000,-1.057034
32.995000,-0.972766
32.996000,-0.846744
32.997000,-0.681174
32.998000,-0.479843
32.999000,-0.247995
33.000000,0.007855
33.001000,0.280157
33.002000,0.560609
33.003000,0.840473
33.004000,1.110915
33.005000,1.363355
33.006000,1.589806
33.007000,1.783199
33.008000,1.937676
33.009000,2.048827
33.010000,2.113887
33.011000,2.131850
33.012000,2.103526
33.013000,2.031518
33.014000,1.920120
33.015000,1.775148
33.016000,1.603707
33.017000,1.413898
33.018000,1.214477
33.019000,1.014492
33.020000,0.822894
33.021000,0.648157
33.022000,0.497912
33.023000,0.378610
33.024000,0.295245
33.025000,0.251128
33.026000,0.247739
33.027000,0.284657
33.028000,0.359578
33.029000,0.468413
33.030000,0.605471
33.031000,0.763713
33.032000,0.935072
33.033000,1.110818
33.034000,1.281968
33.035000,1.439693
33.036000,1.575736
33.037000,1.682799
33.038000,1.754893
33.039000,1.787623
33.040000,1.778406
33.041000,1.726598
33.042000,1.633541
33.043000,1.502501
33.044000,1.338528
33.045000,1.148215
33.046000,0.939394
33.047000,0.720758
33.048000,0.501446
33.049000,0.290601
33.050000,0.096923
33.051000,-0.071760
33.052000,-0.208878
33.053000,-0.309452
33.054000,-0.370345
33.055000,-0.390427
33.056000,-0.370640
33.057000,-0.313964
33.058000,-0.225273
33.059000,-0.111107
33.060000,0.020655
33.061000,0.161180
33.062000,0.301122
33.063000,0.431097
33.064000,0.542154
33.065000,0.626236
33.066000,0.676594
33.067000,0.688144
33.068000,0.657739
33.069000,0.584344
33.070000,0.469112
33.071000,0.315341
33.072000,0.128334
33.073000,-0.084852
33.074000,-0.315743
33.075000,-0.554856
33.076000,-0.792160
33.077000,-1.017567
33.078000,-1.221426
33.079000,-1.394993
33.080000,-1.530861
33.081000,-1.623317
33.082000,-1.668612
33.083000,-1.665137
33.084000,-1.613486
33.085000,-1.516409
33.086000,-1.378651
33.087000,-1.206702
33.088000,-1.008446
33.089000,-0.792758
33.090000,-0.569037
33.091000,-0.346737
33.092000,-0.134883
33.093000,0.058368
33.094000,0.226125
33.095000,0.363082
33.096000,0.465749
33.097000,0.532586
33.098000,0.564018
33.099000,0.562361
33.100000,0.531629
33.101000,0.477264
33.102000,0.405783
33.103000,0.324379
33.104000,0.240485
33.105000,0.161334
33.106000,0.093541
33.107000,0.042722
33.108000,0.013176
33.109000,0.007658
33.110000,0.027229
33.111000,0.071220
33.112000,0.137291
33.113000,0.221590
33.114000,0.319004
33.115000,0.423474
33.116000,0.528376
33.117000,0.626925
33.118000,0.712592
33.119000,0.779505
33.120000,0.822813
33.121000,0.838987
33.122000,0.826042
33.123000,0.783679
33.124000,0.713314
33.125000,0.618018
33.126000,0.502359
33.127000,0.372148
33.128000,0.234124
33.129000,0.095572
33.130000,-0.036079
33.131000,-0.153684
33.132000,-0.250781
33.133000,-0.321961
33.134000,-0.363179
33.135000,-0.371983
33.136000,-0.347661
33.137000,-0.291284
33.138000,-0.205652
33.139000,-0.095139
33.140000,0.034549
33.141000,0.176690
33.142000,0.323928
33.143000,0.468674
33.144000,0.603542
33.145000,0.721756
33.146000,0.817530
33.147000,0.886395
33.148000,0.925444
33.149000,0.933494
33.150000,0.911150
33.151000,0.860769
33.152000,0.786318
33.153000,0.693154
33.154000,0.587710
33.155000,0.477135
33.156000,0.368881
33.157000,0.270277
33.158000,0.188114
33.159000,0.128252
33.160000,0.095281
33.161000,0.092254
33.162000,0.120505
33.163000,0.179559
33.164000,0.267147
33.165000,0.379317
33.166000,0.510641
33.167000,0.654500
33.168000,0.803444
33.169000,0.949585
33.170000,1.085028
33.171000,1.202295
33.172000,1.294732
33.173000,1.356868
33.174000,1.384715
33.175000,1.375990
33.176000,1.330236
33.177000,1.248859
33.178000,1.135059
33.179000,0.993669
33.180000,0.830906
33.181000,0.654051
33.182000,0.471078
33.183000,0.290245
33.184000,0.119673
33.185000,-0.033063
33.186000,-0.161317
33.187000,-0.259695
33.188000,-0.324322
33.189000,-0.353017
33.190000,-0.345392
33.191000,-0.302843
33.192000,-0.228465
33.193000,-0.126874
33.194000,-0.003953
33.195000,0.133457
33.196000,0.277908
33.197000,0.421732
33.198000,0.557413
33.199000,0.677962
33.200000,0.777242
33.201000,0.850255
33.202000,0.893353
33.203000,0.904385
33.204000,0.882759
33.205000,0.829422
33.206000,0.746774
33.207000,0.638494
33.208000,0.509319
33.209000,0.364776
33.210000,0.210875
33.211000,0.053797
33.212000,-0.100418
33.213000,-0.246168
33.214000,-0.378548
33.215000,-0.493559
33.216000,-0.588271
33.217000,-0.660915
33.218000,-0.710917
33.219000,-0.738860
33.220000,-0.746393
33.221000,-0.736089
33.222000,-0.711255
33.223000,-0.675712
33.224000,-0.633566
33.225000,-0.588963
33.226000,-0.545862
33.227000,-0.507828
33.228000,-0.477850
33.229000,-0.458212
33.230000,-0.450392
33.231000,-0.455028
33.232000,-0.471918
33.233000,-0.500071
33.234000,-0.537803
33.235000,-0.582860
33.236000,-0.632564
33.237000,-0.683986
33.238000,-0.734110
33.239000,-0.779998
33.240000,-0.818945
33.241000,-0.848604
33.242000,-0.867093
33.243000,-0.873059
33.244000,-0.865720
33.245000,-0.844863
33.246000,-0.810821
33.247000,-0.764413
33.248000,-0.706869
33.249000,-0.639736
33.250000,-0.564780
33.251000,-0.483879
33.252000,-0.398927
33.253000,-0.311752
33.254000,-0.224039
33.255000,-0.137283
33.256000,-0.052756
33.257000,0.028502
33.258000,0.105678
33.259000,0.178161
33.260000,0.245505
33.261000,0.307390
33.262000,0.363577
33.263000,0.413868
33.264000,0.458076
33.265000,0.496004
33.266000,0.527444
33.267000,0.552184
33.268000,0.570040
33.269000,0.580896
33.270000,0.584755
33.271000,0.581800
33.272000,0.572453
33.273000,0.557430
33.274000,0.537780
33.275000,0.514919
33.276000,0.490625
33.277000,0.467022
33.278000,0.446529
33.279000,0.431783
33.280000,0.425530
33.281000,0.430502
33.282000,0.449270
33.283000,0.484090
33.284000,0.536741
33.285000,0.608384
33.286000,0.699420
33.287000,0.809394
33.288000,0.936919
33.289000,1.079651
33.290000,1.234311
33.291000,1.396753
33.292000,1.562085
33.293000,1.724841
33.294000,1.879188
33.295000,2.019175
33.296000,2.138996
33.297000,2.233267
33.298000,2.297306
33.299000,2.327383
33.300000,2.320947
33.301000,2.276801
33.302000,2.195230
33.303000,2.078051
33.304000,1.928599
33.305000,1.751638
33.306000,1.553195
33.307000,1.340332
33.308000,1.120855
33.309000,0.902979
33.310000,0.694957
33.311000,0.504697
33.312000,0.339389
33.313000,0.205141
33.314000,0.106671
33.315000,0.047049
33.316000,0.027512
33.317000,0.047364
33.318000,0.103970
33.319000,0.192836
33.320000,0.307789
33.321000,0.441239
33.322000,0.584513
33.323000,0.728257
33.324000,0.862873
33.325000,0.978976
33.326000,1.067863
33.327000,1.121942
33.328000,1.135130
33.329000,1.103179
33.330000,1.023927
33.331000,0.897448
33.332000,0.726102
33.333000,0.514480
33.334000,0.269239
33.335000,-0.001165
33.336000,-0.286823
33.337000,-0.576801
33.338000,-0.859620
33.339000,-1.123765
33.340000,-1.358203
33.341000,-1.552887
33.342000,-1.699219
33.343000,-1.790452
33.344000,-1.822009
33.345000,-1.791714
33.346000,-1.699909
33.347000,-1.549462
33.348000,-1.345665
33.349000,-1.096022
33.350000,-0.809939
33.351000,-0.498329
33.352000,-0.173159
33.353000,0.153063
33.354000,0.467804
33.355000,0.759036
33.356000,1.015734
33.357000,1.228326
33.358000,1.389082
33.359000,1.492415
33.360000,1.535086
33.361000,1.516316
33.362000,1.437777
33.363000,1.303492
33.364000,1.119626
33.365000,0.894203
33.366000,0.636732
33.367000,0.357794
33.368000,0.068580
33.369000,-0.219580
33.370000,-0.495688
33.371000,-0.749524
33.372000,-0.972047
33.373000,-1.155744
33.374000,-1.294896
33.375000,-1.385776
33.376000,-1.426752
33.377000,-1.418301
33.378000,-1.362936
33.379000,-1.265055
33.380000,-1.130712
33.381000,-0.967324
33.382000,-0.783335
33.383000,-0.587844
33.384000,-0.390212
33.385000,-0.199671
33.386000,-0.024946
33.387000,0.126095
33.388000,0.246751
33.389000,0.331739
33.390000,0.377397
33.391000,0.381804
33.392000,0.344841
33.393000,0.268174
33.394000,0.155174
33.395000,0.010764
33.396000,-0.158788
33.397000,-0.346125
33.398000,-0.543103
33.399000,-0.741111
33.400000,-0.931421
33.401000,-1.105527
33.402000,-1.255490
33.403000,-1.374250
33.404000,-1.455910
33.405000,-1.495977
33.406000,-1.491550
33.407000,-1.441445
33.408000,-1.346262
33.409000,-1.208373
33.410000,-1.031857
33.411000,-0.822348
33.412000,-0.586837
33.413000,-0.333406
33.414000,-0.070925
33.415000,0.191302
33.416000,0.443898
33.417000,0.677795
33.418000,0.884610
33.419000,1.056992
33.420000,1.188946
33.421000,1.276095
33.422000,1.315884
33.423000,1.307719
33.424000,1.253010
33.425000,1.155141
33.426000,1.019351
33.427000,0.852526
33.428000,0.662920
33.429000,0.459807
33.430000,0.253080
33.431000,0.052810
33.432000,-0.131204
33.433000,-0.289898
33.434000,-0.415361
33.435000,-0.501231
33.436000,-0.543009
33.437000,-0.538304
33.438000,-0.486979
33.439000,-0.391194
33.440000,-0.255338
33.441000,-0.085858
33.442000,0.109023
33.443000,0.319672
33.444000,0.535496
33.445000,0.745442
33.446000,0.938534
33.447000,1.104419
33.448000,1.233887
33.449000,1.319354
33.450000,1.355264
33.451000,1.338410
33.452000,1.268132
33.453000,1.146398
33.454000,0.977758
33.455000,0.769154
33.456000,0.529624
33.457000,0.269880
33.458000,0.001800
33.459000,-0.262146
33.460000,-0.509513
33.461000,-0.728508
33.462000,-0.908586
33.463000,-1.041000
33.464000,-1.119265
33.465000,-1.139508
33.466000,-1.100693
33.467000,-1.004703
33.468000,-0.856274
33.469000,-0.662774
33.470000,-0.433854
33.471000,-0.180967
33.472000,0.083201
33.473000,0.345383
33.474000,0.592406
33.475000,0.811876
33.476000,0.992822
33.477000,1.126277
33.478000,1.205751
33.479000,1.227581
33.480000,1.191136
33.481000,1.098851
33.482000,0.956118
33.483000,0.770997
33.484000,0.553798
33.485000,0.316536
33.486000,0.072287
33.487000,-0.165513
33.488000,-0.383793
33.489000,-0.570556
33.490000,-0.715539
33.491000,-0.810775
33.492000,-0.851042
33.493000,-0.834164
33.494000,-0.761144
33.495000,-0.636131
33.496000,-0.466216
33.497000,-0.261061
33.498000,-0.032397
33.499000,0.206606
33.500000,0.442041
33.501000,0.660012
33.502000,0.847390
33.503000,0.992524
33.504000,1.085884
33.505000,1.120584
33.506000,1.092769
33.507000,1.001842
33.508000,0.850505
33.509000,0.644639
33.510000,0.392993
33.511000,0.106734
33.512000,-0.201146
33.513000,-0.516519
33.514000,-0.824868
33.515000,-1.112063
33.516000,-1.365109
33.517000,-1.572837
33.518000,-1.726495
33.519000,-1.820207
33.520000,-1.851273
33.521000,-1.820297
33.522000,-1.731139
33.523000,-1.590683
33.524000,-1.408442
33.525000,-1.196026
33.526000,-0.966486
33.527000,-0.733588
33.528000,-0.511046
33.529000,-0.311763
33.530000,-0.147108
33.531000,-0.026291
33.532000,0.044152
33.533000,0.060721
33.534000,0.023152
33.535000,-0.065565
33.536000,-0.199344
33.537000,-0.369335
33.538000,-0.564396
33.539000,-0.771706
33.540000,-0.977455
33.541000,-1.167596
33.542000,-1.328610
33.543000,-1.448236
33.544000,-1.516139
33.545000,-1.524474
33.546000,-1.468312
33.547000,-1.345918
33.548000,-1.158844
33.549000,-0.911867
33.550000,-0.612741
33.551000,-0.271801
33.552000,0.098568
33.553000,0.484567
33.554000,0.871688
33.555000,1.245448
33.556000,1.592119
33.557000,1.899409
33.558000,2.157057
33.559000,2.357325
33.560000,2.495335
33.561000,2.569271
33.562000,2.580400
33.563000,2.532945
33.564000,2.433792
33.565000,2.292075
33.566000,2.118638
33.567000,1.925419
33.568000,1.724793
33.569000,1.528897
33.570000,1.348983
33.571000,1.194828
33.572000,1.074239
33.573000,0.992670
33.574000,0.952969
33.575000,0.955279
33.576000,0.997082
33.577000,1.073382
33.578000,1.177031
33.579000,1.299157
33.580000,1.429683
33.581000,1.557905
33.582000,1.673094
33.583000,1.765097
33.584000,1.824891
33.585000,1.845081
33.586000,1.820299
33.587000,1.747496
33.588000,1.626104
33.589000,1.458069
33.590000,1.247756
33.591000,1.001721
33.592000,0.728386
33.593000,0.437606
33.594000,0.140182
33.595000,-0.152675
33.596000,-0.429890
33.597000,-0.681060
33.598000,-0.896943
33.599000,-1.069887
33.600000,-1.194171
33.601000,-1.266245
33.602000,-1.284863
33.603000,-1.251100
33.604000,-1.168258
33.605000,-1.041668
33.606000,-0.878399
33.607000,-0.686893
33.608000,-0.476548
33.609000,-0.257266
33.610000,-0.038989
33.611000,0.168744
33.612000,0.357213
33.613000,0.518876
33.614000,0.647660
33.615000,0.739175
33.616000,0.790834
33.617000,0.801894
33.618000,0.773401
33.619000,0.708062
33.620000,0.610042
33.621000,0.484704
33.622000,0.338314
33.623000,0.177712
33.624000,0.009979
33.625000,-0.157887
33.626000,-0.319268
33.627000,-0.468197
33.628000,-0.599572
33.629000,-0.709316
33.630000,-0.794485
33.631000,-0.853310
33.632000,-0.885187
33.633000,-0.890607
33.634000,-0.871047
33.635000,-0.828826
33.636000,-0.766932
33.637000,-0.688833
33.638000,-0.598292
33.639000,-0.499182
33.640000,-0.395316
33.641000,-0.290302
33.642000,-0.187431
33.643000,-0.089583
33.644000,0.000825
33.645000,0.081858
33.646000,0.152065
33.647000,0.210449
33.648000,0.256417
33.649000,0.289727
33.650000,0.310420
33.651000,0.318760
33.652000,0.315172
33.653000,0.300198
33.654000,0.274462
33.655000,0.238645
33.656000,0.193488
33.657000,0.139789
33.658000,0.078430
33.659000,0.010395
33.660000,-0.063200
33.661000,-0.141091
33.662000,-0.221840
33.663000,-0.303844
33.664000,-0.385340
33.665000,-0.464438
33.666000,-0.539173
33.667000,-0.607568
33.668000,-0.667720
33.669000,-0.717891
33.670000,-0.756613
33.671000,-0.782786
33.672000,-0.795767
33.673000,-0.795456
33.674000,-0.782348
33.675000,-0.757560
33.676000,-0.722832
33.677000,-0.680483
33.678000,-0.633337
33.679000,-0.584605
33.680000,-0.537740
33.681000,-0.496264
33.682000,-0.463572
33.683000,-0.442729
33.684000,-0.436267
33.685000,-0.445995
33.686000,-0.472838
33.687000,-0.516705
33.688000,-0.576407
33.689000,-0.649633
33.690000,-0.732981
33.691000,-0.822055
33.692000,-0.911623
33.693000,-0.995834
33.694000,-1.068481
33.695000,-1.123309
33.696000,-1.154345
33.697000,-1.156233
33.698000,-1.124568
33.699000,-1.056193
33.700000,-0.949462
33.701000,-0.804432
33.702000,-0.622986
33.703000,-0.408867
33.704000,-0.167619
33.705000,0.093567
33.706000,0.366094
33.707000,0.640293
33.708000,0.905826
33.709000,1.152135
33.710000,1.368940
33.711000,1.546733
33.712000,1.677272
33.713000,1.754017
33.714000,1.772521
33.715000,1.730721
33.716000,1.629128
33.717000,1.470900
33.718000,1.261788
33.719000,1.009948
33.720000,0.725634
33.721000,0.420776
33.722000,0.108461
33.723000,-0.197657
33.724000,-0.483996
33.725000,-0.737695
33.726000,-0.947252
33.727000,-1.103105
33.728000,-1.198136
33.729000,-1.228070
33.730000,-1.191736
33.731000,-1.091184
33.732000,-0.931642
33.733000,-0.721319
33.734000,-0.471048
33.735000,-0.193792
33.736000,0.095960
33.737000,0.382900
33.738000,0.651647
33.739000,0.887523
33.740000,1.077305
33.741000,1.209916
33.742000,1.277021
33.743000,1.273498
33.744000,1.197754
33.745000,1.051866
33.746000,0.841544
33.747000,0.575903
33.748000,0.267067
33.749000,-0.070396
33.750000,-0.420160
33.751000,-0.764935
33.752000,-1.087322
33.753000,-1.370683
33.754000,-1.599993
33.755000,-1.762615
33.756000,-1.848973
33.757000,-1.853084
33.758000,-1.772907
33.759000,-1.610513
33.760000,-1.372043
33.761000,-1.067463
33.762000,-0.710134
33.763000,-0.316195
33.764000,0.096185
33.765000,0.507672
33.766000,0.898697
33.767000,1.250406
33.768000,1.545582
33.769000,1.769494
33.770000,1.910637
33.771000,1.961307
33.772000,1.918007
33.773000,1.781638
33.774000,1.557486
33.775000,1.254987
33.776000,0.887295
33.777000,0.470665
33.778000,0.023684
33.779000,-0.433608
33.780000,-0.880679
33.781000,-1.297473
33.782000,-1.665371
33.783000,-1.968071
33.784000,-2.192354
33.785000,-2.328704
33.786000,-2.371746
33.787000,-2.320472
33.788000,-2.178272
33.789000,-1.952740
33.790000,-1.655277
33.791000,-1.300528
33.792000,-0.905646
33.793000,-0.489458
33.794000,-0.071548
33.795000,0.328684
33.796000,0.692944
33.797000,1.004911
33.798000,1.250987
33.799000,1.420918
33.800000,1.508242
33.801000,1.510550
33.802000,1.429546
33.803000,1.270914
33.804000,1.043990
33.805000,0.761268
33.806000,0.437759
33.807000,0.090242
33.808000,-0.263561
33.809000,-0.605841
33.810000,-0.919542
33.811000,-1.189159
33.812000,-1.401441
33.813000,-1.545975
33.814000,-1.615629
33.815000,-1.606822
33.816000,-1.519629
33.817000,-1.357703
33.818000,-1.128034
33.819000,-0.840561
33.820000,-0.507641
33.821000,-0.143433
33.822000,0.236801
33.823000,0.617418
33.824000,0.983121
33.825000,1.319649
33.826000,1.614397
33.827000,1.856943
33.828000,2.039456
33.829000,2.156975
33.830000,2.207539
33.831000,2.192179
33.832000,2.114770
33.833000,1.981757
33.834000,1.801769
33.835000,1.585145
33.836000,1.343406
33.837000,1.088680
33.838000,0.833128
33.839000,0.588388
33.840000,0.365066
33.841000,0.172291
33.842000,0.017358
33.843000,-0.094533
33.844000,-0.160430
33.845000,-0.179671
33.846000,-0.153829
33.847000,-0.086549
33.848000,0.016698
33.849000,0.148932
33.850000,0.302033
33.851000,0.467151
33.852000,0.635119
33.853000,0.796878
33.854000,0.943860
33.855000,1.068344
33.856000,1.163758
33.857000,1.224915
33.858000,1.248176
33.859000,1.231550
33.860000,1.174714
33.861000,1.078960
33.862000,0.947087
33.863000,0.783232
33.864000,0.592656
33.865000,0.381498
33.866000,0.156507
33.867000,-0.075237
33.868000,-0.306600
33.869000,-0.530659
33.870000,-0.740948
33.871000,-0.931669
33.872000,-1.097874
33.873000,-1.235610
33.874000,-1.342012
33.875000,-1.415366
33.876000,-1.455124
33.877000,-1.461877
33.878000,-1.437300
33.879000,-1.384052
33.880000,-1.305660
33.881000,-1.206373
33.882000,-1.090994
33.883000,-0.964710
33.884000,-0.832904
33.885000,-0.700974
33.886000,-0.574145
33.887000,-0.457298
33.888000,-0.354810
33.889000,-0.270406
33.890000,-0.207041
33.891000,-0.166803
33.892000,-0.150842
33.893000,-0.159339
33.894000,-0.191495
33.895000,-0.245573
33.896000,-0.318953
33.897000,-0.408235
33.898000,-0.509368
33.899000,-0.617804
33.900000,-0.728675
33.901000,-0.836992
33.902000,-0.937841
33.903000,-1.026596
33.904000,-1.099109
33.905000,-1.151901
33.906000,-1.182316
33.907000,-1.188652
33.908000,-1.170252
33.909000,-1.127550
33.910000,-1.062073
33.911000,-0.976393
33.912000,-0.874032
33.913000,-0.759316
33.914000,-0.637202
33.915000,-0.513053
33.916000,-0.392406
33.917000,-0.280717
33.918000,-0.183103
33.919000,-0.104102
33.920000,-0.047448
33.921000,-0.015878
33.922000,-0.010992
33.923000,-0.033155
33.924000,-0.081460
33.925000,-0.153757
33.926000,-0.246733
33.927000,-0.356060
33.928000,-0.476593
33.929000,-0.602608
33.930000,-0.728078
33.931000,-0.846966
33.932000,-0.953527
33.933000,-1.042597
33.934000,-1.109860
33.935000,-1.152077
33.936000,-1.167265
33.937000,-1.154814
33.938000,-1.115540
33.939000,-1.051665
33.940000,-0.966728
33.941000,-0.865421
33.942000,-0.753377
33.943000,-0.636891
33.944000,-0.522621
33.945000,-0.417247
33.946000,-0.327140
33.947000,-0.258031
33.948000,-0.214709
33.949000,-0.200763
33.950000,-0.218381
33.951000,-0.268212
33.952000,-0.349301
33.953000,-0.459114
33.954000,-0.593625
33.955000,-0.747492
33.956000,-0.914288
33.957000,-1.086801
33.958000,-1.257364
33.959000,-1.418219
33.960000,-1.561887
33.961000,-1.681527
33.962000,-1.771273
33.963000,-1.826519
33.964000,-1.844160
33.965000,-1.822744
33.966000,-1.762567
33.967000,-1.665671
33.968000,-1.535766
33.969000,-1.378071
33.970000,-1.199083
33.971000,-1.006287
33.972000,-0.807814
33.973000,-0.612069
33.974000,-0.427352
33.975000,-0.261467
33.976000,-0.121373
33.977000,-0.012853
33.978000,0.059745
33.979000,0.093715
33.980000,0.088117
33.981000,0.043821
33.982000,-0.036527
33.983000,-0.148633
33.984000,-0.286740
33.985000,-0.443898
33.986000,-0.612276
33.987000,-0.783524
33.988000,-0.949150
33.989000,-1.100910
33.990000,-1.231186
33.991000,-1.333334
33.992000,-1.401993
33.993000,-1.433333
33.994000,-1.425232
33.995000,-1.377386
33.996000,-1.291325
33.997000,-1.170358
33.998000,-1.019427
33.999000,-0.844891
34.000000,-0.654248
34.001000,-0.455794
34.002000,-0.258251
34.003000,-0.070367
34.004000,0.099492
34.005000,0.243733
34.006000,0.355903
34.007000,0.431012
34.008000,0.465793
34.009000,0.458894
34.010000,0.410990
34.011000,0.324804
34.012000,0.205044
34.013000,0.058246
34.014000,-0.107459
34.015000,-0.282659
34.016000,-0.457033
34.017000,-0.619779
34.018000,-0.760063
34.019000,-0.867489
34.020000,-0.932561
34.021000,-0.947115
34.022000,-0.904712
34.023000,-0.800962
34.024000,-0.633773
34.025000,-0.403514
34.026000,-0.113071
34.027000,0.232192
34.028000,0.624582
34.029000,1.054321
34.030000,1.509883
34.031000,1.978404
34.032000,2.446165
34.033000,2.899103
34.034000,3.323353
34.035000,3.705783
34.036000,4.034504
34.037000,4.299333
34.038000,4.492186
34.039000,4.607385
34.040000,4.641862
34.041000,4.595257
34.042000,4.469895
34.043000,4.270652
34.044000,4.004711
34.045000,3.681217
34.046000,3.310855
34.047000,2.905364
34.048000,2.477007
34.049000,2.038040
34.050000,1.600177
34.051000,1.174104
34.052000,0.769054
34.053000,0.392457
34.054000,0.049702
34.055000,-0.256004
34.056000,-0.523646
34.057000,-0.754302
34.058000,-0.950928
34.059000,-1.118047
34.060000,-1.261348
34.061000,-1.387236
34.062000,-1.502332
34.063000,-1.612978
34.064000,-1.724757
34.065000,-1.842055
34.066000,-1.967704
34.067000,-2.102715
34.068000,-2.246120
34.069000,-2.394933
34.070000,-2.544244
34.071000,-2.687422
34.072000,-2.816447
34.073000,-2.922320
34.074000,-2.995566
34.075000,-3.026775
34.076000,-3.007167
34.077000,-2.929151
34.078000,-2.786832
34.079000,-2.576463
34.080000,-2.296789
34.081000,-1.949285
34.082000,-1.538250
34.083000,-1.070777
34.084000,-0.556571
34.085000,-0.007635
34.086000,0.562158
34.087000,1.137599
34.088000,1.702753
34.089000,2.241606
34.090000,2.738731
34.091000,3.179933
34.092000,3.552835
34.093000,3.847392
34.094000,4.056289
34.095000,4.175217
34.096000,4.203004
34.097000,4.141609
34.098000,3.995961
34.099000,3.773679
34.100000,3.484659
34.101000,3.140576
34.102000,2.754318
34.103000,2.339376
34.104000,1.909240
34.105000,1.476808
34.106000,1.053863
34.107000,0.650625
34.108000,0.275411
34.109000,-0.065590
34.110000,-0.368411
34.111000,-0.631280
34.112000,-0.854463
34.113000,-1.040008
34.114000,-1.191394
34.115000,-1.313117
34.116000,-1.410236
34.117000,-1.487914
34.118000,-1.550972
34.119000,-1.603498
34.120000,-1.648516
34.121000,-1.687756
34.122000,-1.721522
34.123000,-1.748665
34.124000,-1.766682
34.125000,-1.771904
34.126000,-1.759786
34.127000,-1.725264
34.128000,-1.663170
34.129000,-1.568663
34.130000,-1.437665
34.131000,-1.267259
34.132000,-1.056039
34.133000,-0.804378
34.134000,-0.514594
34.135000,-0.191019
34.136000,0.160061
34.137000,0.530567
34.138000,0.910911
34.139000,1.290359
34.140000,1.657481
34.141000,2.000651
34.142000,2.308568
34.143000,2.570785
34.144000,2.778200
34.145000,2.923497
34.146000,3.001502
34.147000,3.009448
34.148000,2.947120
34.149000,2.816884
34.150000,2.623593
34.151000,2.374376
34.152000,2.078316
34.153000,1.746050
34.154000,1.389285
34.155000,1.020286
34.156000,0.651333
34.157000,0.294194
34.158000,-0.040365
34.159000,-0.343016
34.160000,-0.606220
34.161000,-0.824487
34.162000,-0.994527
34.163000,-1.115289
34.164000,-1.187894
34.165000,-1.215462
34.166000,-1.202847
34.167000,-1.156304
34.168000,-1.083091
34.169000,-0.991046
34.170000,-0.888156
34.171000,-0.782132
34.172000,-0.680027
34.173000,-0.587903
34.174000,-0.510574
34.175000,-0.451424
34.176000,-0.412316
34.177000,-0.393586
34.178000,-0.394130
34.179000,-0.411560
34.180000,-0.442432
34.181000,-0.482518
34.182000,-0.527117
34.183000,-0.571377
34.184000,-0.610612
34.185000,-0.640594
34.186000,-0.657815
34.187000,-0.659684
34.188000,-0.644672
34.189000,-0.612387
34.190000,-0.563569
34.191000,-0.500032
34.192000,-0.424531
34.193000,-0.340580
34.194000,-0.252231
34.195000,-0.163821
34.196000,-0.079712
34.197000,-0.004030
34.198000,0.059570
34.199000,0.108118
34.200000,0.139485
34.201000,0.152499
34.202000,0.146998
