#t_s,Fd_N
8.183000,-1.687670
8.184000,-1.763548
8.185000,-1.777593
8.186000,-1.732321
8.187000,-1.633069
8.188000,-1.487702
8.189000,-1.306175
8.190000,-1.100000
8.191000,-0.881623
8.192000,-0.663756
8.193000,-0.458693
8.194000,-0.277656
8.195000,-0.130183
8.196000,-0.023627
8.197000,0.037247
8.198000,0.050514
8.199000,0.017193
8.200000,-0.058806
8.201000,-0.170898
8.202000,-0.310176
8.203000,-0.465903
8.204000,-0.626093
8.205000,-0.778175
8.206000,-0.909689
8.207000,-1.008980
8.208000,-1.065865
8.209000,-1.072216
8.210000,-1.022452
8.211000,-0.913892
8.212000,-0.746964
8.213000,-0.525259
8.214000,-0.255407
8.215000,0.053194
8.216000,0.388800
8.217000,0.737868
8.218000,1.085703
8.219000,1.417169
8.220000,1.717427
8.221000,1.972676
8.222000,2.170839
8.223000,2.302176
8.224000,2.359783
8.225000,2.339962
8.226000,2.242428
8.227000,2.070357
8.228000,1.830266
8.229000,1.531727
8.230000,1.186938
8.231000,0.810161
8.232000,0.417064
8.233000,0.023994
8.234000,-0.352781
8.235000,-0.697827
8.236000,-0.997256
8.237000,-1.239364
8.238000,-1.415161
8.239000,-1.518768
8.240000,-1.547668
8.241000,-1.502789
8.242000,-1.388429
8.243000,-1.212017
8.244000,-0.983723
8.245000,-0.715949
8.246000,-0.422707
8.247000,-0.118931
8.248000,0.180248
8.249000,0.460233
8.250000,0.707658
8.251000,0.911020
8.252000,1.061211
8.253000,1.151937
8.254000,1.179983
8.255000,1.145339
8.256000,1.051159
8.257000,0.903573
8.258000,0.711344
8.259000,0.485411
8.260000,0.238319
8.261000,-0.016422
8.262000,-0.265024
8.263000,-0.494116
8.264000,-0.691413
8.265000,-0.846335
8.266000,-0.950532
8.267000,-0.998299
8.268000,-0.986862
8.269000,-0.916515
8.270000,-0.790607
8.271000,-0.615376
8.272000,-0.399641
8.273000,-0.154368
8.274000,0.107873
8.275000,0.373528
8.276000,0.628732
8.277000,0.859998
8.278000,1.054884
8.279000,1.202621
8.280000,1.294653
8.281000,1.325072
8.282000,1.290930
8.283000,1.192405
8.284000,1.032815
8.285000,0.818478
8.286000,0.558437
8.287000,0.264033
8.288000,-0.051616
8.289000,-0.374237
8.290000,-0.689073
8.291000,-0.981588
8.292000,-1.238159
8.293000,-1.446726
8.294000,-1.597372
8.295000,-1.682800
8.296000,-1.698686
8.297000,-1.643888
8.298000,-1.520507
8.299000,-1.333792
8.300000,-1.091885
8.301000,-0.805442
8.302000,-0.487119
8.303000,-0.150970
8.304000,0.188223
8.305000,0.515661
8.306000,0.817230
8.307000,1.080173
8.308000,1.293701
8.309000,1.449495
8.310000,1.542098
8.311000,1.569161
8.312000,1.531537
8.313000,1.433219
8.314000,1.281125
8.315000,1.084735
8.316000,0.855607
8.317000,0.606791
8.318000,0.352168
8.319000,0.105749
8.320000,-0.119028
8.321000,-0.309974
8.322000,-0.456759
8.323000,-0.551435
8.324000,-0.588828
8.325000,-0.566806
8.326000,-0.486376
8.327000,-0.351643
8.328000,-0.169599
8.329000,0.050227
8.330000,0.296246
8.331000,0.555390
8.332000,0.813768
8.333000,1.057367
8.334000,1.272754
8.335000,1.447756
8.336000,1.572073
8.337000,1.637804
8.338000,1.639851
8.339000,1.576183
8.340000,1.447957
8.341000,1.259470
8.342000,1.017966
8.343000,0.733292
8.344000,0.417430
8.345000,0.083924
8.346000,-0.252771
8.347000,-0.577981
8.348000,-0.877513
8.349000,-1.138336
8.350000,-1.349190
8.351000,-1.501123
8.352000,-1.587898
8.353000,-1.606278
8.354000,-1.556155
8.355000,-1.440529
8.356000,-1.265337
8.357000,-1.039142
8.358000,-0.772693
8.359000,-0.478383
8.360000,-0.169638
8.361000,0.139746
8.362000,0.436273
8.363000,0.707395
8.364000,0.942107
8.365000,1.131459
8.366000,1.268962
8.367000,1.350866
8.368000,1.376301
8.369000,1.347274
8.370000,1.268522
8.371000,1.147234
8.372000,0.992649
8.373000,0.815568
8.374000,0.627780
8.375000,0.441456
8.376000,0.268526
8.377000,0.120072
8.378000,0.005777
8.379000,-0.066556
8.380000,-0.091391
8.381000,-0.065720
8.382000,0.010795
8.383000,0.135817
8.384000,0.304462
8.385000,0.509546
8.386000,0.741952
8.387000,0.991077
8.388000,1.245358
8.389000,1.492837
8.390000,1.721741
8.391000,1.921043
8.392000,2.080997
8.393000,2.193589
8.394000,2.252918
8.395000,2.255460
8.396000,2.200229
8.397000,2.088807
8.398000,1.925259
8.399000,1.715930
8.400000,1.469142
8.401000,1.194794
8.402000,0.903905
8.403000,0.608100
8.404000,0.319087
8.405000,0.048123
8.406000,-0.194477
8.407000,-0.399794
8.408000,-0.560677
8.409000,-0.672041
8.410000,-0.731054
8.411000,-0.737228
8.412000,-0.692400
8.413000,-0.600613
8.414000,-0.467889
8.415000,-0.301933
8.416000,-0.111758
8.417000,0.092740
8.418000,0.301231
8.419000,0.503421
8.420000,0.689499
8.421000,0.850558
8.422000,0.978972
8.423000,1.068698
8.424000,1.115510
8.425000,1.117145
8.426000,1.073359
8.427000,0.985895
8.428000,0.858362
8.429000,0.696042
8.430000,0.505618
8.431000,0.294854
8.432000,0.072235
8.433000,-0.153420
8.434000,-0.373350
8.435000,-0.579233
8.436000,-0.763544
8.437000,-0.919863
8.438000,-1.043140
8.439000,-1.129888
8.440000,-1.178312
8.441000,-1.188356
8.442000,-1.161679
8.443000,-1.101556
8.444000,-1.012709
8.445000,-0.901081
8.446000,-0.773559
8.447000,-0.637654
8.448000,-0.501165
8.449000,-0.371823
8.450000,-0.256953
8.451000,-0.163138
8.452000,-0.095933
8.453000,-0.059607
8.454000,-0.056956
8.455000,-0.089166
8.456000,-0.155752
8.457000,-0.254565
8.458000,-0.381877
8.459000,-0.532524
8.460000,-0.700122
8.461000,-0.877332
8.462000,-1.056174
8.463000,-1.228365
8.464000,-1.385683
8.465000,-1.520331
8.466000,-1.625283
8.467000,-1.694609
8.468000,-1.723759
8.469000,-1.709781
8.470000,-1.651489
8.471000,-1.549546
8.472000,-1.406471
8.473000,-1.226571
8.474000,-1.015780
8.475000,-0.781442
8.476000,-0.532010
8.477000,-0.276702
8.478000,-0.025114
8.479000,0.213196
8.480000,0.429125
8.481000,0.614430
8.482000,0.762106
8.483000,0.866714
8.484000,0.924642
8.485000,0.934294
8.486000,0.896186
8.487000,0.812950
8.488000,0.689244
8.489000,0.531569
8.490000,0.347989
8.491000,0.147791
8.492000,-0.058929
8.493000,-0.261720
8.494000,-0.450246
8.495000,-0.614769
8.496000,-0.746599
8.497000,-0.838506
8.498000,-0.885067
8.499000,-0.882934
8.500000,-0.831000
8.501000,-0.730471
8.502000,-0.584818
8.503000,-0.399632
8.504000,-0.182362
8.505000,0.058020
8.506000,0.311444
8.507000,0.567213
8.508000,0.814512
8.509000,1.042920
8.510000,1.242908
8.511000,1.406289
8.512000,1.526611
8.513000,1.599457
8.514000,1.622650
8.515000,1.596339
8.516000,1.522980
8.517000,1.407189
8.518000,1.255500
8.519000,1.076013
8.520000,0.877979
8.521000,0.671312
8.522000,0.466087
8.523000,0.272017
8.524000,0.097961
8.525000,-0.048519
8.526000,-0.161538
8.527000,-0.237170
8.528000,-0.273627
8.529000,-0.271320
8.530000,-0.232812
8.531000,-0.162637
8.532000,-0.067034
8.533000,0.046423
8.534000,0.169261
8.535000,0.292592
8.536000,0.407616
8.537000,0.506116
8.538000,0.580922
8.539000,0.626311
8.540000,0.638328
8.541000,0.615008
8.542000,0.556482
8.543000,0.464972
8.544000,0.344665
8.545000,0.201477
8.546000,0.042721
8.547000,-0.123299
8.548000,-0.287762
8.549000,-0.441816
8.550000,-0.577082
8.551000,-0.686121
8.552000,-0.762859
8.553000,-0.802923
8.554000,-0.803899
8.555000,-0.765467
8.556000,-0.689429
8.557000,-0.579615
8.558000,-0.441679
8.559000,-0.282794
8.560000,-0.111262
8.561000,0.063938
8.562000,0.233632
8.563000,0.388950
8.564000,0.521801
8.565000,0.625307
8.566000,0.694161
8.567000,0.724900
8.568000,0.716075
8.569000,0.668303
8.570000,0.584207
8.571000,0.468245
8.572000,0.326431
8.573000,0.165981
8.574000,-0.005110
8.575000,-0.178530
8.576000,-0.346125
8.577000,-0.500358
8.578000,-0.634721
8.579000,-0.744095
8.580000,-0.825007
8.581000,-0.875805
8.582000,-0.896706
8.583000,-0.889746
8.584000,-0.858610
8.585000,-0.808374
8.586000,-0.745158
8.587000,-0.675722
8.588000,-0.607024
8.589000,-0.545765
8.590000,-0.497961
8.591000,-0.468549
8.592000,-0.461064
8.593000,-0.477406
8.594000,-0.517706
8.595000,-0.580304
8.596000,-0.661840
8.597000,-0.757451
8.598000,-0.861071
8.599000,-0.965801
8.600000,-1.064346
8.601000,-1.149478
8.602000,-1.214509
8.603000,-1.253731
8.604000,-1.262814
8.605000,-1.239123
8.606000,-1.181936
8.607000,-1.092558
8.608000,-0.974303
8.609000,-0.832367
8.610000,-0.673574
8.611000,-0.506027
8.612000,-0.338661
8.613000,-0.180749
8.614000,-0.041365
8.615000,0.071155
8.616000,0.149723
8.617000,0.188949
8.618000,0.185512
8.619000,0.138416
8.620000,0.049127
8.621000,-0.078430
8.622000,-0.238005
8.623000,-0.421302
8.624000,-0.618363
8.625000,-0.818072
8.626000,-1.008715
8.627000,-1.178603
8.628000,-1.316698
8.629000,-1.413220
8.630000,-1.460202
8.631000,-1.451953
8.632000,-1.385414
8.633000,-1.260377
8.634000,-1.079558
8.635000,-0.848514
8.636000,-0.575413
8.637000,-0.270652
8.638000,0.053630
8.639000,0.384159
8.640000,0.707180
8.641000,1.009157
8.642000,1.277465
8.643000,1.501039
8.644000,1.670956
8.645000,1.780896
8.646000,1.827488
8.647000,1.810490
8.648000,1.732814
8.649000,1.600388
8.650000,1.421856
8.651000,1.208135
8.652000,0.971851
8.653000,0.726689
8.654000,0.486675
8.655000,0.265446
8.656000,0.075531
8.657000,-0.072308
8.658000,-0.169649
8.659000,-0.210858
8.660000,-0.193398
8.661000,-0.117977
8.662000,0.011475
8.663000,0.187996
8.664000,0.401938
8.665000,0.641453
8.666000,0.893097
8.667000,1.142517
8.668000,1.375183
8.669000,1.577135
8.670000,1.735704
8.671000,1.840159
8.672000,1.882268
8.673000,1.856729
8.674000,1.761445
8.675000,1.597653
8.676000,1.369869
8.677000,1.085685
8.678000,0.755400
8.679000,0.391522
8.680000,0.008169
8.681000,-0.379622
8.682000,-0.756612
8.683000,-1.108093
8.684000,-1.420589
8.685000,-1.682485
8.686000,-1.884567
8.687000,-2.020437
8.688000,-2.086786
8.689000,-2.083514
8.690000,-2.013693
8.691000,-1.883378
8.692000,-1.701273
8.693000,-1.478273
8.694000,-1.226913
8.695000,-0.960734
8.696000,-0.693624
8.697000,-0.439142
8.698000,-0.209878
8.699000,-0.016860
8.700000,0.130939
8.701000,0.226999
8.702000,0.267519
8.703000,0.251546
8.704000,0.180971
8.705000,0.060382
8.706000,-0.103209
8.707000,-0.300741
8.708000,-0.521583
8.709000,-0.754066
8.710000,-0.986064
8.711000,-1.205575
8.712000,-1.401295
8.713000,-1.563141
8.714000,-1.682707
8.715000,-1.753632
8.716000,-1.771871
8.717000,-1.735843
8.718000,-1.646473
8.719000,-1.507106
8.720000,-1.323321
8.721000,-1.102643
8.722000,-0.854174
8.723000,-0.588156
8.724000,-0.315495
8.725000,-0.047267
8.726000,0.205776
8.727000,0.433679
8.728000,0.627702
8.729000,0.780684
8.730000,0.887328
8.731000,0.944394
8.732000,0.950805
8.733000,0.907650
8.734000,0.818099
8.735000,0.687226
8.736000,0.521752
8.737000,0.329729
8.738000,0.120167
8.739000,-0.097371
8.740000,-0.313187
8.741000,-0.517868
8.742000,-0.702684
8.743000,-0.859946
8.744000,-0.983321
8.745000,-1.068077
8.746000,-1.111261
8.747000,-1.111789
8.748000,-1.070468
8.749000,-0.989927
8.750000,-0.874473
8.751000,-0.729876
8.752000,-0.563099
8.753000,-0.381973
8.754000,-0.194839
8.755000,-0.010178
8.756000,0.163774
8.757000,0.319381
8.758000,0.449949
8.759000,0.550010
8.760000,0.615560
8.761000,0.644224
8.762000,0.635351
8.763000,0.590025
8.764000,0.511008
8.765000,0.402591
8.766000,0.270395
8.767000,0.121090
8.768000,-0.037913
8.769000,-0.198822
8.770000,-0.353830
8.771000,-0.495487
8.772000,-0.617050
8.773000,-0.712805
8.774000,-0.778333
8.775000,-0.810722
8.776000,-0.808698
8.777000,-0.772678
8.778000,-0.704746
8.779000,-0.608535
8.780000,-0.489046
8.781000,-0.352386
8.782000,-0.205455
8.783000,-0.055596
8.784000,0.089787
8.785000,0.223605
8.786000,0.339456
8.787000,0.431953
8.788000,0.497006
8.789000,0.532038
8.790000,0.536118
8.791000,0.510015
8.792000,0.456160
8.793000,0.378519
8.794000,0.282385
8.795000,0.174102
8.796000,0.060727
8.797000,-0.050344
8.798000,-0.151773
8.799000,-0.236673
8.800000,-0.298984
8.801000,-0.333801
8.802000,-0.337648
8.803000,-0.308671
8.804000,-0.246755
8.805000,-0.153535
8.806000,-0.032331
8.807000,0.112023
8.808000,0.273422
8.809000,0.444799
8.810000,0.618496
8.811000,0.786655
8.812000,0.941628
8.813000,1.076367
8.814000,1.184789
8.815000,1.262085
8.816000,1.304957
8.817000,1.311775
8.818000,1.282646
8.819000,1.219381
8.820000,1.125383
8.821000,1.005437
8.822000,0.865440
8.823000,0.712060
8.824000,0.552371
8.825000,0.393460
8.826000,0.242050
8.827000,0.104138
8.828000,-0.015313
8.829000,-0.112622
8.830000,-0.185557
8.831000,-0.233425
8.832000,-0.257063
8.833000,-0.258750
8.834000,-0.242030
8.835000,-0.211469
8.836000,-0.172359
8.837000,-0.130376
8.838000,-0.091233
8.839000,-0.060327
8.840000,-0.042415
8.841000,-0.041337
8.842000,-0.059788
8.843000,-0.099174
8.844000,-0.159540
8.845000,-0.239583
8.846000,-0.336751
8.847000,-0.447404
8.848000,-0.567056
8.849000,-0.690648
8.850000,-0.812867
8.851000,-0.928464
8.852000,-1.032570
8.853000,-1.120986
8.854000,-1.190424
8.855000,-1.238688
8.856000,-1.264789
8.857000,-1.268981
8.858000,-1.252717
8.859000,-1.218537
8.860000,-1.169879
8.861000,-1.110843
8.862000,-1.045916
8.863000,-0.979667
8.864000,-0.916447
8.865000,-0.860105
8.866000,-0.813732
8.867000,-0.779461
8.868000,-0.758332
8.869000,-0.750220
8.870000,-0.753845
8.871000,-0.766863
8.872000,-0.786011
8.873000,-0.807334
8.874000,-0.826439
8.875000,-0.838794
8.876000,-0.840034
8.877000,-0.826258
8.878000,-0.794305
8.879000,-0.741982
8.880000,-0.668238
8.881000,-0.573264
8.882000,-0.458521
8.883000,-0.326685
8.884000,-0.181517
8.885000,-0.027663
8.886000,0.129603
8.887000,0.284679
8.888000,0.431960
8.889000,0.566167
8.890000,0.682664
8.891000,0.777738
8.892000,0.848824
8.893000,0.894668
8.894000,0.915411
8.895000,0.912592
8.896000,0.889056
8.897000,0.848798
8.898000,0.796718
8.899000,0.738331
8.900000,0.679426
8.901000,0.625710
8.902000,0.582441
8.903000,0.554099
8.904000,0.544078
8.905000,0.554452
8.906000,0.585814
8.907000,0.637192
8.908000,0.706071
8.909000,0.788496
8.910000,0.879270
8.911000,0.972224
8.912000,1.060565
8.913000,1.137248
8.914000,1.195395
8.915000,1.228699
8.916000,1.231815
8.917000,1.200705
8.918000,1.132913
8.919000,1.027772
8.920000,0.886500
8.921000,0.712209
8.922000,0.509804
8.923000,0.285785
8.924000,0.047955
8.925000,-0.194941
8.926000,-0.433635
8.927000,-0.658799
8.928000,-0.861506
8.929000,-1.033681
8.930000,-1.168520
8.931000,-1.260837
8.932000,-1.307340
8.933000,-1.306805
8.934000,-1.260151
8.935000,-1.170394
8.936000,-1.042508
8.937000,-0.883172
8.938000,-0.700432
8.939000,-0.503298
8.940000,-0.301277
8.941000,-0.103898
8.942000,0.079778
8.943000,0.241618
8.944000,0.374827
8.945000,0.474288
8.946000,0.536817
8.947000,0.561310
8.948000,0.548792
8.949000,0.502341
8.950000,0.426918
8.951000,0.329091
8.952000,0.216679
8.953000,0.098330
8.954000,-0.016939
8.955000,-0.120223
8.956000,-0.203204
8.957000,-0.258588
8.958000,-0.280496
8.959000,-0.264776
8.960000,-0.209221
8.961000,-0.113695
8.962000,0.019853
8.963000,0.187479
8.964000,0.383440
8.965000,0.600469
8.966000,0.830139
8.967000,1.063271
8.968000,1.290379
8.969000,1.502135
8.970000,1.689806
8.971000,1.845670
8.972000,1.963369
8.973000,2.038194
8.974000,2.067281
8.975000,2.049718
8.976000,1.986549
8.977000,1.880688
8.978000,1.736737
8.979000,1.560735
8.980000,1.359836
8.981000,1.141943
8.982000,0.915318
8.983000,0.688185
8.984000,0.468347
8.985000,0.262841
8.986000,0.077636
8.987000,-0.082599
8.988000,-0.214653
8.989000,-0.316857
8.990000,-0.389082
8.991000,-0.432660
8.992000,-0.450241
8.993000,-0.445579
8.994000,-0.423282
8.995000,-0.388525
8.996000,-0.346749
8.997000,-0.303365
8.998000,-0.263472
8.999000,-0.231612
9.000000,-0.211561
9.001000,-0.206183
9.002000,-0.217335
9.003000,-0.245831
9.004000,-0.291474
9.005000,-0.353132
9.006000,-0.428867
9.007000,-0.516092
9.008000,-0.611765
9.009000,-0.712584
9.010000,-0.815185
9.011000,-0.916330
9.012000,-1.013068
9.013000,-1.102866
9.014000,-1.183706
9.015000,-1.254134
9.016000,-1.313270
9.017000,-1.360784
9.018000,-1.396828
9.019000,-1.421949
9.020000,-1.436974
9.021000,-1.442894
9.022000,-1.440743
9.023000,-1.431485
9.024000,-1.415922
9.025000,-1.394624
9.026000,-1.367894
9.027000,-1.335754
9.028000,-1.297975
9.029000,-1.254130
9.030000,-1.203671
9.031000,-1.146029
9.032000,-1.080718
9.033000,-1.007450
9.034000,-0.926231
9.035000,-0.837445
9.036000,-0.741916
9.037000,-0.640936
9.038000,-0.536258
9.039000,-0.430050
9.040000,-0.324823
9.041000,-0.223309
9.042000,-0.128331
9.043000,-0.042643
9.044000,0.031241
9.045000,0.091202
9.046000,0.135678
9.047000,0.163782
9.048000,0.175406
9.049000,0.171266
9.050000,0.152910
9.051000,0.122675
9.052000,0.083586
9.053000,0.039217
9.054000,-0.006494
9.055000,-0.049463
9.056000,-0.085700
9.057000,-0.111547
9.058000,-0.123927
9.059000,-0.120552
9.060000,-0.100114
9.061000,-0.062414
9.062000,-0.008450
9.063000,0.059577
9.064000,0.138313
9.065000,0.223372
9.066000,0.309525
9.067000,0.390939
9.068000,0.461471
9.069000,0.514985
9.070000,0.545691
9.071000,0.548477
9.072000,0.519222
9.073000,0.455074
9.074000,0.354668
9.075000,0.218281
9.076000,0.047908
9.077000,-0.152752
9.078000,-0.378390
9.079000,-0.622274
9.080000,-0.876504
9.081000,-1.132346
9.082000,-1.380607
9.083000,-1.612051
9.084000,-1.817827
9.085000,-1.989889
9.086000,-2.121385
9.087000,-2.207002
9.088000,-2.243238
9.089000,-2.228596
9.090000,-2.163683
9.091000,-2.051206
9.092000,-1.895874
9.093000,-1.704194
9.094000,-1.484183
9.095000,-1.245008
9.096000,-0.996556
9.097000,-0.748979
9.098000,-0.512215
9.099000,-0.295526
9.100000,-0.107054
9.101000,0.046553
9.102000,0.160455
9.103000,0.231838
9.104000,0.260039
9.105000,0.246553
9.106000,0.194947
9.107000,0.110661
9.108000,0.000718
9.109000,-0.126645
9.110000,-0.262401
9.111000,-0.397208
9.112000,-0.521884
9.113000,-0.627888
9.114000,-0.707755
9.115000,-0.755488
9.116000,-0.766860
9.117000,-0.739638
9.118000,-0.673701
9.119000,-0.571045
9.120000,-0.435687
9.121000,-0.273458
9.122000,-0.091706
9.123000,0.101079
9.124000,0.295703
9.125000,0.482737
9.126000,0.653012
9.127000,0.798087
9.128000,0.910695
9.129000,0.985124
9.130000,1.017523
9.131000,1.006117
9.132000,0.951313
9.133000,0.855698
9.134000,0.723933
9.135000,0.562531
9.136000,0.379548
9.137000,0.184198
9.138000,-0.013605
9.139000,-0.203727
9.140000,-0.376322
9.141000,-0.522314
9.142000,-0.633857
9.143000,-0.704726
9.144000,-0.730638
9.145000,-0.709472
9.146000,-0.641387
9.147000,-0.528832
9.148000,-0.376433
9.149000,-0.190788
9.150000,0.019849
9.151000,0.245957
9.152000,0.477207
9.153000,0.702951
9.154000,0.912741
9.155000,1.096833
9.156000,1.246654
9.157000,1.355223
9.158000,1.417491
9.159000,1.430585
9.160000,1.393954
9.161000,1.309397
9.162000,1.180985
9.163000,1.014865
9.164000,0.818971
9.165000,0.602645
9.166000,0.376189
9.167000,0.150377
9.168000,-0.064065
9.169000,-0.256973
9.170000,-0.419226
9.171000,-0.543191
9.172000,-0.623080
9.173000,-0.655238
9.174000,-0.638306
9.175000,-0.573297
9.176000,-0.463541
9.177000,-0.314526
9.178000,-0.133638
9.179000,0.070198
9.180000,0.286942
9.181000,0.505926
9.182000,0.716364
9.183000,0.907871
9.184000,1.070965
9.185000,1.197526
9.186000,1.281190
9.187000,1.317659
9.188000,1.304916
9.189000,1.243330
9.190000,1.135647
9.191000,0.986870
9.192000,0.804032
9.193000,0.595867
9.194000,0.372407
9.195000,0.144512
9.196000,-0.076640
9.197000,-0.280078
9.198000,-0.455553
9.199000,-0.594027
9.200000,-0.688096
9.201000,-0.732346
9.202000,-0.723612
9.203000,-0.661130
9.204000,-0.546586
9.205000,-0.384036
9.206000,-0.179729
9.207000,0.058180
9.208000,0.320006
9.209000,0.594981
9.210000,0.871747
9.211000,1.138885
9.212000,1.385437
9.213000,1.601413
9.214000,1.778247
9.215000,1.909189
9.216000,1.989607
9.217000,2.017189
9.218000,1.992039
9.219000,1.916656
9.220000,1.795794
9.221000,1.636223
9.222000,1.446394
9.223000,1.236019
9.224000,1.015595
9.225000,0.795895
9.226000,0.587440
9.227000,0.399993
9.228000,0.242080
9.229000,0.120585
9.230000,0.040411
9.231000,0.004254
9.232000,0.012466
9.233000,0.063053
9.234000,0.151770
9.235000,0.272336
9.236000,0.416749
9.237000,0.575682
9.238000,0.738942
9.239000,0.895986
9.240000,1.036436
9.241000,1.150605
9.242000,1.229976
9.243000,1.267639
9.244000,1.258638
9.245000,1.200236
9.246000,1.092058
9.247000,0.936136
9.248000,0.736823
9.249000,0.500601
9.250000,0.235785
9.251000,-0.047865
9.252000,-0.339605
9.253000,-0.628210
9.254000,-0.902507
9.255000,-1.151903
9.256000,-1.366893
9.257000,-1.539501
9.258000,-1.663666
9.259000,-1.735521
9.260000,-1.753575
9.261000,-1.718774
9.262000,-1.634453
9.263000,-1.506165
9.264000,-1.341407
9.265000,-1.149255
9.266000,-0.939921
9.267000,-0.724259
9.268000,-0.513240
9.269000,-0.317427
9.270000,-0.146468
9.271000,-0.008642
9.272000,0.089536
9.273000,0.143609
9.274000,0.151387
9.275000,0.113025
9.276000,0.031008
9.277000,-0.089997
9.278000,-0.243378
9.279000,-0.420917
9.280000,-0.613204
9.281000,-0.810101
9.282000,-1.001245
9.283000,-1.176552
9.284000,-1.326711
9.285000,-1.443628
9.286000,-1.520815
9.287000,-1.553699
9.288000,-1.539829
9.289000,-1.478988
9.290000,-1.373189
9.291000,-1.226572
9.292000,-1.045191
9.293000,-0.836722
9.294000,-0.610085
9.295000,-0.375022
9.296000,-0.141633
9.297000,0.080097
9.298000,0.280761
9.299000,0.451960
9.300000,0.586675
9.301000,0.679581
9.302000,0.727260
9.303000,0.728340
9.304000,0.683520
9.305000,0.595507
9.306000,0.468857
9.307000,0.309734
9.308000,0.125594
9.309000,-0.075176
9.310000,-0.283670
9.311000,-0.490877
9.312000,-0.688100
9.313000,-0.867350
9.314000,-1.021699
9.315000,-1.145574
9.316000,-1.234985
9.317000,-1.287670
9.318000,-1.303164
9.319000,-1.282770
9.320000,-1.229461
9.321000,-1.147696
9.322000,-1.043177
9.323000,-0.922546
9.324000,-0.793051
9.325000,-0.662184
9.326000,-0.537318
9.327000,-0.425352
9.328000,-0.332388
9.329000,-0.263451
9.330000,-0.222254
9.331000,-0.211040
9.332000,-0.230484
9.333000,-0.279676
9.334000,-0.356170
9.335000,-0.456107
9.336000,-0.574405
9.337000,-0.704997
9.338000,-0.841112
9.339000,-0.975595
9.340000,-1.101238
9.341000,-1.211106
9.342000,-1.298867
9.343000,-1.359080
9.344000,-1.387453
9.345000,-1.381050
9.346000,-1.338439
9.347000,-1.259776
9.348000,-1.146825
9.349000,-1.002902
9.350000,-0.832760
9.351000,-0.642410
9.352000,-0.438883
9.353000,-0.229955
9.354000,-0.023827
9.355000,0.171207
9.356000,0.347106
9.357000,0.496424
9.358000,0.612628
9.359000,0.690387
9.360000,0.725819
9.361000,0.716677
9.362000,0.662480
9.363000,0.564570
9.364000,0.426095
9.365000,0.251924
9.366000,0.048487
9.367000,-0.176452
9.368000,-0.414075
9.369000,-0.654848
9.370000,-0.888882
9.371000,-1.106328
9.372000,-1.297773
9.373000,-1.454625
9.374000,-1.569476
9.375000,-1.636422
9.376000,-1.651334
9.377000,-1.612052
9.378000,-1.518510
9.379000,-1.372779
9.380000,-1.179015
9.381000,-0.943329
9.382000,-0.673569
9.383000,-0.379027
9.384000,-0.070079
9.385000,0.242219
9.386000,0.546579
9.387000,0.831943
9.388000,1.087935
9.389000,1.305305
9.390000,1.476319
9.391000,1.595094
9.392000,1.657859
9.393000,1.663126
9.394000,1.611767
9.395000,1.506986
9.396000,1.354193
9.397000,1.160775
9.398000,0.935779
9.399000,0.689524
9.400000,0.433145
9.401000,0.178102
9.402000,-0.064333
9.403000,-0.283578
9.404000,-0.470227
9.405000,-0.616469
9.406000,-0.716454
9.407000,-0.766555
9.408000,-0.765543
9.409000,-0.714637
9.410000,-0.617449
9.411000,-0.479817
9.412000,-0.309522
9.413000,-0.115919
9.414000,0.090508
9.415000,0.298658
9.416000,0.497348
9.417000,0.675857
9.418000,0.824461
9.419000,0.934909
9.420000,1.000843
9.421000,1.018124
9.422000,0.985052
9.423000,0.902468
9.424000,0.773734
9.425000,0.604591
9.426000,0.402896
9.427000,0.178249
9.428000,-0.058458
9.429000,-0.295569
9.430000,-0.521233
9.431000,-0.723980
9.432000,-0.893294
9.433000,-1.020134
9.434000,-1.097391
9.435000,-1.120255
9.436000,-1.086465
9.437000,-0.996444
9.438000,-0.853292
9.439000,-0.662654
9.440000,-0.432464
9.441000,-0.172562
9.442000,0.105768
9.443000,0.390353
9.444000,0.668713
9.445000,0.928678
9.446000,1.158980
9.447000,1.349810
9.448000,1.493299
9.449000,1.583907
9.450000,1.618698
9.451000,1.597481
9.452000,1.522824
9.453000,1.399917
9.454000,1.236317
9.455000,1.041565
9.456000,0.826709
9.457000,0.603753
9.458000,0.385045
9.459000,0.182671
9.460000,0.007837
9.461000,-0.129684
9.462000,-0.222043
9.463000,-0.263706
9.464000,-0.251727
9.465000,-0.185892
9.466000,-0.068725
9.467000,0.094648
9.468000,0.296758
9.469000,0.528175
9.470000,0.777983
9.471000,1.034332
9.472000,1.285028
9.473000,1.518142
9.474000,1.722600
9.475000,1.888724
9.476000,2.008700
9.477000,2.076951
9.478000,2.090387
9.479000,2.048532
9.480000,1.953516
9.481000,1.809940
9.482000,1.624607
9.483000,1.406156
9.484000,1.164600
9.485000,0.910809
9.486000,0.655946
9.487000,0.410908
9.488000,0.185783
9.489000,-0.010640
9.490000,-0.171280
9.491000,-0.291089
9.492000,-0.367252
9.493000,-0.399277
9.494000,-0.388955
9.495000,-0.340202
9.496000,-0.258799
9.497000,-0.152028
9.498000,-0.028244
9.499000,0.103601
9.500000,0.234465
9.501000,0.355706
9.502000,0.459545
9.503000,0.539477
9.504000,0.590596
9.505000,0.609835
9.506000,0.596095
9.507000,0.550268
9.508000,0.475150
9.509000,0.375251
9.510000,0.256516
