t_s,phase,nominal_along_mm,e_raw_um
0.000000,pre_motion,0.000000,6.462617
0.001000,pre_motion,0.000000,6.264517
0.002000,pre_motion,0.000000,6.066418
0.003000,pre_motion,0.000000,5.868319
0.004000,pre_motion,0.000000,5.670220
0.005000,pre_motion,0.000000,5.472120
0.006000,pre_motion,0.000000,5.274021
0.007000,pre_motion,0.000000,5.075922
0.008000,pre_motion,0.000000,4.877822
0.009000,pre_motion,0.000000,4.679723
0.010000,pre_motion,0.000000,4.481624
0.011000,pre_motion,0.000000,4.283524
0.012000,pre_motion,0.000000,4.085425
0.013000,pre_motion,0.000000,3.887326
0.014000,pre_motion,0.000000,3.689227
0.015000,pre_motion,0.000000,3.491127
0.016000,pre_motion,0.000000,3.435819
0.017000,pre_motion,0.000000,3.399461
0.018000,pre_motion,0.000000,3.363102
0.019000,pre_motion,0.000000,3.326743
0.020000,pre_motion,0.000000,3.290385
0.021000,pre_motion,0.000000,3.254026
0.022000,pre_motion,0.000000,3.217667
0.023000,pre_motion,0.000000,3.087728
0.024000,pre_motion,0.000000,2.762774
0.025000,pre_motion,0.000000,2.437821
0.026000,pre_motion,0.000000,2.112867
0.027000,pre_motion,0.000000,1.787914
0.028000,pre_motion,0.000000,1.462960
0.029000,pre_motion,0.000000,1.138007
0.030000,pre_motion,0.000000,0.813053
0.031000,pre_motion,0.000000,0.804672
0.032000,pre_motion,0.000000,0.893169
0.033000,pre_motion,0.000000,0.981666
0.034000,pre_motion,0.000000,1.070163
0.035000,pre_motion,0.000000,1.158660
0.036000,pre_motion,0.000000,1.247157
0.037000,pre_motion,0.000000,1.335654
0.038000,pre_motion,0.000000,1.376744
0.039000,pre_motion,0.000000,1.236340
0.040000,pre_motion,0.000000,1.095936
0.041000,pre_motion,0.000000,0.955532
0.042000,pre_motion,0.000000,0.815128
0.043000,pre_motion,0.000000,0.674724
0.044000,pre_motion,0.000000,0.534320
0.045000,pre_motion,0.000000,0.393916
0.046000,pre_motion,0.000000,0.402367
0.047000,pre_motion,0.000000,0.491491
0.048000,pre_motion,0.000000,0.580616
0.049000,pre_motion,0.000000,0.669740
0.050000,pre_motion,0.000000,0.758864
0.051000,pre_motion,0.000000,0.847989
0.052000,pre_motion,0.000000,0.937113
0.053000,pre_motion,0.000000,1.016587
0.054000,pre_motion,0.000000,0.998426
0.055000,pre_motion,0.000000,0.980264
0.056000,pre_motion,0.000000,0.962103
0.057000,pre_motion,0.000000,0.943942
0.058000,pre_motion,0.000000,0.925781
0.059000,pre_motion,0.000000,0.907619
0.060000,pre_motion,0.000000,0.889458
0.061000,pre_motion,0.000000,0.803505
0.062000,pre_motion,0.000000,0.657764
0.063000,pre_motion,0.000000,0.512023
0.064000,pre_motion,0.000000,0.366282
0.065000,pre_motion,0.000000,0.220541
0.066000,pre_motion,0.000000,0.074800
0.067000,pre_motion,0.000000,-0.070941
0.068000,pre_motion,0.000000,-0.216681
0.069000,pre_motion,0.000000,-0.175048
0.070000,pre_motion,0.000000,-0.128173
0.071000,pre_motion,0.000000,-0.081299
0.072000,pre_motion,0.000000,-0.034424
0.073000,pre_motion,0.000000,0.012450
0.074000,pre_motion,0.000000,0.059325
0.075000,pre_motion,0.000000,0.106199
0.076000,pre_motion,0.000000,0.078280
0.077000,pre_motion,0.000000,-0.055414
0.078000,pre_motion,0.000000,-0.189109
0.079000,pre_motion,0.000000,-0.322803
0.080000,pre_motion,0.000000,-0.456497
0.081000,pre_motion,0.000000,-0.590191
0.082000,pre_motion,0.000000,-0.723886
0.083000,pre_motion,0.000000,-0.857580
0.084000,pre_motion,0.000000,-0.955594
0.085000,pre_motion,0.000000,-1.047588
0.086000,pre_motion,0.000000,-1.139582
0.087000,pre_motion,0.000000,-1.231577
0.088000,pre_motion,0.000000,-1.323571
0.089000,pre_motion,0.000000,-1.415565
0.090000,pre_motion,0.000000,-1.507559
0.091000,pre_motion,0.000000,-1.570957
0.092000,pre_motion,0.000000,-1.566687
0.093000,pre_motion,0.000000,-1.562417
0.094000,pre_motion,0.000000,-1.558147
0.095000,pre_motion,0.000000,-1.553877
0.096000,pre_motion,0.000000,-1.549606
0.097000,pre_motion,0.000000,-1.545336
0.098000,pre_motion,0.000000,-1.541066
0.099000,pre_motion,0.000000,-1.688407
0.100000,pre_motion,0.000000,-1.889438
0.101000,pre_motion,0.000000,-2.090470
0.102000,pre_motion,0.000000,-2.291502
0.103000,pre_motion,0.000000,-2.492534
0.104000,pre_motion,0.000000,-2.693566
0.105000,pre_motion,0.000000,-2.894598
0.106000,pre_motion,0.000000,-3.050136
0.107000,pre_motion,0.000000,-2.998279
0.108000,pre_motion,0.000000,-2.946421
0.109000,pre_motion,0.000000,-2.894564
0.110000,pre_motion,0.000000,-2.842706
0.111000,pre_motion,0.000000,-2.790849
0.112000,pre_motion,0.000000,-2.738992
0.113000,pre_motion,0.000000,-2.687134
0.114000,pre_motion,0.000000,-2.513042
0.115000,pre_motion,0.000000,-2.264450
0.116000,pre_motion,0.000000,-2.015858
0.117000,pre_motion,0.000000,-1.767265
0.118000,pre_motion,0.000000,-1.518673
0.119000,pre_motion,0.000000,-1.270081
0.120000,pre_motion,0.000000,-1.021489
0.121000,pre_motion,0.000000,-0.783816
0.122000,pre_motion,0.000000,-0.709264
0.123000,pre_motion,0.000000,-0.634712
0.124000,pre_motion,0.000000,-0.560161
0.125000,pre_motion,0.000000,-0.485609
0.126000,pre_motion,0.000000,-0.411057
0.127000,pre_motion,0.000000,-0.336506
0.128000,pre_motion,0.000000,-0.261954
0.129000,pre_motion,0.000000,-0.209981
0.130000,pre_motion,0.000000,-0.180215
0.131000,pre_motion,0.000000,-0.150449
0.132000,pre_motion,0.000000,-0.120684
0.133000,pre_motion,0.000000,-0.090918
0.134000,pre_motion,0.000000,-0.061152
0.135000,pre_motion,0.000000,-0.031386
0.136000,pre_motion,0.000000,-0.001620
0.137000,pre_motion,0.000000,0.214116
0.138000,pre_motion,0.000000,0.440554
0.139000,pre_motion,0.000000,0.666992
0.140000,pre_motion,0.000000,0.893430
0.141000,pre_motion,0.000000,1.119869
0.142000,pre_motion,0.000000,1.346307
0.143000,pre_motion,0.000000,1.572745
0.144000,pre_motion,0.000000,1.720951
0.145000,pre_motion,0.000000,1.745242
0.146000,pre_motion,0.000000,1.769533
0.147000,pre_motion,0.000000,1.793823
0.148000,pre_motion,0.000000,1.818114
0.149000,pre_motion,0.000000,1.842404
0.150000,pre_motion,0.000000,1.866695
0.151000,pre_motion,0.000000,1.890985
0.152000,pre_motion,0.000000,1.807540
0.153000,pre_motion,0.000000,1.701780
0.154000,pre_motion,0.000000,1.596021
0.155000,pre_motion,0.000000,1.490262
0.156000,pre_motion,0.000000,1.384503
0.157000,pre_motion,0.000000,1.278744
0.158000,pre_motion,0.000000,1.172985
0.159000,pre_motion,0.000000,1.098969
0.160000,pre_motion,0.000000,1.110845
0.161000,pre_motion,0.000000,1.122722
0.162000,pre_motion,0.000000,1.134598
0.163000,pre_motion,0.000000,1.146475
0.164000,pre_motion,0.000000,1.158351
0.165000,pre_motion,0.000000,1.170228
0.166000,pre_motion,0.000000,1.182105
0.167000,pre_motion,0.000000,1.144976
0.168000,pre_motion,0.000000,1.087955
0.169000,pre_motion,0.000000,1.030933
0.170000,pre_motion,0.000000,0.973911
0.171000,pre_motion,0.000000,0.916890
0.172000,pre_motion,0.000000,0.859868
0.173000,pre_motion,0.000000,0.802846
0.174000,pre_motion,0.000000,0.782335
0.175000,pre_motion,0.000000,0.964427
0.176000,pre_motion,0.000000,1.146520
0.177000,pre_motion,0.000000,1.328613
0.178000,pre_motion,0.000000,1.510706
0.179000,pre_motion,0.000000,1.692799
0.180000,pre_motion,0.000000,1.874892
0.181000,pre_motion,0.000000,2.056985
0.182000,pre_motion,0.000000,2.160648
0.183000,pre_motion,0.000000,2.210729
0.184000,pre_motion,0.000000,2.260809
0.185000,pre_motion,0.000000,2.310889
0.186000,pre_motion,0.000000,2.360969
0.187000,pre_motion,0.000000,2.411049
0.188000,pre_motion,0.000000,2.461130
0.189000,pre_motion,0.000000,2.503565
0.190000,pre_motion,0.000000,2.338488
0.191000,pre_motion,0.000000,2.173411
0.192000,pre_motion,0.000000,2.008334
0.193000,pre_motion,0.000000,1.843257
0.194000,pre_motion,0.000000,1.678180
0.195000,pre_motion,0.000000,1.513103
0.196000,pre_motion,0.000000,1.348026
0.197000,pre_motion,0.000000,1.225292
0.198000,pre_motion,0.000000,1.148995
0.199000,pre_motion,0.000000,1.072699
0.200000,pre_motion,0.000000,0.996402
0.201000,pre_motion,0.000000,0.920105
0.202000,pre_motion,0.000000,0.843808
0.203000,pre_motion,0.000000,0.767511
0.204000,pre_motion,0.000000,0.691214
0.205000,pre_motion,0.000000,0.741609
0.206000,pre_motion,0.000000,0.803264
0.207000,pre_motion,0.000000,0.864919
0.208000,pre_motion,0.000000,0.926574
0.209000,pre_motion,0.000000,0.988229
0.210000,pre_motion,0.000000,1.049885
0.211000,pre_motion,0.000000,1.111540
0.212000,pre_motion,0.000000,1.131534
0.213000,pre_motion,0.000000,1.077399
0.214000,pre_motion,0.000000,1.023264
0.215000,pre_motion,0.000000,0.969129
0.216000,pre_motion,0.000000,0.914994
0.217000,pre_motion,0.000000,0.860858
0.218000,pre_motion,0.000000,0.806723
0.219000,pre_motion,0.000000,0.752588
0.220000,pre_motion,0.000000,0.698453
0.221000,pre_motion,0.000000,0.644318
0.222000,pre_motion,0.000000,0.590183
0.223000,pre_motion,0.000000,0.536047
0.224000,pre_motion,0.000000,0.481912
0.225000,pre_motion,0.000000,0.427777
0.226000,pre_motion,0.000000,0.373642
0.227000,pre_motion,0.000000,0.411519
0.228000,pre_motion,0.000000,0.736607
0.229000,pre_motion,0.000000,1.061694
0.230000,pre_motion,0.000000,1.386782
0.231000,pre_motion,0.000000,1.711869
0.232000,pre_motion,0.000000,2.036956
0.233000,pre_motion,0.000000,2.362044
0.234000,pre_motion,0.000000,2.687131
0.235000,pre_motion,0.000000,2.671379
0.236000,pre_motion,0.000000,2.498204
0.237000,pre_motion,0.000000,2.325029
0.238000,pre_motion,0.000000,2.151854
0.239000,pre_motion,0.000000,1.978679
0.240000,pre_motion,0.000000,1.805504
0.241000,pre_motion,0.000000,1.632329
0.242000,pre_motion,0.000000,1.502879
0.243000,pre_motion,0.000000,1.678166
0.244000,pre_motion,0.000000,1.853454
0.245000,pre_motion,0.000000,2.028742
0.246000,pre_motion,0.000000,2.204029
0.247000,pre_motion,0.000000,2.379317
0.248000,pre_motion,0.000000,2.554604
0.249000,pre_motion,0.000000,2.729892
0.250000,pre_motion,0.000000,2.748861
0.251000,pre_motion,0.000000,2.648405
0.252000,pre_motion,0.000000,2.547949
0.253000,pre_motion,0.000000,2.447493
0.254000,pre_motion,0.000000,2.347037
0.255000,pre_motion,0.000000,2.246581
0.256000,pre_motion,0.000000,2.146125
0.257000,pre_motion,0.000000,2.047958
0.258000,pre_motion,0.000000,2.222554
0.259000,pre_motion,0.000000,2.397149
0.260000,pre_motion,0.000000,2.571745
0.261000,pre_motion,0.000000,2.746340
0.262000,pre_motion,0.000000,2.920936
0.263000,pre_motion,0.000000,3.095532
0.264000,pre_motion,0.000000,3.270127
0.265000,pre_motion,0.000000,3.346706
0.266000,pre_motion,0.000000,3.303360
0.267000,pre_motion,0.000000,3.260014
0.268000,pre_motion,0.000000,3.216668
0.269000,pre_motion,0.000000,3.173323
0.270000,pre_motion,0.000000,3.129977
0.271000,pre_motion,0.000000,3.086631
0.272000,pre_motion,0.000000,3.043285
0.273000,pre_motion,0.000000,3.000752
0.274000,pre_motion,0.000000,2.958319
0.275000,pre_motion,0.000000,2.915885
0.276000,pre_motion,0.000000,2.873451
0.277000,pre_motion,0.000000,2.831018
0.278000,pre_motion,0.000000,2.788584
0.279000,pre_motion,0.000000,2.746150
0.280000,pre_motion,0.000000,2.671495
0.281000,pre_motion,0.000000,2.532178
0.282000,pre_motion,0.000000,2.392861
0.283000,pre_motion,0.000000,2.253543
0.284000,pre_motion,0.000000,2.114226
0.285000,pre_motion,0.000000,1.974909
0.286000,pre_motion,0.000000,1.835592
0.287000,pre_motion,0.000000,1.696275
0.288000,pre_motion,0.000000,1.759311
0.289000,pre_motion,0.000000,1.881431
0.290000,pre_motion,0.000000,2.003551
0.291000,pre_motion,0.000000,2.125670
0.292000,pre_motion,0.000000,2.247790
0.293000,pre_motion,0.000000,2.369910
0.294000,pre_motion,0.000000,2.492030
0.295000,pre_motion,0.000000,2.599022
0.296000,pre_motion,0.000000,2.650924
0.297000,pre_motion,0.000000,2.702825
0.298000,pre_motion,0.000000,2.754726
0.299000,pre_motion,0.000000,2.806627
0.300000,pre_motion,0.000000,2.858529
0.301000,pre_motion,0.000000,2.910430
0.302000,pre_motion,0.000000,2.962331
0.303000,pre_motion,0.000000,2.978477
0.304000,pre_motion,0.000000,2.975944
0.305000,pre_motion,0.000000,2.973411
0.306000,pre_motion,0.000000,2.970878
0.307000,pre_motion,0.000000,2.968345
0.308000,pre_motion,0.000000,2.965812
0.309000,pre_motion,0.000000,2.963279
0.310000,pre_motion,0.000000,2.959721
0.311000,pre_motion,0.000000,2.946765
0.312000,pre_motion,0.000000,2.933809
0.313000,pre_motion,0.000000,2.920853
0.314000,pre_motion,0.000000,2.907896
0.315000,pre_motion,0.000000,2.894940
0.316000,pre_motion,0.000000,2.881984
0.317000,pre_motion,0.000000,2.869028
0.318000,pre_motion,0.000000,2.859832
0.319000,pre_motion,0.000000,2.853842
0.320000,pre_motion,0.000000,2.847852
0.321000,pre_motion,0.000000,2.841863
0.322000,pre_motion,0.000000,2.835873
0.323000,pre_motion,0.000000,2.829883
0.324000,pre_motion,0.000000,2.823894
0.325000,pre_motion,0.000000,2.817904
0.326000,pre_motion,0.000000,2.842264
0.327000,pre_motion,0.000000,2.867209
0.328000,pre_motion,0.000000,2.892154
0.329000,pre_motion,0.000000,2.917098
0.330000,pre_motion,0.000000,2.942043
0.331000,pre_motion,0.000000,2.966988
0.332000,pre_motion,0.000000,2.991932
0.333000,pre_motion,0.000000,3.046199
0.334000,pre_motion,0.000000,3.140539
0.335000,pre_motion,0.000000,3.234879
0.336000,pre_motion,0.000000,3.329219
0.337000,pre_motion,0.000000,3.423560
0.338000,pre_motion,0.000000,3.517900
0.339000,pre_motion,0.000000,3.612240
0.340000,pre_motion,0.000000,3.706580
0.341000,pre_motion,0.000000,3.551329
0.342000,pre_motion,0.000000,3.356776
0.343000,pre_motion,0.000000,3.162222
0.344000,pre_motion,0.000000,2.967668
0.345000,pre_motion,0.000000,2.773114
0.346000,pre_motion,0.000000,2.578561
0.347000,pre_motion,0.000000,2.384007
0.348000,pre_motion,0.000000,2.159585
0.349000,pre_motion,0.000000,1.867221
0.350000,pre_motion,0.000000,1.574858
0.351000,pre_motion,0.000000,1.282494
0.352000,pre_motion,0.000000,0.990131
0.353000,pre_motion,0.000000,0.697767
0.354000,pre_motion,0.000000,0.405404
0.355000,pre_motion,0.000000,0.113040
0.356000,pre_motion,0.000000,-0.060833
0.357000,pre_motion,0.000000,-0.194532
0.358000,pre_motion,0.000000,-0.328230
0.359000,pre_motion,0.000000,-0.461929
0.360000,pre_motion,0.000000,-0.595628
0.361000,pre_motion,0.000000,-0.729327
0.362000,pre_motion,0.000000,-0.863026
0.363000,pre_motion,0.000000,-0.972279
0.364000,pre_motion,0.000000,-0.976101
0.365000,pre_motion,0.000000,-0.979922
0.366000,pre_motion,0.000000,-0.983744
0.367000,pre_motion,0.000000,-0.987565
0.368000,pre_motion,0.000000,-0.991387
0.369000,pre_motion,0.000000,-0.995208
0.370000,pre_motion,0.000000,-0.999030
0.371000,pre_motion,0.000000,-0.956145
0.372000,pre_motion,0.000000,-0.885787
0.373000,pre_motion,0.000000,-0.815430
0.374000,pre_motion,0.000000,-0.745072
0.375000,pre_motion,0.000000,-0.674714
0.376000,pre_motion,0.000000,-0.604356
0.377000,pre_motion,0.000000,-0.533998
0.378000,pre_motion,0.000000,-0.467350
0.379000,pre_motion,0.000000,-0.449199
0.380000,pre_motion,0.000000,-0.431048
0.381000,pre_motion,0.000000,-0.412896
0.382000,pre_motion,0.000000,-0.394745
0.383000,pre_motion,0.000000,-0.376593
0.384000,pre_motion,0.000000,-0.358442
0.385000,pre_motion,0.000000,-0.340291
0.386000,pre_motion,0.000000,-0.315010
0.387000,pre_motion,0.000000,-0.282947
0.388000,pre_motion,0.000000,-0.250885
0.389000,pre_motion,0.000000,-0.218822
0.390000,pre_motion,0.000000,-0.186759
0.391000,pre_motion,0.000000,-0.154696
0.392000,pre_motion,0.000000,-0.122634
0.393000,pre_motion,0.000000,-0.090571
0.394000,pre_motion,0.000000,-0.099634
0.395000,pre_motion,0.000000,-0.110685
0.396000,pre_motion,0.000000,-0.121736
0.397000,pre_motion,0.000000,-0.132787
0.398000,pre_motion,0.000000,-0.143838
0.399000,pre_motion,0.000000,-0.154888
0.400000,pre_motion,0.000000,-0.165939
0.401000,pre_motion,0.000000,-0.217641
0.402000,pre_motion,0.000000,-0.331523
0.403000,pre_motion,0.000000,-0.445405
0.404000,pre_motion,0.000000,-0.559287
0.405000,pre_motion,0.000000,-0.673169
0.406000,pre_motion,0.000000,-0.787051
0.407000,pre_motion,0.000000,-0.900933
0.408000,pre_motion,0.000000,-1.014815
0.409000,pre_motion,0.000000,-1.131659
0.410000,pre_motion,0.000000,-1.249081
0.411000,pre_motion,0.000000,-1.366502
0.412000,pre_motion,0.000000,-1.483924
0.413000,pre_motion,0.000000,-1.601346
0.414000,pre_motion,0.000000,-1.718768
0.415000,pre_motion,0.000000,-1.836189
0.416000,pre_motion,0.000000,-1.922452
0.417000,pre_motion,0.000000,-1.927859
0.418000,pre_motion,0.000000,-1.933266
0.419000,pre_motion,0.000000,-1.938673
0.420000,pre_motion,0.000000,-1.944080
0.421000,pre_motion,0.000000,-1.949487
0.422000,pre_motion,0.000000,-1.954894
0.423000,pre_motion,0.000000,-1.960301
0.424000,pre_motion,0.000000,-1.936333
0.425000,pre_motion,0.000000,-1.900919
0.426000,pre_motion,0.000000,-1.865505
0.427000,pre_motion,0.000000,-1.830091
0.428000,pre_motion,0.000000,-1.794677
0.429000,pre_motion,0.000000,-1.759263
0.430000,pre_motion,0.000000,-1.723849
0.431000,pre_motion,0.000000,-1.688435
0.432000,pre_motion,0.000000,-1.653021
0.433000,pre_motion,0.000000,-1.617607
0.434000,pre_motion,0.000000,-1.582193
0.435000,pre_motion,0.000000,-1.546779
0.436000,pre_motion,0.000000,-1.511365
0.437000,pre_motion,0.000000,-1.475951
0.438000,pre_motion,0.000000,-1.440537
0.439000,pre_motion,0.000000,-1.327543
0.440000,pre_motion,0.000000,-1.163352
0.441000,pre_motion,0.000000,-0.999160
0.442000,pre_motion,0.000000,-0.834969
0.443000,pre_motion,0.000000,-0.670777
0.444000,pre_motion,0.000000,-0.506586
0.445000,pre_motion,0.000000,-0.342394
0.446000,pre_motion,0.000000,-0.179085
0.447000,pre_motion,0.000000,-0.035016
0.448000,pre_motion,0.000000,0.109053
0.449000,pre_motion,0.000000,0.253122
0.450000,pre_motion,0.000000,0.397191
0.451000,pre_motion,0.000000,0.541260
0.452000,pre_motion,0.000000,0.685329
0.453000,pre_motion,0.000000,0.829398
0.454000,pre_motion,0.000000,0.929302
0.455000,pre_motion,0.000000,0.982360
0.456000,pre_motion,0.000000,1.035417
0.457000,pre_motion,0.000000,1.088475
0.458000,pre_motion,0.000000,1.141533
0.459000,pre_motion,0.000000,1.194590
0.460000,pre_motion,0.000000,1.247648
0.461000,pre_motion,0.000000,1.300706
0.462000,pre_motion,0.000000,1.315582
0.463000,pre_motion,0.000000,1.327438
0.464000,pre_motion,0.000000,1.339294
0.465000,pre_motion,0.000000,1.351149
0.466000,pre_motion,0.000000,1.363005
0.467000,pre_motion,0.000000,1.374861
0.468000,pre_motion,0.000000,1.386717
0.469000,pre_motion,0.000000,1.333745
0.470000,pre_motion,0.000000,1.169492
0.471000,pre_motion,0.000000,1.005239
0.472000,pre_motion,0.000000,0.840987
0.473000,pre_motion,0.000000,0.676734
0.474000,pre_motion,0.000000,0.512481
0.475000,pre_motion,0.000000,0.348228
0.476000,pre_motion,0.000000,0.183976
0.477000,pre_motion,0.000000,0.028602
0.478000,pre_motion,0.000000,-0.124682
0.479000,pre_motion,0.000000,-0.277966
0.480000,pre_motion,0.000000,-0.431250
0.481000,pre_motion,0.000000,-0.584534
0.482000,pre_motion,0.000000,-0.737818
0.483000,pre_motion,0.000000,-0.891102
0.484000,pre_motion,0.000000,-0.972100
0.485000,pre_motion,0.000000,-0.837340
0.486000,pre_motion,0.000000,-0.702581
0.487000,pre_motion,0.000000,-0.567821
0.488000,pre_motion,0.000000,-0.433061
0.489000,pre_motion,0.000000,-0.298302
0.490000,pre_motion,0.000000,-0.163542
0.491000,pre_motion,0.000000,-0.028783
0.492000,pre_motion,0.000000,-0.049584
0.493000,pre_motion,0.000000,-0.139500
0.494000,pre_motion,0.000000,-0.229417
0.495000,pre_motion,0.000000,-0.319334
0.496000,pre_motion,0.000000,-0.409250
0.497000,pre_motion,0.000000,-0.499167
0.498000,pre_motion,0.000000,-0.589084
0.499000,pre_motion,0.000000,-0.666163
0.500000,pre_motion,0.000000,-0.660136
0.501000,pre_motion,0.000000,-0.654109
0.502000,pre_motion,0.000000,-0.648082
0.503000,pre_motion,0.000000,-0.642055
0.504000,pre_motion,0.000000,-0.636028
0.505000,pre_motion,0.000000,-0.630001
0.506000,pre_motion,0.000000,-0.623974
0.507000,pre_motion,0.000000,-0.641404
0.508000,pre_motion,0.000000,-0.676156
0.509000,pre_motion,0.000000,-0.710907
0.510000,pre_motion,0.000000,-0.745659
0.511000,pre_motion,0.000000,-0.780411
0.512000,pre_motion,0.000000,-0.815162
0.513000,pre_motion,0.000000,-0.849914
0.514000,pre_motion,0.000000,-0.882041
0.515000,pre_motion,0.000000,-0.759060
0.516000,pre_motion,0.000000,-0.636080
0.517000,pre_motion,0.000000,-0.513099
0.518000,pre_motion,0.000000,-0.390119
0.519000,pre_motion,0.000000,-0.267139
0.520000,pre_motion,0.000000,-0.144158
0.521000,pre_motion,0.000000,-0.021178
0.522000,pre_motion,0.000000,0.041453
0.523000,pre_motion,0.000000,0.032682
0.524000,pre_motion,0.000000,0.023912
0.525000,pre_motion,0.000000,0.015142
0.526000,pre_motion,0.000000,0.006371
0.527000,pre_motion,0.000000,-0.002399
0.528000,pre_motion,0.000000,-0.011170
0.529000,pre_motion,0.000000,-0.019940
0.530000,pre_motion,0.000000,0.104497
0.531000,pre_motion,0.000000,0.243819
0.532000,pre_motion,0.000000,0.383142
0.533000,pre_motion,0.000000,0.522464
0.534000,pre_motion,0.000000,0.661787
0.535000,pre_motion,0.000000,0.801109
0.536000,pre_motion,0.000000,0.940432
0.537000,pre_motion,0.000000,0.954081
0.538000,pre_motion,0.000000,0.724756
0.539000,pre_motion,0.000000,0.495432
0.540000,pre_motion,0.000000,0.266107
0.541000,pre_motion,0.000000,0.036782
0.542000,pre_motion,0.000000,-0.192543
0.543000,pre_motion,0.000000,-0.421867
0.544000,pre_motion,0.000000,-0.651192
0.545000,pre_motion,0.000000,-0.830543
0.546000,pre_motion,0.000000,-0.995988
0.547000,pre_motion,0.000000,-1.161434
0.548000,pre_motion,0.000000,-1.326880
0.549000,pre_motion,0.000000,-1.492326
0.550000,pre_motion,0.000000,-1.657772
0.551000,pre_motion,0.000000,-1.823217
0.552000,pre_motion,0.000000,-1.915294
0.553000,pre_motion,0.000000,-1.752831
0.554000,pre_motion,0.000000,-1.590367
0.555000,pre_motion,0.000000,-1.427904
0.556000,pre_motion,0.000000,-1.265440
0.557000,pre_motion,0.000000,-1.102977
0.558000,pre_motion,0.000000,-0.940513
0.559000,pre_motion,0.000000,-0.778050
0.560000,pre_motion,0.000000,-0.719259
0.561000,pre_motion,0.000000,-0.712655
0.562000,pre_motion,0.000000,-0.706051
0.563000,pre_motion,0.000000,-0.699447
0.564000,pre_motion,0.000000,-0.692843
0.565000,pre_motion,0.000000,-0.686239
0.566000,pre_motion,0.000000,-0.679634
0.567000,pre_motion,0.000000,-0.667317
0.568000,pre_motion,0.000000,-0.607109
0.569000,pre_motion,0.000000,-0.546901
0.570000,pre_motion,0.000000,-0.486693
0.571000,pre_motion,0.000000,-0.426485
0.572000,pre_motion,0.000000,-0.366277
0.573000,pre_motion,0.000000,-0.306069
0.574000,pre_motion,0.000000,-0.245861
0.575000,pre_motion,0.000000,-0.136045
0.576000,pre_motion,0.000000,0.014685
0.577000,pre_motion,0.000000,0.165416
0.578000,pre_motion,0.000000,0.316147
0.579000,pre_motion,0.000000,0.466878
0.580000,pre_motion,0.000000,0.617609
0.581000,pre_motion,0.000000,0.768339
0.582000,pre_motion,0.000000,0.919070
0.583000,pre_motion,0.000000,0.853842
0.584000,pre_motion,0.000000,0.786307
0.585000,pre_motion,0.000000,0.718772
0.586000,pre_motion,0.000000,0.651237
0.587000,pre_motion,0.000000,0.583702
0.588000,pre_motion,0.000000,0.516167
0.589000,pre_motion,0.000000,0.448632
0.590000,pre_motion,0.000000,0.395480
0.591000,pre_motion,0.000000,0.361328
0.592000,pre_motion,0.000000,0.327175
0.593000,pre_motion,0.000000,0.293023
0.594000,pre_motion,0.000000,0.258871
0.595000,pre_motion,0.000000,0.224719
0.596000,pre_motion,0.000000,0.190567
0.597000,pre_motion,0.000000,0.156415
0.598000,pre_motion,0.000000,0.133972
0.599000,pre_motion,0.000000,0.113243
0.600000,pre_motion,0.000000,0.092515
0.601000,pre_motion,0.000000,0.071786
0.602000,pre_motion,0.000000,0.051057
0.603000,pre_motion,0.000000,0.030329
0.604000,pre_motion,0.000000,0.009600
0.605000,pre_motion,0.000000,0.015256
0.606000,pre_motion,0.000000,0.078634
0.607000,pre_motion,0.000000,0.142013
0.608000,pre_motion,0.000000,0.205392
0.609000,pre_motion,0.000000,0.268771
0.610000,pre_motion,0.000000,0.332149
0.611000,pre_motion,0.000000,0.395528
0.612000,pre_motion,0.000000,0.458907
0.613000,pre_motion,0.000000,0.217263
0.614000,pre_motion,0.000000,-0.123300
0.615000,pre_motion,0.000000,-0.463863
0.616000,pre_motion,0.000000,-0.804426
0.617000,pre_motion,0.000000,-1.144989
0.618000,pre_motion,0.000000,-1.485551
0.619000,pre_motion,0.000000,-1.826114
0.620000,pre_motion,0.000000,-2.077690
0.621000,pre_motion,0.000000,-1.965480
0.622000,pre_motion,0.000000,-1.853270
0.623000,pre_motion,0.000000,-1.741060
0.624000,pre_motion,0.000000,-1.628850
0.625000,pre_motion,0.000000,-1.516640
0.626000,pre_motion,0.000000,-1.404430
0.627000,pre_motion,0.000000,-1.292220
0.628000,pre_motion,0.000000,-1.205970
0.629000,pre_motion,0.000000,-1.134451
0.630000,pre_motion,0.000000,-1.062932
0.631000,pre_motion,0.000000,-0.991413
0.632000,pre_motion,0.000000,-0.919895
0.633000,pre_motion,0.000000,-0.848376
0.634000,pre_motion,0.000000,-0.776857
0.635000,pre_motion,0.000000,-0.701588
0.636000,pre_motion,0.000000,-0.582833
0.637000,pre_motion,0.000000,-0.464077
0.638000,pre_motion,0.000000,-0.345321
0.639000,pre_motion,0.000000,-0.226565
0.640000,pre_motion,0.000000,-0.107810
0.641000,pre_motion,0.000000,0.010946
0.642000,pre_motion,0.000000,0.129702
0.643000,pre_motion,0.000000,0.141597
0.644000,pre_motion,0.000000,0.055167
0.645000,pre_motion,0.000000,-0.031264
0.646000,pre_motion,0.000000,-0.117694
0.647000,pre_motion,0.000000,-0.204124
0.648000,pre_motion,0.000000,-0.290554
0.649000,pre_motion,0.000000,-0.376984
0.650000,pre_motion,0.000000,-0.463414
0.651000,pre_motion,0.000000,-0.316988
