t_s,phase,nominal_along_mm,e_vib_um
0.000000,pre_motion,0.000000,6.506193
0.001000,pre_motion,0.000000,6.308094
0.002000,pre_motion,0.000000,6.109994
0.003000,pre_motion,0.000000,5.911895
0.004000,pre_motion,0.000000,5.713796
0.005000,pre_motion,0.000000,5.515697
0.006000,pre_motion,0.000000,5.317597
0.007000,pre_motion,0.000000,5.119498
0.008000,pre_motion,0.000000,4.921399
0.009000,pre_motion,0.000000,4.723299
0.010000,pre_motion,0.000000,4.525200
0.011000,pre_motion,0.000000,4.327101
0.012000,pre_motion,0.000000,4.129001
0.013000,pre_motion,0.000000,3.930902
0.014000,pre_motion,0.000000,3.732803
0.015000,pre_motion,0.000000,3.534704
0.016000,pre_motion,0.000000,3.479396
0.017000,pre_motion,0.000000,3.443037
0.018000,pre_motion,0.000000,3.406678
0.019000,pre_motion,0.000000,3.370320
0.020000,pre_motion,0.000000,3.333961
0.021000,pre_motion,0.000000,3.297602
0.022000,pre_motion,0.000000,3.261244
0.023000,pre_motion,0.000000,3.131304
0.024000,pre_motion,0.000000,2.806351
0.025000,pre_motion,0.000000,2.481397
0.026000,pre_motion,0.000000,2.156444
0.027000,pre_motion,0.000000,1.831490
0.028000,pre_motion,0.000000,1.506537
0.029000,pre_motion,0.000000,1.181583
0.030000,pre_motion,0.000000,0.856630
0.031000,pre_motion,0.000000,0.848249
0.032000,pre_motion,0.000000,0.936746
0.033000,pre_motion,0.000000,1.025243
0.034000,pre_motion,0.000000,1.113739
0.035000,pre_motion,0.000000,1.202236
0.036000,pre_motion,0.000000,1.290733
0.037000,pre_motion,0.000000,1.379230
0.038000,pre_motion,0.000000,1.420320
0.039000,pre_motion,0.000000,1.279916
0.040000,pre_motion,0.000000,1.139512
0.041000,pre_motion,0.000000,0.999108
0.042000,pre_motion,0.000000,0.858704
0.043000,pre_motion,0.000000,0.718300
0.044000,pre_motion,0.000000,0.577896
0.045000,pre_motion,0.000000,0.437492
0.046000,pre_motion,0.000000,0.445943
0.047000,pre_motion,0.000000,0.535068
0.048000,pre_motion,0.000000,0.624192
0.049000,pre_motion,0.000000,0.713316
0.050000,pre_motion,0.000000,0.802441
0.051000,pre_motion,0.000000,0.891565
0.052000,pre_motion,0.000000,0.980689
0.053000,pre_motion,0.000000,1.060163
0.054000,pre_motion,0.000000,1.042002
0.055000,pre_motion,0.000000,1.023841
0.056000,pre_motion,0.000000,1.005679
0.057000,pre_motion,0.000000,0.987518
0.058000,pre_motion,0.000000,0.969357
0.059000,pre_motion,0.000000,0.951195
0.060000,pre_motion,0.000000,0.933034
0.061000,pre_motion,0.000000,0.847081
0.062000,pre_motion,0.000000,0.701340
0.063000,pre_motion,0.000000,0.555599
0.064000,pre_motion,0.000000,0.409858
0.065000,pre_motion,0.000000,0.264117
0.066000,pre_motion,0.000000,0.118377
0.067000,pre_motion,0.000000,-0.027364
0.068000,pre_motion,0.000000,-0.173105
0.069000,pre_motion,0.000000,-0.131472
0.070000,pre_motion,0.000000,-0.084597
0.071000,pre_motion,0.000000,-0.037723
0.072000,pre_motion,0.000000,0.009152
0.073000,pre_motion,0.000000,0.056026
0.074000,pre_motion,0.000000,0.102901
0.075000,pre_motion,0.000000,0.149775
0.076000,pre_motion,0.000000,0.121856
0.077000,pre_motion,0.000000,-0.011838
0.078000,pre_motion,0.000000,-0.145532
0.079000,pre_motion,0.000000,-0.279227
0.080000,pre_motion,0.000000,-0.412921
0.081000,pre_motion,0.000000,-0.546615
0.082000,pre_motion,0.000000,-0.680309
0.083000,pre_motion,0.000000,-0.814004
0.084000,pre_motion,0.000000,-0.912018
0.085000,pre_motion,0.000000,-1.004012
0.086000,pre_motion,0.000000,-1.096006
0.087000,pre_motion,0.000000,-1.188000
0.088000,pre_motion,0.000000,-1.279994
0.089000,pre_motion,0.000000,-1.371988
0.090000,pre_motion,0.000000,-1.463983
0.091000,pre_motion,0.000000,-1.527381
0.092000,pre_motion,0.000000,-1.523111
0.093000,pre_motion,0.000000,-1.518841
0.094000,pre_motion,0.000000,-1.514571
0.095000,pre_motion,0.000000,-1.510300
0.096000,pre_motion,0.000000,-1.506030
0.097000,pre_motion,0.000000,-1.501760
0.098000,pre_motion,0.000000,-1.497490
0.099000,pre_motion,0.000000,-1.644830
0.100000,pre_motion,0.000000,-1.845862
0.101000,pre_motion,0.000000,-2.046894
0.102000,pre_motion,0.000000,-2.247926
0.103000,pre_motion,0.000000,-2.448958
0.104000,pre_motion,0.000000,-2.649990
0.105000,pre_motion,0.000000,-2.851022
0.106000,pre_motion,0.000000,-3.006560
0.107000,pre_motion,0.000000,-2.954702
0.108000,pre_motion,0.000000,-2.902845
0.109000,pre_motion,0.000000,-2.850988
0.110000,pre_motion,0.000000,-2.799130
0.111000,pre_motion,0.000000,-2.747273
0.112000,pre_motion,0.000000,-2.695415
0.113000,pre_motion,0.000000,-2.643558
0.114000,pre_motion,0.000000,-2.469466
0.115000,pre_motion,0.000000,-2.220874
0.116000,pre_motion,0.000000,-1.972281
0.117000,pre_motion,0.000000,-1.723689
0.118000,pre_motion,0.000000,-1.475097
0.119000,pre_motion,0.000000,-1.226505
0.120000,pre_motion,0.000000,-0.977913
0.121000,pre_motion,0.000000,-0.740240
0.122000,pre_motion,0.000000,-0.665688
0.123000,pre_motion,0.000000,-0.591136
0.124000,pre_motion,0.000000,-0.516584
0.125000,pre_motion,0.000000,-0.442033
0.126000,pre_motion,0.000000,-0.367481
0.127000,pre_motion,0.000000,-0.292929
0.128000,pre_motion,0.000000,-0.218378
0.129000,pre_motion,0.000000,-0.166405
0.130000,pre_motion,0.000000,-0.136639
0.131000,pre_motion,0.000000,-0.106873
0.132000,pre_motion,0.000000,-0.077107
0.133000,pre_motion,0.000000,-0.047341
0.134000,pre_motion,0.000000,-0.017575
0.135000,pre_motion,0.000000,0.012191
0.136000,pre_motion,0.000000,0.041956
0.137000,pre_motion,0.000000,0.257692
0.138000,pre_motion,0.000000,0.484130
0.139000,pre_motion,0.000000,0.710568
0.140000,pre_motion,0.000000,0.937007
0.141000,pre_motion,0.000000,1.163445
0.142000,pre_motion,0.000000,1.389883
0.143000,pre_motion,0.000000,1.616321
0.144000,pre_motion,0.000000,1.764528
0.145000,pre_motion,0.000000,1.788818
0.146000,pre_motion,0.000000,1.813109
0.147000,pre_motion,0.000000,1.837399
0.148000,pre_motion,0.000000,1.861690
0.149000,pre_motion,0.000000,1.885981
0.150000,pre_motion,0.000000,1.910271
0.151000,pre_motion,0.000000,1.934562
0.152000,pre_motion,0.000000,1.851116
0.153000,pre_motion,0.000000,1.745357
0.154000,pre_motion,0.000000,1.639598
0.155000,pre_motion,0.000000,1.533838
0.156000,pre_motion,0.000000,1.428079
0.157000,pre_motion,0.000000,1.322320
0.158000,pre_motion,0.000000,1.216561
0.159000,pre_motion,0.000000,1.142545
0.160000,pre_motion,0.000000,1.154422
0.161000,pre_motion,0.000000,1.166298
0.162000,pre_motion,0.000000,1.178175
0.163000,pre_motion,0.000000,1.190051
0.164000,pre_motion,0.000000,1.201928
0.165000,pre_motion,0.000000,1.213804
0.166000,pre_motion,0.000000,1.225681
0.167000,pre_motion,0.000000,1.188552
0.168000,pre_motion,0.000000,1.131531
0.169000,pre_motion,0.000000,1.074509
0.170000,pre_motion,0.000000,1.017488
0.171000,pre_motion,0.000000,0.960466
0.172000,pre_motion,0.000000,0.903444
0.173000,pre_motion,0.000000,0.846423
0.174000,pre_motion,0.000000,0.825911
0.175000,pre_motion,0.000000,1.008004
0.176000,pre_motion,0.000000,1.190097
0.177000,pre_motion,0.000000,1.372190
0.178000,pre_motion,0.000000,1.554283
0.179000,pre_motion,0.000000,1.736376
0.180000,pre_motion,0.000000,1.918469
0.181000,pre_motion,0.000000,2.100561
0.182000,pre_motion,0.000000,2.204225
0.183000,pre_motion,0.000000,2.254305
0.184000,pre_motion,0.000000,2.304385
0.185000,pre_motion,0.000000,2.354465
0.186000,pre_motion,0.000000,2.404545
0.187000,pre_motion,0.000000,2.454626
0.188000,pre_motion,0.000000,2.504706
0.189000,pre_motion,0.000000,2.547142
0.190000,pre_motion,0.000000,2.382065
0.191000,pre_motion,0.000000,2.216987
0.192000,pre_motion,0.000000,2.051910
0.193000,pre_motion,0.000000,1.886833
0.194000,pre_motion,0.000000,1.721756
0.195000,pre_motion,0.000000,1.556679
0.196000,pre_motion,0.000000,1.391602
0.197000,pre_motion,0.000000,1.268869
0.198000,pre_motion,0.000000,1.192572
0.199000,pre_motion,0.000000,1.116275
0.200000,pre_motion,0.000000,1.039978
0.201000,pre_motion,0.000000,0.963681
0.202000,pre_motion,0.000000,0.887384
0.203000,pre_motion,0.000000,0.811087
0.204000,pre_motion,0.000000,0.734790
0.205000,pre_motion,0.000000,0.785185
0.206000,pre_motion,0.000000,0.846840
0.207000,pre_motion,0.000000,0.908495
0.208000,pre_motion,0.000000,0.970150
0.209000,pre_motion,0.000000,1.031806
0.210000,pre_motion,0.000000,1.093461
0.211000,pre_motion,0.000000,1.155116
0.212000,pre_motion,0.000000,1.175111
0.213000,pre_motion,0.000000,1.120976
0.214000,pre_motion,0.000000,1.066840
0.215000,pre_motion,0.000000,1.012705
0.216000,pre_motion,0.000000,0.958570
0.217000,pre_motion,0.000000,0.904435
0.218000,pre_motion,0.000000,0.850300
0.219000,pre_motion,0.000000,0.796164
0.220000,pre_motion,0.000000,0.742029
0.221000,pre_motion,0.000000,0.687894
0.222000,pre_motion,0.000000,0.633759
0.223000,pre_motion,0.000000,0.579624
0.224000,pre_motion,0.000000,0.525488
0.225000,pre_motion,0.000000,0.471353
0.226000,pre_motion,0.000000,0.417218
0.227000,pre_motion,0.000000,0.455096
0.228000,pre_motion,0.000000,0.780183
0.229000,pre_motion,0.000000,1.105270
0.230000,pre_motion,0.000000,1.430358
0.231000,pre_motion,0.000000,1.755445
0.232000,pre_motion,0.000000,2.080533
0.233000,pre_motion,0.000000,2.405620
0.234000,pre_motion,0.000000,2.730707
0.235000,pre_motion,0.000000,2.714955
0.236000,pre_motion,0.000000,2.541780
0.237000,pre_motion,0.000000,2.368605
0.238000,pre_motion,0.000000,2.195430
0.239000,pre_motion,0.000000,2.022255
0.240000,pre_motion,0.000000,1.849081
0.241000,pre_motion,0.000000,1.675906
0.242000,pre_motion,0.000000,1.546455
0.243000,pre_motion,0.000000,1.721743
0.244000,pre_motion,0.000000,1.897030
0.245000,pre_motion,0.000000,2.072318
0.246000,pre_motion,0.000000,2.247605
0.247000,pre_motion,0.000000,2.422893
0.248000,pre_motion,0.000000,2.598181
0.249000,pre_motion,0.000000,2.773468
0.250000,pre_motion,0.000000,2.792437
0.251000,pre_motion,0.000000,2.691981
0.252000,pre_motion,0.000000,2.591525
0.253000,pre_motion,0.000000,2.491069
0.254000,pre_motion,0.000000,2.390613
0.255000,pre_motion,0.000000,2.290157
0.256000,pre_motion,0.000000,2.189702
0.257000,pre_motion,0.000000,2.091534
0.258000,pre_motion,0.000000,2.266130
0.259000,pre_motion,0.000000,2.440725
0.260000,pre_motion,0.000000,2.615321
0.261000,pre_motion,0.000000,2.789917
0.262000,pre_motion,0.000000,2.964512
0.263000,pre_motion,0.000000,3.139108
0.264000,pre_motion,0.000000,3.313704
0.265000,pre_motion,0.000000,3.390282
0.266000,pre_motion,0.000000,3.346936
0.267000,pre_motion,0.000000,3.303590
0.268000,pre_motion,0.000000,3.260245
0.269000,pre_motion,0.000000,3.216899
0.270000,pre_motion,0.000000,3.173553
0.271000,pre_motion,0.000000,3.130207
0.272000,pre_motion,0.000000,3.086861
0.273000,pre_motion,0.000000,3.044329
0.274000,pre_motion,0.000000,3.001895
0.275000,pre_motion,0.000000,2.959461
0.276000,pre_motion,0.000000,2.917028
0.277000,pre_motion,0.000000,2.874594
0.278000,pre_motion,0.000000,2.832160
0.279000,pre_motion,0.000000,2.789727
0.280000,pre_motion,0.000000,2.715071
0.281000,pre_motion,0.000000,2.575754
0.282000,pre_motion,0.000000,2.436437
0.283000,pre_motion,0.000000,2.297120
0.284000,pre_motion,0.000000,2.157803
0.285000,pre_motion,0.000000,2.018485
0.286000,pre_motion,0.000000,1.879168
0.287000,pre_motion,0.000000,1.739851
0.288000,pre_motion,0.000000,1.802888
0.289000,pre_motion,0.000000,1.925007
0.290000,pre_motion,0.000000,2.047127
0.291000,pre_motion,0.000000,2.169247
0.292000,pre_motion,0.000000,2.291366
0.293000,pre_motion,0.000000,2.413486
0.294000,pre_motion,0.000000,2.535606
0.295000,pre_motion,0.000000,2.642599
0.296000,pre_motion,0.000000,2.694500
0.297000,pre_motion,0.000000,2.746401
0.298000,pre_motion,0.000000,2.798302
0.299000,pre_motion,0.000000,2.850204
0.300000,pre_motion,0.000000,2.902105
0.301000,pre_motion,0.000000,2.954006
0.302000,pre_motion,0.000000,3.005907
0.303000,pre_motion,0.000000,3.022054
0.304000,pre_motion,0.000000,3.019520
0.305000,pre_motion,0.000000,3.016987
0.306000,pre_motion,0.000000,3.014454
0.307000,pre_motion,0.000000,3.011921
0.308000,pre_motion,0.000000,3.009388
0.309000,pre_motion,0.000000,3.006855
0.310000,pre_motion,0.000000,3.003297
0.311000,pre_motion,0.000000,2.990341
0.312000,pre_motion,0.000000,2.977385
0.313000,pre_motion,0.000000,2.964429
0.314000,pre_motion,0.000000,2.951473
0.315000,pre_motion,0.000000,2.938517
0.316000,pre_motion,0.000000,2.925560
0.317000,pre_motion,0.000000,2.912604
0.318000,pre_motion,0.000000,2.903408
0.319000,pre_motion,0.000000,2.897418
0.320000,pre_motion,0.000000,2.891428
0.321000,pre_motion,0.000000,2.885439
0.322000,pre_motion,0.000000,2.879449
0.323000,pre_motion,0.000000,2.873460
0.324000,pre_motion,0.000000,2.867470
0.325000,pre_motion,0.000000,2.861480
0.326000,pre_motion,0.000000,2.885841
0.327000,pre_motion,0.000000,2.910785
0.328000,pre_motion,0.000000,2.935730
0.329000,pre_motion,0.000000,2.960675
0.330000,pre_motion,0.000000,2.985619
0.331000,pre_motion,0.000000,3.010564
0.332000,pre_motion,0.000000,3.035509
0.333000,pre_motion,0.000000,3.089775
0.334000,pre_motion,0.000000,3.184115
0.335000,pre_motion,0.000000,3.278455
0.336000,pre_motion,0.000000,3.372796
0.337000,pre_motion,0.000000,3.467136
0.338000,pre_motion,0.000000,3.561476
0.339000,pre_motion,0.000000,3.655816
0.340000,pre_motion,0.000000,3.750156
0.341000,pre_motion,0.000000,3.594906
0.342000,pre_motion,0.000000,3.400352
0.343000,pre_motion,0.000000,3.205798
0.344000,pre_motion,0.000000,3.011244
0.345000,pre_motion,0.000000,2.816691
0.346000,pre_motion,0.000000,2.622137
0.347000,pre_motion,0.000000,2.427583
0.348000,pre_motion,0.000000,2.203161
0.349000,pre_motion,0.000000,1.910797
0.350000,pre_motion,0.000000,1.618434
0.351000,pre_motion,0.000000,1.326071
0.352000,pre_motion,0.000000,1.033707
0.353000,pre_motion,0.000000,0.741344
0.354000,pre_motion,0.000000,0.448980
0.355000,pre_motion,0.000000,0.156617
0.356000,pre_motion,0.000000,-0.017257
0.357000,pre_motion,0.000000,-0.150955
0.358000,pre_motion,0.000000,-0.284654
0.359000,pre_motion,0.000000,-0.418353
0.360000,pre_motion,0.000000,-0.552052
0.361000,pre_motion,0.000000,-0.685751
0.362000,pre_motion,0.000000,-0.819449
0.363000,pre_motion,0.000000,-0.928703
0.364000,pre_motion,0.000000,-0.932524
0.365000,pre_motion,0.000000,-0.936346
0.366000,pre_motion,0.000000,-0.940167
0.367000,pre_motion,0.000000,-0.943989
0.368000,pre_motion,0.000000,-0.947810
0.369000,pre_motion,0.000000,-0.951632
0.370000,pre_motion,0.000000,-0.955453
0.371000,pre_motion,0.000000,-0.912569
0.372000,pre_motion,0.000000,-0.842211
0.373000,pre_motion,0.000000,-0.771853
0.374000,pre_motion,0.000000,-0.701495
0.375000,pre_motion,0.000000,-0.631138
0.376000,pre_motion,0.000000,-0.560780
0.377000,pre_motion,0.000000,-0.490422
0.378000,pre_motion,0.000000,-0.423774
0.379000,pre_motion,0.000000,-0.405623
0.380000,pre_motion,0.000000,-0.387471
0.381000,pre_motion,0.000000,-0.369320
0.382000,pre_motion,0.000000,-0.351169
0.383000,pre_motion,0.000000,-0.333017
0.384000,pre_motion,0.000000,-0.314866
0.385000,pre_motion,0.000000,-0.296714
0.386000,pre_motion,0.000000,-0.271434
0.387000,pre_motion,0.000000,-0.239371
0.388000,pre_motion,0.000000,-0.207308
0.389000,pre_motion,0.000000,-0.175246
0.390000,pre_motion,0.000000,-0.143183
0.391000,pre_motion,0.000000,-0.111120
0.392000,pre_motion,0.000000,-0.079057
0.393000,pre_motion,0.000000,-0.046995
0.394000,pre_motion,0.000000,-0.056058
0.395000,pre_motion,0.000000,-0.067109
0.396000,pre_motion,0.000000,-0.078160
0.397000,pre_motion,0.000000,-0.089210
0.398000,pre_motion,0.000000,-0.100261
0.399000,pre_motion,0.000000,-0.111312
0.400000,pre_motion,0.000000,-0.122363
0.401000,pre_motion,0.000000,-0.174065
0.402000,pre_motion,0.000000,-0.287947
0.403000,pre_motion,0.000000,-0.401829
0.404000,pre_motion,0.000000,-0.515711
0.405000,pre_motion,0.000000,-0.629593
0.406000,pre_motion,0.000000,-0.743475
0.407000,pre_motion,0.000000,-0.857357
0.408000,pre_motion,0.000000,-0.971239
0.409000,pre_motion,0.000000,-1.088083
0.410000,pre_motion,0.000000,-1.205504
0.411000,pre_motion,0.000000,-1.322926
0.412000,pre_motion,0.000000,-1.440348
0.413000,pre_motion,0.000000,-1.557770
0.414000,pre_motion,0.000000,-1.675191
0.415000,pre_motion,0.000000,-1.792613
0.416000,pre_motion,0.000000,-1.878876
0.417000,pre_motion,0.000000,-1.884283
0.418000,pre_motion,0.000000,-1.889690
0.419000,pre_motion,0.000000,-1.895097
0.420000,pre_motion,0.000000,-1.900504
0.421000,pre_motion,0.000000,-1.905911
0.422000,pre_motion,0.000000,-1.911318
0.423000,pre_motion,0.000000,-1.916724
0.424000,pre_motion,0.000000,-1.892757
0.425000,pre_motion,0.000000,-1.857343
0.426000,pre_motion,0.000000,-1.821929
0.427000,pre_motion,0.000000,-1.786515
0.428000,pre_motion,0.000000,-1.751101
0.429000,pre_motion,0.000000,-1.715687
0.430000,pre_motion,0.000000,-1.680273
0.431000,pre_motion,0.000000,-1.644859
0.432000,pre_motion,0.000000,-1.609445
0.433000,pre_motion,0.000000,-1.574031
0.434000,pre_motion,0.000000,-1.538617
0.435000,pre_motion,0.000000,-1.503203
0.436000,pre_motion,0.000000,-1.467788
0.437000,pre_motion,0.000000,-1.432374
0.438000,pre_motion,0.000000,-1.396960
0.439000,pre_motion,0.000000,-1.283967
0.440000,pre_motion,0.000000,-1.119776
0.441000,pre_motion,0.000000,-0.955584
0.442000,pre_motion,0.000000,-0.791393
0.443000,pre_motion,0.000000,-0.627201
0.444000,pre_motion,0.000000,-0.463010
0.445000,pre_motion,0.000000,-0.298818
0.446000,pre_motion,0.000000,-0.135509
0.447000,pre_motion,0.000000,0.008560
0.448000,pre_motion,0.000000,0.152629
0.449000,pre_motion,0.000000,0.296698
0.450000,pre_motion,0.000000,0.440767
0.451000,pre_motion,0.000000,0.584836
0.452000,pre_motion,0.000000,0.728905
0.453000,pre_motion,0.000000,0.872974
0.454000,pre_motion,0.000000,0.972878
0.455000,pre_motion,0.000000,1.025936
0.456000,pre_motion,0.000000,1.078993
0.457000,pre_motion,0.000000,1.132051
0.458000,pre_motion,0.000000,1.185109
0.459000,pre_motion,0.000000,1.238167
0.460000,pre_motion,0.000000,1.291224
0.461000,pre_motion,0.000000,1.344282
0.462000,pre_motion,0.000000,1.359158
0.463000,pre_motion,0.000000,1.371014
0.464000,pre_motion,0.000000,1.382870
0.465000,pre_motion,0.000000,1.394726
0.466000,pre_motion,0.000000,1.406582
0.467000,pre_motion,0.000000,1.418437
0.468000,pre_motion,0.000000,1.430293
0.469000,pre_motion,0.000000,1.377321
0.470000,pre_motion,0.000000,1.213068
0.471000,pre_motion,0.000000,1.048816
0.472000,pre_motion,0.000000,0.884563
0.473000,pre_motion,0.000000,0.720310
0.474000,pre_motion,0.000000,0.556057
0.475000,pre_motion,0.000000,0.391805
0.476000,pre_motion,0.000000,0.227552
0.477000,pre_motion,0.000000,0.072179
0.478000,pre_motion,0.000000,-0.081105
0.479000,pre_motion,0.000000,-0.234389
0.480000,pre_motion,0.000000,-0.387674
0.481000,pre_motion,0.000000,-0.540958
0.482000,pre_motion,0.000000,-0.694242
0.483000,pre_motion,0.000000,-0.847526
0.484000,pre_motion,0.000000,-0.928524
0.485000,pre_motion,0.000000,-0.793764
0.486000,pre_motion,0.000000,-0.659004
0.487000,pre_motion,0.000000,-0.524245
0.488000,pre_motion,0.000000,-0.389485
0.489000,pre_motion,0.000000,-0.254726
0.490000,pre_motion,0.000000,-0.119966
0.491000,pre_motion,0.000000,0.014794
0.492000,pre_motion,0.000000,-0.006007
0.493000,pre_motion,0.000000,-0.095924
0.494000,pre_motion,0.000000,-0.185841
0.495000,pre_motion,0.000000,-0.275758
0.496000,pre_motion,0.000000,-0.365674
0.497000,pre_motion,0.000000,-0.455591
0.498000,pre_motion,0.000000,-0.545508
0.499000,pre_motion,0.000000,-0.622587
0.500000,pre_motion,0.000000,-0.616560
0.501000,pre_motion,0.000000,-0.610533
0.502000,pre_motion,0.000000,-0.604506
0.503000,pre_motion,0.000000,-0.598479
0.504000,pre_motion,0.000000,-0.592452
0.505000,pre_motion,0.000000,-0.586425
0.506000,pre_motion,0.000000,-0.580398
0.507000,pre_motion,0.000000,-0.597828
0.508000,pre_motion,0.000000,-0.632579
0.509000,pre_motion,0.000000,-0.667331
0.510000,pre_motion,0.000000,-0.702083
0.511000,pre_motion,0.000000,-0.736834
0.512000,pre_motion,0.000000,-0.771586
0.513000,pre_motion,0.000000,-0.806338
0.514000,pre_motion,0.000000,-0.838464
0.515000,pre_motion,0.000000,-0.715484
0.516000,pre_motion,0.000000,-0.592504
0.517000,pre_motion,0.000000,-0.469523
0.518000,pre_motion,0.000000,-0.346543
0.519000,pre_motion,0.000000,-0.223562
0.520000,pre_motion,0.000000,-0.100582
0.521000,pre_motion,0.000000,0.022399
0.522000,pre_motion,0.000000,0.085029
0.523000,pre_motion,0.000000,0.076259
0.524000,pre_motion,0.000000,0.067488
0.525000,pre_motion,0.000000,0.058718
0.526000,pre_motion,0.000000,0.049948
0.527000,pre_motion,0.000000,0.041177
0.528000,pre_motion,0.000000,0.032407
0.529000,pre_motion,0.000000,0.023636
0.530000,pre_motion,0.000000,0.148073
0.531000,pre_motion,0.000000,0.287396
0.532000,pre_motion,0.000000,0.426718
0.533000,pre_motion,0.000000,0.566041
0.534000,pre_motion,0.000000,0.705363
0.535000,pre_motion,0.000000,0.844686
0.536000,pre_motion,0.000000,0.984008
0.537000,pre_motion,0.000000,0.997657
0.538000,pre_motion,0.000000,0.768333
0.539000,pre_motion,0.000000,0.539008
0.540000,pre_motion,0.000000,0.309683
0.541000,pre_motion,0.000000,0.080358
0.542000,pre_motion,0.000000,-0.148966
0.543000,pre_motion,0.000000,-0.378291
0.544000,pre_motion,0.000000,-0.607616
0.545000,pre_motion,0.000000,-0.786966
0.546000,pre_motion,0.000000,-0.952412
0.547000,pre_motion,0.000000,-1.117858
0.548000,pre_motion,0.000000,-1.283304
0.549000,pre_motion,0.000000,-1.448749
0.550000,pre_motion,0.000000,-1.614195
0.551000,pre_motion,0.000000,-1.779641
0.552000,pre_motion,0.000000,-1.871718
0.553000,pre_motion,0.000000,-1.709255
0.554000,pre_motion,0.000000,-1.546791
0.555000,pre_motion,0.000000,-1.384328
0.556000,pre_motion,0.000000,-1.221864
0.557000,pre_motion,0.000000,-1.059400
0.558000,pre_motion,0.000000,-0.896937
0.559000,pre_motion,0.000000,-0.734473
0.560000,pre_motion,0.000000,-0.675683
0.561000,pre_motion,0.000000,-0.669079
0.562000,pre_motion,0.000000,-0.662474
0.563000,pre_motion,0.000000,-0.655870
0.564000,pre_motion,0.000000,-0.649266
0.565000,pre_motion,0.000000,-0.642662
0.566000,pre_motion,0.000000,-0.636058
0.567000,pre_motion,0.000000,-0.623741
0.568000,pre_motion,0.000000,-0.563533
0.569000,pre_motion,0.000000,-0.503325
0.570000,pre_motion,0.000000,-0.443117
0.571000,pre_motion,0.000000,-0.382909
0.572000,pre_motion,0.000000,-0.322701
0.573000,pre_motion,0.000000,-0.262493
0.574000,pre_motion,0.000000,-0.202285
0.575000,pre_motion,0.000000,-0.092469
0.576000,pre_motion,0.000000,0.058262
0.577000,pre_motion,0.000000,0.208993
0.578000,pre_motion,0.000000,0.359723
0.579000,pre_motion,0.000000,0.510454
0.580000,pre_motion,0.000000,0.661185
0.581000,pre_motion,0.000000,0.811916
0.582000,pre_motion,0.000000,0.962646
0.583000,pre_motion,0.000000,0.897418
0.584000,pre_motion,0.000000,0.829883
0.585000,pre_motion,0.000000,0.762348
0.586000,pre_motion,0.000000,0.694813
0.587000,pre_motion,0.000000,0.627278
0.588000,pre_motion,0.000000,0.559743
0.589000,pre_motion,0.000000,0.492208
0.590000,pre_motion,0.000000,0.439056
0.591000,pre_motion,0.000000,0.404904
0.592000,pre_motion,0.000000,0.370752
0.593000,pre_motion,0.000000,0.336600
0.594000,pre_motion,0.000000,0.302448
0.595000,pre_motion,0.000000,0.268295
0.596000,pre_motion,0.000000,0.234143
0.597000,pre_motion,0.000000,0.199991
0.598000,pre_motion,0.000000,0.177548
0.599000,pre_motion,0.000000,0.156820
0.600000,pre_motion,0.000000,0.136091
0.601000,pre_motion,0.000000,0.115362
0.602000,pre_motion,0.000000,0.094634
0.603000,pre_motion,0.000000,0.073905
0.604000,pre_motion,0.000000,0.053176
0.605000,pre_motion,0.000000,0.058832
0.606000,pre_motion,0.000000,0.122211
0.607000,pre_motion,0.000000,0.185589
0.608000,pre_motion,0.000000,0.248968
0.609000,pre_motion,0.000000,0.312347
0.610000,pre_motion,0.000000,0.375726
0.611000,pre_motion,0.000000,0.439104
0.612000,pre_motion,0.000000,0.502483
0.613000,pre_motion,0.000000,0.260839
0.614000,pre_motion,0.000000,-0.079724
0.615000,pre_motion,0.000000,-0.420287
0.616000,pre_motion,0.000000,-0.760849
0.617000,pre_motion,0.000000,-1.101412
0.618000,pre_motion,0.000000,-1.441975
0.619000,pre_motion,0.000000,-1.782538
0.620000,pre_motion,0.000000,-2.034114
0.621000,pre_motion,0.000000,-1.921904
0.622000,pre_motion,0.000000,-1.809694
0.623000,pre_motion,0.000000,-1.697484
0.624000,pre_motion,0.000000,-1.585274
0.625000,pre_motion,0.000000,-1.473064
0.626000,pre_motion,0.000000,-1.360854
0.627000,pre_motion,0.000000,-1.248644
0.628000,pre_motion,0.000000,-1.162393
0.629000,pre_motion,0.000000,-1.090875
0.630000,pre_motion,0.000000,-1.019356
0.631000,pre_motion,0.000000,-0.947837
0.632000,pre_motion,0.000000,-0.876318
0.633000,pre_motion,0.000000,-0.804799
0.634000,pre_motion,0.000000,-0.733281
0.635000,pre_motion,0.000000,-0.658012
0.636000,pre_motion,0.000000,-0.539256
0.637000,pre_motion,0.000000,-0.420501
0.638000,pre_motion,0.000000,-0.301745
0.639000,pre_motion,0.000000,-0.182989
0.640000,pre_motion,0.000000,-0.064233
0.641000,pre_motion,0.000000,0.054523
0.642000,pre_motion,0.000000,0.173278
0.643000,pre_motion,0.000000,0.185173
0.644000,pre_motion,0.000000,0.098743
0.645000,pre_motion,0.000000,0.012313
0.646000,pre_motion,0.000000,-0.074117
0.647000,pre_motion,0.000000,-0.160548
0.648000,pre_motion,0.000000,-0.246978
0.649000,pre_motion,0.000000,-0.333408
0.650000,pre_motion,0.000000,-0.419838
0.651000,pre_motion,0.000000,-0.273411
0.652000,pre_motion,0.000000,-0.117843
