#t_s,e_des_um
35.116000,20.109135
35.117000,20.052526
35.118000,19.995918
35.119000,19.939309
35.120000,19.882700
35.121000,19.826092
35.122000,19.901771
35.123000,20.110275
35.124000,20.318778
35.125000,20.527281
35.126000,20.735784
35.127000,20.944287
35.128000,21.152790
35.129000,21.361293
35.130000,20.406812
35.131000,19.378640
35.132000,18.350469
35.133000,17.322297
35.134000,16.294125
35.135000,15.265953
35.136000,14.237782
35.137000,13.083308
35.138000,11.724357
35.139000,10.365407
35.140000,9.006457
35.141000,7.647507
35.142000,6.288556
35.143000,4.929606
35.144000,3.570656
35.145000,3.630826
35.146000,3.995668
35.147000,4.360510
35.148000,4.725352
35.149000,5.090194
35.150000,5.455036
35.151000,5.819878
35.152000,6.105769
35.153000,6.172315
35.154000,6.238861
35.155000,6.305407
35.156000,6.371953
35.157000,6.438499
35.158000,6.505045
35.159000,6.571591
35.160000,6.430706
35.161000,6.203480
35.162000,5.976254
35.163000,5.749029
35.164000,5.521803
35.165000,5.294577
35.166000,5.067351
35.167000,4.928384
35.168000,5.299449
35.169000,5.670513
35.170000,6.041578
35.171000,6.412642
35.172000,6.783707
35.173000,7.154771
35.174000,7.525836
35.175000,8.064711
35.176000,8.720713
35.177000,9.376715
35.178000,10.032717
35.179000,10.688719
35.180000,11.344721
35.181000,12.000723
35.182000,12.619504
35.183000,12.049562
35.184000,11.479621
35.185000,10.909679
35.186000,10.339737
35.187000,9.769796
35.188000,9.199854
35.189000,8.629912
35.190000,8.277982
35.191000,8.170141
35.192000,8.062301
35.193000,7.954461
35.194000,7.846620
35.195000,7.738780
35.196000,7.630939
35.197000,7.523099
35.198000,8.154378
35.199000,8.855908
35.200000,9.557438
35.201000,10.258968
35.202000,10.960499
35.203000,11.662029
35.204000,12.363559
35.205000,12.893806
35.206000,13.112336
35.207000,13.330867
35.208000,13.549398
35.209000,13.767929
35.210000,13.986460
35.211000,14.204991
35.212000,14.423522
35.213000,14.200258
35.214000,13.863802
35.215000,13.527346
35.216000,13.190890
35.217000,12.854434
35.218000,12.517978
35.219000,12.181523
35.220000,12.123605
35.221000,12.960105
35.222000,13.796605
35.223000,14.633105
35.224000,15.469606
35.225000,16.306106
35.226000,17.142606
35.227000,17.979106
35.228000,18.726284
35.229000,19.431212
35.230000,20.136140
35.231000,20.841068
35.232000,21.545997
35.233000,22.250925
35.234000,22.955853
35.235000,23.523376
35.236000,23.086199
35.237000,22.649023
35.238000,22.211847
35.239000,21.774671
35.240000,21.337494
35.241000,20.900318
35.242000,20.463142
35.243000,20.212497
35.244000,20.107385
35.245000,20.002274
35.246000,19.897163
35.247000,19.792051
35.248000,19.686940
35.249000,19.581828
35.250000,19.478215
35.251000,19.848409
35.252000,20.218603
35.253000,20.588796
35.254000,20.958990
35.255000,21.329184
35.256000,21.699378
35.257000,22.069572
35.258000,22.311346
35.259000,22.392680
35.260000,22.474013
35.261000,22.555346
35.262000,22.636680
35.263000,22.718013
35.264000,22.799346
35.265000,22.880680
35.266000,22.462115
35.267000,21.979224
35.268000,21.496334
35.269000,21.013444
35.270000,20.530554
35.271000,20.047663
35.272000,19.564773
35.273000,19.048292
35.274000,18.462806
35.275000,17.877321
35.276000,17.291836
35.277000,16.706350
35.278000,16.120865
35.279000,15.535380
35.280000,14.949894
35.281000,14.384260
35.282000,13.824595
35.283000,13.264930
35.284000,12.705265
35.285000,12.145600
35.286000,11.585934
35.287000,11.026269
35.288000,10.476810
35.289000,9.965685
35.290000,9.454560
35.291000,8.943435
35.292000,8.432311
35.293000,7.921186
35.294000,7.410061
35.295000,6.898936
35.296000,6.095251
35.297000,5.135192
35.298000,4.175134
35.299000,3.215075
35.300000,2.255017
35.301000,1.294958
35.302000,0.334900
35.303000,-0.538668
35.304000,-0.569716
35.305000,-0.600763
35.306000,-0.631810
35.307000,-0.662858
35.308000,-0.693905
35.309000,-0.724952
35.310000,-0.756000
35.311000,-0.724309
35.312000,-0.637984
35.313000,-0.551659
35.314000,-0.465335
35.315000,-0.379010
35.316000,-0.292685
35.317000,-0.206360
35.318000,-0.120035
35.319000,-0.033710
35.320000,0.052615
35.321000,0.138939
35.322000,0.225264
35.323000,0.311589
35.324000,0.397914
35.325000,0.484239
35.326000,0.801175
35.327000,1.440045
35.328000,2.078914
35.329000,2.717784
35.330000,3.356653
35.331000,3.995522
35.332000,4.634392
35.333000,5.273261
35.334000,5.606022
35.335000,5.888448
35.336000,6.170874
35.337000,6.453300
35.338000,6.735725
35.339000,7.018151
35.340000,7.300577
35.341000,7.700738
35.342000,8.375345
35.343000,9.049952
35.344000,9.724560
35.345000,10.399167
35.346000,11.073775
35.347000,11.748382
35.348000,12.422989
35.349000,13.757876
35.350000,15.322795
35.351000,16.887714
35.352000,18.452632
35.353000,20.017551
35.354000,21.582470
35.355000,23.147389
35.356000,24.616368
35.357000,25.657159
35.358000,26.697950
35.359000,27.738741
35.360000,28.779532
35.361000,29.820323
35.362000,30.861114
35.363000,31.901905
35.364000,32.258327
35.365000,32.203198
35.366000,32.148068
35.367000,32.092939
35.368000,32.037809
35.369000,31.982680
35.370000,31.927550
35.371000,31.883267
35.372000,31.992756
35.373000,32.102244
35.374000,32.211733
35.375000,32.321221
35.376000,32.430709
35.377000,32.540198
35.378000,32.649686
35.379000,32.902143
35.380000,33.293449
35.381000,33.684754
35.382000,34.076060
35.383000,34.467365
35.384000,34.858670
35.385000,35.249976
35.386000,35.641281
35.387000,35.465362
35.388000,35.258791
35.389000,35.052220
35.390000,34.845649
35.391000,34.639078
35.392000,34.432507
35.393000,34.225936
35.394000,33.405448
35.395000,31.625354
35.396000,29.845260
35.397000,28.065165
35.398000,26.285071
35.399000,24.504977
35.400000,22.724883
35.401000,20.944789
35.402000,20.329447
35.403000,19.950011
35.404000,19.570575
35.405000,19.191139
35.406000,18.811703
35.407000,18.432267
35.408000,18.052831
35.409000,17.926993
35.410000,18.476500
35.411000,19.026006
35.412000,19.575513
35.413000,20.125019
35.414000,20.674526
35.415000,21.224033
35.416000,21.773539
35.417000,22.144964
35.418000,22.445202
35.419000,22.745440
35.420000,23.045677
35.421000,23.345915
35.422000,23.646153
35.423000,23.946391
35.424000,24.006232
35.425000,22.763871
35.426000,21.521510
35.427000,20.279148
35.428000,19.036787
35.429000,17.794425
35.430000,16.552064
35.431000,15.309703
35.432000,14.553687
35.433000,14.125622
35.434000,13.697556
35.435000,13.269490
35.436000,12.841424
35.437000,12.413358
35.438000,11.985292
35.439000,11.564898
35.440000,11.335171
35.441000,11.105443
35.442000,10.875715
35.443000,10.645987
35.444000,10.416259
35.445000,10.186531
35.446000,9.956803
35.447000,9.674744
35.448000,9.336016
35.449000,8.997289
35.450000,8.658561
35.451000,8.319833
35.452000,7.981105
35.453000,7.642377
35.454000,7.303649
35.455000,6.336126
35.456000,5.315055
35.457000,4.293983
35.458000,3.272912
35.459000,2.251841
35.460000,1.230770
35.461000,0.209698
35.462000,-0.595477
35.463000,-1.021703
35.464000,-1.447929
35.465000,-1.874155
35.466000,-2.300381
35.467000,-2.726607
35.468000,-3.152833
35.469000,-3.579058
35.470000,-3.416113
35.471000,-3.109872
35.472000,-2.803631
35.473000,-2.497390
35.474000,-2.191149
35.475000,-1.884908
35.476000,-1.578667
35.477000,-1.156524
35.478000,-0.378728
35.479000,0.399068
35.480000,1.176864
35.481000,1.954660
35.482000,2.732456
35.483000,3.510251
35.484000,4.288047
35.485000,4.312049
35.486000,3.992952
35.487000,3.673854
35.488000,3.354757
35.489000,3.035660
35.490000,2.716562
35.491000,2.397465
35.492000,2.120420
35.493000,2.128249
35.494000,2.136077
35.495000,2.143906
35.496000,2.151734
35.497000,2.159563
35.498000,2.167391
35.499000,2.175220
35.500000,2.570297
35.501000,3.257449
35.502000,3.944601
35.503000,4.631753
35.504000,5.318905
35.505000,6.006057
35.506000,6.693209
35.507000,7.377341
35.508000,7.801213
35.509000,8.225084
35.510000,8.648956
35.511000,9.072828
35.512000,9.496700
35.513000,9.920571
35.514000,10.344443
35.515000,10.194556
35.516000,9.351555
35.517000,8.508553
35.518000,7.665551
35.519000,6.822549
35.520000,5.979547
35.521000,5.136546
35.522000,4.293544
35.523000,3.874460
35.524000,3.505474
35.525000,3.136487
35.526000,2.767500
35.527000,2.398513
35.528000,2.029527
35.529000,1.660540
35.530000,1.825841
35.531000,3.048250
35.532000,4.270659
35.533000,5.493068
35.534000,6.715477
35.535000,7.937886
35.536000,9.160295
35.537000,10.382704
35.538000,10.348851
35.539000,9.954774
35.540000,9.560698
35.541000,9.166622
35.542000,8.772545
35.543000,8.378469
35.544000,7.984393
35.545000,7.527779
35.546000,6.847591
35.547000,6.167403
35.548000,5.487215
35.549000,4.807027
35.550000,4.126840
35.551000,3.446652
35.552000,2.766464
35.553000,2.913271
35.554000,3.486107
35.555000,4.058943
35.556000,4.631780
35.557000,5.204616
35.558000,5.777452
35.559000,6.350289
35.560000,6.917853
35.561000,7.438702
35.562000,7.959551
35.563000,8.480400
35.564000,9.001249
35.565000,9.522098
35.566000,10.042948
35.567000,10.563797
35.568000,9.962549
35.569000,8.416318
35.570000,6.870087
35.571000,5.323855
35.572000,3.777624
35.573000,2.231393
35.574000,0.685161
35.575000,-0.861070
35.576000,-1.826199
35.577000,-2.782036
35.578000,-3.737873
35.579000,-4.693711
35.580000,-5.649548
35.581000,-6.605385
35.582000,-7.561223
35.583000,-7.922639
35.584000,-7.482085
35.585000,-7.041531
35.586000,-6.600977
35.587000,-6.160422
35.588000,-5.719868
35.589000,-5.279314
35.590000,-4.838760
35.591000,-5.726803
35.592000,-6.818471
35.593000,-7.910139
35.594000,-9.001808
35.595000,-10.093476
35.596000,-11.185144
35.597000,-12.276812
35.598000,-13.256972
35.599000,-13.987219
35.600000,-14.717465
35.601000,-15.447712
35.602000,-16.177959
35.603000,-16.908205
35.604000,-17.638452
35.605000,-18.368698
35.606000,-17.880870
35.607000,-16.986902
35.608000,-16.092935
35.609000,-15.198967
35.610000,-14.305000
35.611000,-13.411032
35.612000,-12.517064
35.613000,-11.404220
35.614000,-9.366509
35.615000,-7.328797
35.616000,-5.291086
35.617000,-3.253374
35.618000,-1.215662
35.619000,0.822049
35.620000,2.859761
35.621000,3.923342
35.622000,4.421631
35.623000,4.919921
35.624000,5.418210
35.625000,5.916500
35.626000,6.414789
35.627000,6.913079
35.628000,7.455953
35.629000,8.555031
35.630000,9.654108
35.631000,10.753186
35.632000,11.852263
35.633000,12.951341
35.634000,14.050418
35.635000,15.149496
35.636000,16.248574
35.637000,17.347651
35.638000,18.446729
35.639000,19.545806
35.640000,20.644884
35.641000,21.743962
35.642000,22.843039
35.643000,23.942117
35.644000,24.371870
35.645000,24.771588
35.646000,25.171307
35.647000,25.571025
35.648000,25.970743
35.649000,26.370461
35.650000,26.770179
35.651000,26.480832
35.652000,25.151291
35.653000,23.821750
35.654000,22.492209
35.655000,21.162668
35.656000,19.833127
35.657000,18.503586
35.658000,17.174045
35.659000,16.804414
35.660000,16.617766
35.661000,16.431118
35.662000,16.244470
35.663000,16.057822
35.664000,15.871174
35.665000,15.684525
35.666000,15.632927
35.667000,15.926343
35.668000,16.219759
35.669000,16.513175
35.670000,16.806590
35.671000,17.100006
35.672000,17.393422
35.673000,17.686838
35.674000,17.468952
35.675000,17.054918
35.676000,16.640883
35.677000,16.226849
35.678000,15.812814
35.679000,15.398779
35.680000,14.984745
35.681000,14.580060
35.682000,14.222979
35.683000,13.865898
35.684000,13.508817
35.685000,13.151736
35.686000,12.794655
35.687000,12.437574
35.688000,12.080493
35.689000,11.523872
35.690000,10.837288
35.691000,10.150705
35.692000,9.464121
35.693000,8.777538
35.694000,8.090954
35.695000,7.404371
35.696000,6.751248
35.697000,6.776568
35.698000,6.801889
35.699000,6.827209
35.700000,6.852530
35.701000,6.877851
35.702000,6.903171
35.703000,6.928492
35.704000,6.893902
35.705000,6.796563
35.706000,6.699224
35.707000,6.601885
35.708000,6.504545
35.709000,6.407206
35.710000,6.309867
35.711000,6.212527
35.712000,6.202827
35.713000,6.199739
35.714000,6.196651
35.715000,6.193563
35.716000,6.190474
35.717000,6.187386
35.718000,6.184298
35.719000,5.928155
35.720000,5.243465
35.721000,4.558775
35.722000,3.874085
35.723000,3.189395
35.724000,2.504705
35.725000,1.820015
35.726000,1.135325
35.727000,0.660819
35.728000,0.234758
35.729000,-0.191302
35.730000,-0.617363
35.731000,-1.043423
35.732000,-1.469484
35.733000,-1.895545
35.734000,-2.338912
35.735000,-2.833079
35.736000,-3.327247
35.737000,-3.821414
35.738000,-4.315582
35.739000,-4.809749
35.740000,-5.303917
35.741000,-5.798084
35.742000,-6.292252
35.743000,-6.786420
35.744000,-7.280587
35.745000,-7.774755
35.746000,-8.268922
35.747000,-8.763090
35.748000,-9.257257
35.749000,-9.751425
35.750000,-10.245592
35.751000,-10.739760
35.752000,-11.233927
35.753000,-11.728095
35.754000,-12.222262
35.755000,-12.716430
35.756000,-13.210597
35.757000,-13.356064
35.758000,-13.247330
35.759000,-13.138595
35.760000,-13.029861
35.761000,-12.921126
35.762000,-12.812392
35.763000,-12.703657
35.764000,-12.574175
35.765000,-11.417134
35.766000,-10.260093
35.767000,-9.103052
35.768000,-7.946011
35.769000,-6.788970
35.770000,-5.631929
35.771000,-4.474889
35.772000,-3.564212
35.773000,-2.941338
35.774000,-2.318463
35.775000,-1.695589
35.776000,-1.072714
35.777000,-0.449840
35.778000,0.173035
35.779000,0.795909
35.780000,-0.027187
35.781000,-1.006257
35.782000,-1.985328
35.783000,-2.964398
35.784000,-3.943468
35.785000,-4.922539
35.786000,-5.901609
35.787000,-6.552370
35.788000,-6.577208
35.789000,-6.602046
35.790000,-6.626884
35.791000,-6.651722
35.792000,-6.676560
35.793000,-6.701398
35.794000,-6.726236
35.795000,-5.844292
35.796000,-4.714696
35.797000,-3.585099
35.798000,-2.455503
35.799000,-1.325906
35.800000,-0.196310
35.801000,0.933286
35.802000,1.630490
35.803000,0.854417
35.804000,0.078344
35.805000,-0.697729
35.806000,-1.473802
35.807000,-2.249875
35.808000,-3.025948
35.809000,-3.802021
35.810000,-4.804191
35.811000,-5.918572
35.812000,-7.032953
35.813000,-8.147333
35.814000,-9.261714
35.815000,-10.376095
35.816000,-11.490475
35.817000,-12.400607
35.818000,-11.653784
35.819000,-10.906962
35.820000,-10.160139
35.821000,-9.413317
35.822000,-8.666494
35.823000,-7.919672
35.824000,-7.172849
35.825000,-6.111683
35.826000,-4.794530
35.827000,-3.477377
35.828000,-2.160225
35.829000,-0.843072
35.830000,0.474081
35.831000,1.791233
35.832000,3.108386
35.833000,1.740874
35.834000,0.353300
35.835000,-1.034275
35.836000,-2.421849
35.837000,-3.809423
35.838000,-5.196997
35.839000,-6.584571
35.840000,-7.800629
35.841000,-8.793009
35.842000,-9.785389
35.843000,-10.777769
35.844000,-11.770149
35.845000,-12.762529
35.846000,-13.754909
35.847000,-14.747289
35.848000,-14.256970
35.849000,-13.555659
35.850000,-12.854349
35.851000,-12.153038
35.852000,-11.451728
35.853000,-10.750417
35.854000,-10.049106
35.855000,-9.361245
35.856000,-8.702380
35.857000,-8.043515
35.858000,-7.384650
35.859000,-6.725785
35.860000,-6.066921
35.861000,-5.408056
35.862000,-4.749191
35.863000,-5.426981
35.864000,-6.530891
35.865000,-7.634801
35.866000,-8.738711
35.867000,-9.842621
35.868000,-10.946530
35.869000,-12.050440
35.870000,-12.964581
35.871000,-13.118167
35.872000,-13.271753
35.873000,-13.425339
35.874000,-13.578925
35.875000,-13.732511
35.876000,-13.886097
35.877000,-14.039684
35.878000,-13.224644
35.879000,-11.867372
35.880000,-10.510100
35.881000,-9.152828
35.882000,-7.795557
35.883000,-6.438285
35.884000,-5.081013
35.885000,-3.749509
35.886000,-2.704454
35.887000,-1.659398
35.888000,-0.614343
35.889000,0.430713
35.890000,1.475768
35.891000,2.520823
35.892000,3.565879
35.893000,4.049194
35.894000,4.022130
35.895000,3.995065
35.896000,3.968001
35.897000,3.940936
35.898000,3.913871
35.899000,3.886807
35.900000,3.859742
35.901000,4.345540
35.902000,4.849734
35.903000,5.353927
35.904000,5.858121
35.905000,6.362315
35.906000,6.866508
35.907000,7.370702
35.908000,7.969560
35.909000,8.706462
35.910000,9.443363
35.911000,10.180265
35.912000,10.917167
35.913000,11.654068
35.914000,12.390970
35.915000,13.127872
35.916000,13.278712
35.917000,13.324680
35.918000,13.370647
35.919000,13.416615
35.920000,13.462582
35.921000,13.508549
35.922000,13.554517
35.923000,13.372827
35.924000,12.632787
35.925000,11.892746
35.926000,11.152706
35.927000,10.412665
35.928000,9.672625
35.929000,8.932584
35.930000,8.192544
35.931000,7.327866
35.932000,6.417336
35.933000,5.506806
35.934000,4.596277
35.935000,3.685747
35.936000,2.775217
35.937000,1.864687
35.938000,1.036924
35.939000,0.606260
35.940000,0.175595
35.941000,-0.255070
35.942000,-0.685735
35.943000,-1.116400
35.944000,-1.547065
35.945000,-1.977730
35.946000,-2.393090
35.947000,-2.798823
35.948000,-3.204557
35.949000,-3.610291
35.950000,-4.016024
35.951000,-4.421758
35.952000,-4.827491
35.953000,-5.233225
35.954000,-5.638959
35.955000,-6.044692
35.956000,-6.450426
35.957000,-6.856159
35.958000,-7.261893
35.959000,-7.667627
35.960000,-8.073360
35.961000,-8.672342
35.962000,-9.467106
35.963000,-10.261871
35.964000,-11.056635
35.965000,-11.851399
35.966000,-12.646163
35.967000,-13.440928
35.968000,-14.235692
35.969000,-14.430027
35.970000,-14.584787
35.971000,-14.739547
35.972000,-14.894307
35.973000,-15.049066
35.974000,-15.203826
35.975000,-15.358586
35.976000,-15.391845
35.977000,-15.226514
35.978000,-15.061184
35.979000,-14.895854
35.980000,-14.730524
35.981000,-14.565193
35.982000,-14.399863
35.983000,-14.234533
35.984000,-14.812784
35.985000,-15.553148
35.986000,-16.293513
35.987000,-17.033877
35.988000,-17.774242
35.989000,-18.514606
35.990000,-19.254971
35.991000,-19.927171
35.992000,-20.407789
35.993000,-20.888406
35.994000,-21.369024
35.995000,-21.849642
35.996000,-22.330260
35.997000,-22.810878
35.998000,-23.291496
35.999000,-23.359971
36.000000,-23.255033
36.001000,-23.150095
36.002000,-23.045157
36.003000,-22.940219
36.004000,-22.835282
36.005000,-22.730344
36.006000,-22.709782
36.007000,-23.185666
36.008000,-23.661551
36.009000,-24.137435
36.010000,-24.613319
36.011000,-25.089203
36.012000,-25.565088
36.013000,-26.040972
36.014000,-26.830446
36.015000,-27.840835
36.016000,-28.851223
36.017000,-29.861612
36.018000,-30.872001
36.019000,-31.882390
36.020000,-32.892779
36.021000,-33.890760
36.022000,-34.459785
36.023000,-35.028809
36.024000,-35.597834
36.025000,-36.166859
36.026000,-36.735883
36.027000,-37.304908
36.028000,-37.873933
36.029000,-38.032689
36.030000,-37.727936
36.031000,-37.423183
36.032000,-37.118430
36.033000,-36.813677
36.034000,-36.508924
36.035000,-36.204171
36.036000,-35.899418
36.037000,-35.985778
36.038000,-36.110369
36.039000,-36.234959
36.040000,-36.359550
36.041000,-36.484140
36.042000,-36.608731
36.043000,-36.733321
36.044000,-37.114606
36.045000,-37.967661
36.046000,-38.820717
36.047000,-39.673773
36.048000,-40.526828
36.049000,-41.379884
36.050000,-42.232940
36.051000,-43.085995
36.052000,-43.027771
36.053000,-42.732826
36.054000,-42.437881
36.055000,-42.142936
36.056000,-41.847991
36.057000,-41.553046
36.058000,-41.258101
36.059000,-40.963155
36.060000,-40.668210
36.061000,-40.373265
36.062000,-40.078320
36.063000,-39.783375
36.064000,-39.488430
36.065000,-39.193485
36.066000,-38.898540
36.067000,-38.603594
36.068000,-38.308649
36.069000,-38.013704
36.070000,-37.718759
36.071000,-37.423814
36.072000,-37.128869
36.073000,-36.833924
36.074000,-36.600520
36.075000,-36.826847
36.076000,-37.053173
36.077000,-37.279499
36.078000,-37.505826
36.079000,-37.732152
36.080000,-37.958478
36.081000,-38.184805
36.082000,-37.275620
36.083000,-35.472372
36.084000,-33.669123
36.085000,-31.865874
36.086000,-30.062626
36.087000,-28.259377
36.088000,-26.456128
36.089000,-24.651685
36.090000,-21.525857
36.091000,-18.400029
36.092000,-15.274200
36.093000,-12.148372
36.094000,-9.022544
36.095000,-5.896716
36.096000,-2.770887
36.097000,0.205187
36.098000,2.992455
36.099000,5.779723
36.100000,8.566990
36.101000,11.354258
36.102000,14.141526
36.103000,16.928793
36.104000,19.716061
36.105000,19.684267
36.106000,19.281633
36.107000,18.878999
36.108000,18.476365
36.109000,18.073730
36.110000,17.671096
36.111000,17.268462
36.112000,16.821145
36.113000,16.281094
36.114000,15.741043
36.115000,15.200992
36.116000,14.660941
36.117000,14.120890
36.118000,13.580839
36.119000,13.040788
36.120000,11.510858
36.121000,9.679528
36.122000,7.848198
36.123000,6.016868
36.124000,4.185538
36.125000,2.354209
36.126000,0.522879
36.127000,-1.348960
36.128000,-3.375035
36.129000,-5.401110
36.130000,-7.427185
36.131000,-9.453261
36.132000,-11.479336
36.133000,-13.505411
36.134000,-15.531486
36.135000,-16.675742
36.136000,-17.343981
36.137000,-18.012221
36.138000,-18.680460
36.139000,-19.348700
36.140000,-20.016940
36.141000,-20.685179
36.142000,-21.070082
36.143000,-18.619643
36.144000,-16.169204
36.145000,-13.718765
36.146000,-11.268325
36.147000,-8.817886
36.148000,-6.367447
36.149000,-3.917007
36.150000,-1.284808
36.151000,1.507111
36.152000,4.299030
36.153000,7.090949
36.154000,9.882868
36.155000,12.674787
36.156000,15.466706
36.157000,18.258624
36.158000,18.343554
36.159000,18.355350
36.160000,18.367146
36.161000,18.378942
36.162000,18.390737
36.163000,18.402533
36.164000,18.414329
36.165000,18.209307
36.166000,17.698794
36.167000,17.188282
36.168000,16.677770
36.169000,16.167258
36.170000,15.656746
36.171000,15.146233
36.172000,14.635721
36.173000,13.604460
36.174000,12.485977
36.175000,11.367494
36.176000,10.249011
36.177000,9.130770
36.178000,8.013983
36.179000,6.900099
36.180000,5.739507
36.181000,4.464893
36.182000,3.198451
36.183000,1.941850
36.184000,0.696741
36.185000,-0.535246
36.186000,-1.752498
36.187000,-2.953432
36.188000,-3.382351
36.189000,-3.537092
36.190000,-3.684950
36.191000,-3.825874
36.192000,-3.959822
36.193000,-4.086758
36.194000,-4.206658
36.195000,-3.857618
36.196000,-1.438544
36.197000,0.934645
36.198000,3.258674
36.199000,5.530367
36.200000,7.746655
36.201000,9.904578
36.202000,12.001290
36.203000,13.609555
36.204000,14.909456
36.205000,16.160644
36.206000,17.361518
36.207000,18.510572
36.208000,19.606399
36.209000,20.647691
36.210000,21.532527
36.211000,20.910221
36.212000,20.290377
36.213000,19.673459
36.214000,19.059916
36.215000,18.450191
36.216000,17.844713
36.217000,17.243900
36.218000,16.646755
36.219000,16.053802
36.220000,15.466830
36.221000,14.886207
36.222000,14.312286
36.223000,13.745406
36.224000,13.185890
36.225000,12.634048
36.226000,12.158701
36.227000,11.691045
36.228000,11.227349
36.229000,10.767874
36.230000,10.312870
36.231000,9.862582
36.232000,9.417245
36.233000,8.797949
36.234000,7.926420
36.235000,7.096236
36.236000,6.307101
36.237000,5.558642
36.238000,4.850407
36.239000,4.181866
36.240000,3.552412
36.241000,3.039833
36.242000,2.572251
36.243000,2.132100
36.244000,1.718746
36.245000,1.331500
36.246000,0.969624
36.247000,0.632330
36.248000,0.439954
36.249000,0.559347
36.250000,0.643533
36.251000,0.694049
36.252000,0.712500
36.253000,0.700557
36.254000,0.659951
36.255000,0.592474
36.256000,0.509854
36.257000,0.405859
36.258000,0.278230
36.259000,0.129150
36.260000,-0.039152
36.261000,-0.224400
36.262000,-0.424276
36.263000,-0.655418
36.264000,-0.980251
36.265000,-1.279372
36.266000,-1.554527
36.267000,-1.807499
36.268000,-2.040104
36.269000,-2.254191
36.270000,-2.451639
36.271000,-2.634351
36.272000,-2.804252
36.273000,-2.963287
36.274000,-3.113418
36.275000,-3.256617
36.276000,-3.394867
36.277000,-3.535777
36.278000,-3.683171
36.279000,-3.833362
36.280000,-3.983697
36.281000,-4.132934
36.282000,-4.277510
36.283000,-4.414707
36.284000,-4.541827
36.285000,-4.656191
36.286000,-4.755150
36.287000,-4.836084
36.288000,-4.946240
36.289000,-5.060384
36.290000,-5.171035
36.291000,-5.277961
36.292000,-5.380936
36.293000,-5.479741
36.294000,-5.574163
36.295000,-5.647542
36.296000,-5.669077
36.297000,-5.673356
36.298000,-5.659442
36.299000,-5.626434
36.300000,-5.573463
36.301000,-5.499700
36.302000,-5.404352
36.303000,-5.327309
36.304000,-5.248591
36.305000,-5.154229
36.306000,-5.043889
36.307000,-4.917266
36.308000,-4.774083
36.309000,-4.614092
36.310000,-4.437077
36.311000,-4.242850
36.312000,-4.031255
36.313000,-3.802167
36.314000,-3.555490
36.315000,-3.291164
36.316000,-3.009159
36.317000,-2.709475
36.318000,-2.864774
36.319000,-3.344436
36.320000,-3.869342
36.321000,-4.440168
36.322000,-5.057501
36.323000,-5.721832
36.324000,-6.433560
36.325000,-7.135940
36.326000,-6.956751
36.327000,-6.763733
36.328000,-6.556999
36.329000,-6.336693
36.330000,-6.102982
36.331000,-5.856063
36.332000,-5.596158
36.333000,-5.448982
36.334000,-5.423614
36.335000,-5.398510
36.336000,-5.373824
36.337000,-5.349709
36.338000,-5.326318
36.339000,-5.303804
36.340000,-5.282321
36.341000,-5.993279
36.342000,-6.778831
36.343000,-7.594750
36.344000,-8.440371
36.345000,-9.314971
36.346000,-10.217772
36.347000,-11.147940
36.348000,-11.827828
36.349000,-12.074892
36.350000,-12.326172
36.351000,-12.581528
36.352000,-12.840813
36.353000,-13.103870
36.354000,-13.370538
36.355000,-13.640648
36.356000,-12.753801
36.357000,-11.599168
36.358000,-10.421156
36.359000,-9.221524
36.360000,-8.002076
36.361000,-6.764660
36.362000,-5.511157
36.363000,-4.801672
36.364000,-5.629560
36.365000,-6.471167
36.366000,-7.325460
36.367000,-8.191385
36.368000,-9.067869
36.369000,-9.953822
36.370000,-10.848139
36.371000,-11.837563
36.372000,-12.869749
36.373000,-13.907295
36.374000,-14.948870
36.375000,-15.993135
36.376000,-17.038745
36.377000,-18.084579
36.378000,-18.938875
36.379000,-18.705794
36.380000,-18.472713
36.381000,-18.239631
36.382000,-18.006550
36.383000,-17.773469
36.384000,-17.540387
36.385000,-17.307306
36.386000,-17.497070
36.387000,-17.979237
36.388000,-18.461403
36.389000,-18.943569
36.390000,-19.425736
36.391000,-19.907902
36.392000,-20.390068
36.393000,-20.897618
36.394000,-22.158205
36.395000,-23.418792
36.396000,-24.679379
36.397000,-25.939966
36.398000,-27.200553
36.399000,-28.461139
36.400000,-29.721726
36.401000,-30.603310
36.402000,-31.064364
36.403000,-31.525418
36.404000,-31.986472
36.405000,-32.447526
36.406000,-32.908580
36.407000,-33.369634
36.408000,-33.830688
36.409000,-33.812229
36.410000,-33.749483
36.411000,-33.686737
36.412000,-33.623991
36.413000,-33.561246
36.414000,-33.498500
36.415000,-33.435754
36.416000,-33.373008
36.417000,-33.310262
36.418000,-33.247516
36.419000,-33.184770
36.420000,-33.122025
36.421000,-33.059279
36.422000,-32.996533
36.423000,-32.933787
36.424000,-32.871041
36.425000,-32.808295
36.426000,-32.745549
36.427000,-32.682804
36.428000,-32.620058
36.429000,-32.557312
36.430000,-32.494566
36.431000,-32.269025
36.432000,-31.527158
36.433000,-30.785291
36.434000,-30.043424
36.435000,-29.301557
36.436000,-28.559690
36.437000,-27.817823
36.438000,-27.075956
36.439000,-27.116320
36.440000,-27.522874
36.441000,-27.929427
36.442000,-28.335981
36.443000,-28.742534
36.444000,-29.149088
36.445000,-29.555641
36.446000,-29.994511
36.447000,-30.664749
36.448000,-31.334986
36.449000,-32.005224
36.450000,-32.675462
36.451000,-33.345700
36.452000,-34.015937
