#t_s,e_des_um
6.510000,17.256188
6.511000,17.156384
6.512000,17.076425
6.513000,17.023525
6.514000,16.987888
6.515000,16.966619
6.516000,16.958462
6.517000,16.962129
6.518000,16.976304
6.519000,16.999645
6.520000,17.032258
6.521000,17.074089
6.522000,17.119718
6.523000,17.167845
6.524000,17.217158
6.525000,17.266333
6.526000,17.314038
6.527000,17.358933
6.528000,17.396806
6.529000,17.429912
6.530000,17.457817
6.531000,17.478697
6.532000,17.490729
6.533000,17.492095
6.534000,17.480982
6.535000,17.455589
6.536000,17.417714
6.537000,17.371163
6.538000,17.316119
6.539000,17.253235
6.540000,17.183054
6.541000,17.106127
6.542000,17.023009
6.543000,16.934257
6.544000,16.840489
6.545000,16.759631
6.546000,16.682094
6.547000,16.609436
6.548000,16.543203
6.549000,16.484919
6.550000,16.436090
6.551000,16.398197
6.552000,16.346146
6.553000,16.264679
6.554000,16.183500
6.555000,16.102926
6.556000,16.023274
6.557000,15.944854
6.558000,15.867971
6.559000,15.792924
6.560000,15.624809
6.561000,15.431339
6.562000,15.223313
6.563000,15.000292
6.564000,14.761866
6.565000,14.507653
6.566000,14.237298
6.567000,13.929071
6.568000,13.555247
6.569000,13.156703
6.570000,12.733005
6.571000,12.283767
6.572000,11.808650
6.573000,11.307363
6.574000,10.779664
6.575000,10.869171
6.576000,11.189102
6.577000,11.555829
6.578000,11.970173
6.579000,12.432859
6.580000,12.944519
6.581000,13.505684
6.582000,14.147033
6.583000,14.957801
6.584000,15.829015
6.585000,16.760824
6.586000,17.753258
6.587000,18.806229
6.588000,19.919526
6.589000,21.092821
6.590000,21.604366
6.591000,21.741610
6.592000,21.878448
6.593000,22.014717
6.594000,22.150256
6.595000,22.284900
6.596000,22.418490
6.597000,22.502634
6.598000,22.107386
6.599000,21.689088
6.600000,21.248056
6.601000,20.784649
6.602000,20.299268
6.603000,19.792357
6.604000,19.264398
6.605000,18.949316
6.606000,18.827571
6.607000,18.699845
6.608000,18.566255
6.609000,18.426926
6.610000,18.281997
6.611000,18.131611
6.612000,17.975926
6.613000,17.777361
6.614000,17.572082
6.615000,17.361217
6.616000,17.145007
6.617000,16.923706
6.618000,16.697575
6.619000,16.466883
6.620000,15.965409
6.621000,15.082325
6.622000,14.186947
6.623000,13.280491
6.624000,12.364198
6.625000,11.439326
6.626000,10.507153
6.627000,9.568972
6.628000,9.916499
6.629000,10.480659
6.630000,11.050339
6.631000,11.624649
6.632000,12.202691
6.633000,12.783561
6.634000,13.366351
6.635000,14.142525
6.636000,15.365905
6.637000,16.589284
6.638000,17.812664
6.639000,19.036043
6.640000,20.259422
6.641000,21.482802
6.642000,22.706181
6.643000,22.663792
6.644000,22.181972
6.645000,21.700151
6.646000,21.218331
6.647000,20.736511
6.648000,20.254691
6.649000,19.772870
6.650000,19.098770
6.651000,17.570358
6.652000,16.041946
6.653000,14.513534
6.654000,12.985122
6.655000,11.456710
6.656000,9.928298
6.657000,8.399886
6.658000,7.504992
6.659000,6.989979
6.660000,6.474966
6.661000,5.959953
6.662000,5.444940
6.663000,4.929927
6.664000,4.414914
6.665000,3.928938
6.666000,3.850160
6.667000,3.771382
6.668000,3.692605
6.669000,3.613827
6.670000,3.535049
6.671000,3.456271
6.672000,3.377494
6.673000,2.775437
6.674000,1.666552
6.675000,0.557666
6.676000,-0.551219
6.677000,-1.660105
6.678000,-2.768991
6.679000,-3.877876
6.680000,-4.986762
6.681000,-5.006732
6.682000,-4.968673
6.683000,-4.930614
6.684000,-4.892555
6.685000,-4.854496
6.686000,-4.816437
6.687000,-4.778378
6.688000,-3.887517
6.689000,-1.667408
6.690000,0.552700
6.691000,2.772809
6.692000,4.992917
6.693000,7.213025
6.694000,9.433134
6.695000,11.653242
6.696000,12.156397
6.697000,12.313474
6.698000,12.470550
6.699000,12.627627
6.700000,12.784704
6.701000,12.941780
6.702000,13.098857
6.703000,13.014528
6.704000,12.289496
6.705000,11.564464
6.706000,10.839433
6.707000,10.114401
6.708000,9.389369
6.709000,8.664337
6.710000,7.939306
6.711000,7.346607
6.712000,6.806634
6.713000,6.266661
6.714000,5.726687
6.715000,5.186714
6.716000,4.646740
6.717000,4.106767
6.718000,3.793540
6.719000,4.702323
6.720000,5.611106
6.721000,6.519889
6.722000,7.428671
6.723000,8.337454
6.724000,9.246237
6.725000,10.155020
6.726000,10.275936
6.727000,9.867067
6.728000,9.458198
6.729000,9.049330
6.730000,8.640461
6.731000,8.231592
6.732000,7.822723
6.733000,7.413855
6.734000,7.004986
6.735000,6.596117
6.736000,6.187248
6.737000,5.778380
6.738000,5.369511
6.739000,4.960642
6.740000,4.551774
6.741000,4.390319
6.742000,4.496065
6.743000,4.601811
6.744000,4.707557
6.745000,4.813304
6.746000,4.919050
6.747000,5.024796
6.748000,5.130542
6.749000,5.925032
6.750000,6.777630
6.751000,7.630227
6.752000,8.482825
6.753000,9.335422
6.754000,10.188020
6.755000,11.040618
6.756000,11.316261
6.757000,10.582151
6.758000,9.848040
6.759000,9.113930
6.760000,8.379820
6.761000,7.645709
6.762000,6.911599
6.763000,6.177489
6.764000,4.935605
6.765000,3.570751
6.766000,2.205897
6.767000,0.841043
6.768000,-0.523811
6.769000,-1.888666
6.770000,-3.253520
6.771000,-4.073378
6.772000,-3.226934
6.773000,-2.380489
6.774000,-1.534044
6.775000,-0.687600
6.776000,0.158845
6.777000,1.005289
6.778000,1.851734
6.779000,2.690248
6.780000,3.525163
6.781000,4.360078
6.782000,5.194994
6.783000,6.029909
6.784000,6.864824
6.785000,7.699739
6.786000,8.376616
6.787000,7.989284
6.788000,7.601952
6.789000,7.214621
6.790000,6.827289
6.791000,6.439957
6.792000,6.052625
6.793000,5.665294
6.794000,5.523277
6.795000,5.565777
6.796000,5.608276
6.797000,5.650776
6.798000,5.693276
6.799000,5.735776
6.800000,5.778275
6.801000,5.835429
6.802000,7.084552
6.803000,8.333674
6.804000,9.582797
6.805000,10.831920
6.806000,12.081043
6.807000,13.330166
6.808000,14.579289
6.809000,15.348479
6.810000,15.539468
6.811000,15.730458
6.812000,15.921447
6.813000,16.112437
6.814000,16.303426
6.815000,16.494416
6.816000,16.685405
6.817000,15.368587
6.818000,13.874850
6.819000,12.381113
6.820000,10.887376
6.821000,9.393640
6.822000,7.899903
6.823000,6.406166
6.824000,5.413046
6.825000,5.407434
6.826000,5.401822
6.827000,5.396210
6.828000,5.390598
6.829000,5.384986
6.830000,5.379374
6.831000,5.373762
6.832000,5.808603
6.833000,6.369249
6.834000,6.929896
6.835000,7.490542
6.836000,8.051189
6.837000,8.611836
6.838000,9.172482
6.839000,9.733129
6.840000,10.293776
6.841000,10.854422
6.842000,11.415069
6.843000,11.975716
6.844000,12.536362
6.845000,13.097009
6.846000,13.657655
6.847000,13.636234
6.848000,13.315857
6.849000,12.995479
6.850000,12.675101
6.851000,12.354724
6.852000,12.034346
6.853000,11.713968
6.854000,11.574700
6.855000,13.028296
6.856000,14.481892
6.857000,15.935489
6.858000,17.389085
6.859000,18.842681
6.860000,20.296277
6.861000,21.749874
6.862000,23.098102
6.863000,24.357834
6.864000,25.617566
6.865000,26.877298
6.866000,28.137030
6.867000,29.396762
6.868000,30.656494
6.869000,31.916226
6.870000,31.957962
6.871000,31.981068
6.872000,32.004174
6.873000,32.027279
6.874000,32.050385
6.875000,32.073491
6.876000,32.096597
6.877000,31.861960
6.878000,31.280542
6.879000,30.699123
6.880000,30.117705
6.881000,29.536287
6.882000,28.954868
6.883000,28.373450
6.884000,27.792032
6.885000,27.898863
6.886000,28.110563
6.887000,28.322263
6.888000,28.533962
6.889000,28.745662
6.890000,28.957362
6.891000,29.169061
6.892000,29.451605
6.893000,29.892428
6.894000,30.333250
6.895000,30.774072
6.896000,31.214895
6.897000,31.655717
6.898000,32.096539
6.899000,32.537361
6.900000,32.063875
6.901000,31.286625
6.902000,30.509376
6.903000,29.732126
6.904000,28.954877
6.905000,28.177627
6.906000,27.400378
6.907000,26.589641
6.908000,25.638018
6.909000,24.686395
6.910000,23.734772
6.911000,22.783149
6.912000,21.831526
6.913000,20.879903
6.914000,19.928280
6.915000,19.229499
6.916000,18.677019
6.917000,18.124539
6.918000,17.572058
6.919000,17.019578
6.920000,16.467098
6.921000,15.914618
6.922000,15.361338
6.923000,14.798174
6.924000,14.235010
6.925000,13.671846
6.926000,13.108683
6.927000,12.545519
6.928000,11.982355
6.929000,11.419191
6.930000,10.484315
6.931000,9.201203
6.932000,7.918091
6.933000,6.634979
6.934000,5.351867
6.935000,4.068755
6.936000,2.785643
6.937000,1.502531
6.938000,0.507028
6.939000,-0.475779
6.940000,-1.458586
6.941000,-2.441393
6.942000,-3.424201
6.943000,-4.407008
6.944000,-5.389815
6.945000,-5.974747
6.946000,-5.960739
6.947000,-5.946732
6.948000,-5.932724
6.949000,-5.918717
6.950000,-5.904709
6.951000,-5.890702
6.952000,-5.876694
6.953000,-5.425631
6.954000,-4.891671
6.955000,-4.357711
6.956000,-3.823752
6.957000,-3.289792
6.958000,-2.755832
6.959000,-2.221872
6.960000,-1.864005
6.961000,-1.954514
6.962000,-2.045022
6.963000,-2.135530
6.964000,-2.226038
6.965000,-2.316546
6.966000,-2.407055
6.967000,-2.497563
6.968000,-3.129263
6.969000,-3.967884
6.970000,-4.806504
6.971000,-5.645124
6.972000,-6.483745
6.973000,-7.322365
6.974000,-8.160986
6.975000,-8.619419
6.976000,-7.151523
6.977000,-5.683627
6.978000,-4.215731
6.979000,-2.747835
6.980000,-1.279939
6.981000,0.187957
6.982000,1.655853
6.983000,2.755937
6.984000,3.617135
6.985000,4.478333
6.986000,5.339531
6.987000,6.200729
6.988000,7.061926
6.989000,7.923124
6.990000,8.738927
6.991000,8.647924
6.992000,8.556921
6.993000,8.465917
6.994000,8.374914
6.995000,8.283911
6.996000,8.192908
6.997000,8.101905
6.998000,8.061238
6.999000,8.073151
7.000000,8.085064
7.001000,8.096978
7.002000,8.108891
7.003000,8.120804
7.004000,8.132718
7.005000,8.144631
7.006000,8.676909
7.007000,9.248045
7.008000,9.819180
7.009000,10.390316
7.010000,10.961451
7.011000,11.532586
7.012000,12.103722
7.013000,12.348412
7.014000,12.041860
7.015000,11.735307
7.016000,11.428755
7.017000,11.122203
7.018000,10.815650
7.019000,10.509098
7.020000,10.202545
7.021000,9.384479
7.022000,8.449036
7.023000,7.513593
7.024000,6.578150
7.025000,5.642706
7.026000,4.707263
7.027000,3.771820
7.028000,3.225548
7.029000,3.817582
7.030000,4.409617
7.031000,5.001651
7.032000,5.593686
7.033000,6.185721
7.034000,6.777755
7.035000,7.369790
7.036000,7.677316
7.037000,7.860692
7.038000,8.044068
7.039000,8.227445
7.040000,8.410821
7.041000,8.594197
7.042000,8.777573
7.043000,8.840769
7.044000,8.150879
7.045000,7.460989
7.046000,6.771100
7.047000,6.081210
7.048000,5.391320
7.049000,4.701431
7.050000,4.011541
7.051000,3.321651
7.052000,2.631762
7.053000,1.941872
7.054000,1.251982
7.055000,0.562092
7.056000,-0.127797
7.057000,-0.817687
7.058000,-1.498741
7.059000,-1.756890
7.060000,-2.015039
7.061000,-2.273188
7.062000,-2.531337
7.063000,-2.789486
7.064000,-3.047635
7.065000,-3.305784
7.066000,-3.936107
7.067000,-5.000026
7.068000,-6.063946
7.069000,-7.127865
7.070000,-8.191784
7.071000,-9.255704
7.072000,-10.319623
7.073000,-11.383543
7.074000,-12.370454
7.075000,-13.349123
7.076000,-14.327791
7.077000,-15.306459
7.078000,-16.285128
7.079000,-17.263796
7.080000,-18.242465
7.081000,-18.719333
7.082000,-18.242362
7.083000,-17.765391
7.084000,-17.288419
7.085000,-16.811448
7.086000,-16.334477
7.087000,-15.857506
7.088000,-15.380535
7.089000,-15.640599
7.090000,-16.101154
7.091000,-16.561709
7.092000,-17.022264
7.093000,-17.482818
7.094000,-17.943373
7.095000,-18.403928
7.096000,-18.999044
7.097000,-20.050892
7.098000,-21.102739
7.099000,-22.154587
7.100000,-23.206435
7.101000,-24.258283
7.102000,-25.310131
7.103000,-26.361979
7.104000,-26.463143
7.105000,-26.093922
7.106000,-25.724700
7.107000,-25.355479
7.108000,-24.986257
7.109000,-24.617036
7.110000,-24.247814
7.111000,-23.735262
7.112000,-22.067902
7.113000,-20.400543
7.114000,-18.733184
7.115000,-17.065825
7.116000,-15.398466
7.117000,-13.731107
7.118000,-12.063747
7.119000,-11.017373
7.120000,-10.475325
7.121000,-9.933277
7.122000,-9.391229
7.123000,-8.849181
7.124000,-8.307133
7.125000,-7.765085
7.126000,-7.223037
7.127000,-7.206333
7.128000,-7.193196
7.129000,-7.180059
7.130000,-7.166922
7.131000,-7.153786
7.132000,-7.140649
7.133000,-7.127512
7.134000,-6.466419
7.135000,-4.962619
7.136000,-3.458819
7.137000,-1.955019
7.138000,-0.451219
7.139000,1.052581
7.140000,2.556381
7.141000,4.060181
7.142000,5.175431
7.143000,6.235731
7.144000,7.296031
7.145000,8.356331
7.146000,9.416631
7.147000,10.476932
7.148000,11.537232
7.149000,11.855568
7.150000,10.579114
7.151000,9.302660
7.152000,8.026206
7.153000,6.749752
7.154000,5.473298
7.155000,4.196844
7.156000,2.920390
7.157000,1.563118
7.158000,0.180177
7.159000,-1.202764
7.160000,-2.585705
7.161000,-3.968646
7.162000,-5.351587
7.163000,-6.734529
7.164000,-7.779615
7.165000,-7.476329
7.166000,-7.173043
7.167000,-6.869757
7.168000,-6.566471
7.169000,-6.263185
7.170000,-5.959899
7.171000,-5.656613
7.172000,-5.979902
7.173000,-6.652920
7.174000,-7.325938
7.175000,-7.998956
7.176000,-8.671974
7.177000,-9.344992
7.178000,-10.018010
7.179000,-10.739295
7.180000,-11.992423
7.181000,-13.245550
7.182000,-14.498678
7.183000,-15.751805
7.184000,-17.004933
7.185000,-18.258060
7.186000,-19.511188
7.187000,-20.203675
7.188000,-20.388152
7.189000,-20.572629
7.190000,-20.757105
7.191000,-20.941582
7.192000,-21.126059
7.193000,-21.310536
7.194000,-21.495013
7.195000,-21.221028
7.196000,-20.930929
7.197000,-20.640830
7.198000,-20.350731
7.199000,-20.060632
7.200000,-19.770533
7.201000,-19.480435
7.202000,-19.113929
7.203000,-18.636316
7.204000,-18.158702
7.205000,-17.681088
7.206000,-17.203474
7.207000,-16.725860
7.208000,-16.248246
7.209000,-15.770632
7.210000,-16.076533
7.211000,-16.521908
7.212000,-16.967283
7.213000,-17.412658
7.214000,-17.858033
7.215000,-18.303408
7.216000,-18.748783
7.217000,-19.190124
7.218000,-19.621604
7.219000,-20.053085
7.220000,-20.484565
7.221000,-20.916045
7.222000,-21.347526
7.223000,-21.779006
7.224000,-22.210486
7.225000,-21.880737
7.226000,-21.271904
7.227000,-20.663070
7.228000,-20.054237
7.229000,-19.445403
7.230000,-18.836570
7.231000,-18.227736
7.232000,-17.660312
7.233000,-17.290629
7.234000,-16.920945
7.235000,-16.551261
7.236000,-16.181578
7.237000,-15.811894
7.238000,-15.442210
7.239000,-15.072527
7.240000,-15.353962
7.241000,-16.043744
7.242000,-16.733526
7.243000,-17.423308
7.244000,-18.113089
7.245000,-18.802871
7.246000,-19.492653
7.247000,-20.130866
7.248000,-19.899680
7.249000,-19.668494
7.250000,-19.437309
7.251000,-19.206123
7.252000,-18.974937
7.253000,-18.743751
7.254000,-18.512565
7.255000,-18.219463
7.256000,-17.863802
7.257000,-17.508140
7.258000,-17.152479
7.259000,-16.796817
7.260000,-16.441156
7.261000,-16.085494
7.262000,-15.729833
7.263000,-15.374171
7.264000,-15.018510
7.265000,-14.662848
7.266000,-14.307187
7.267000,-13.951526
7.268000,-13.595864
7.269000,-13.240203
7.270000,-13.145017
7.271000,-13.474352
7.272000,-13.803688
7.273000,-14.133023
7.274000,-14.462359
7.275000,-14.791694
7.276000,-15.121030
7.277000,-15.450365
7.278000,-14.706927
7.279000,-13.730674
7.280000,-12.754422
7.281000,-11.778170
7.282000,-10.801918
7.283000,-9.825665
7.284000,-8.849413
7.285000,-7.757903
7.286000,-6.343573
7.287000,-4.929243
7.288000,-3.514914
7.289000,-2.100584
7.290000,-0.686254
7.291000,0.728075
7.292000,2.142405
7.293000,2.157168
7.294000,1.584948
7.295000,1.012727
7.296000,0.440507
7.297000,-0.131713
7.298000,-0.703933
7.299000,-1.276153
7.300000,-1.717671
7.301000,-1.394316
7.302000,-1.070961
7.303000,-0.747606
7.304000,-0.424252
7.305000,-0.100897
7.306000,0.222458
7.307000,0.545813
7.308000,0.661746
7.309000,0.631962
7.310000,0.602177
7.311000,0.572393
7.312000,0.542608
7.313000,0.512824
7.314000,0.483040
7.315000,0.431913
7.316000,-0.339289
7.317000,-1.110492
7.318000,-1.881695
7.319000,-2.652897
7.320000,-3.424100
7.321000,-4.195303
7.322000,-4.966506
7.323000,-5.915505
7.324000,-7.064833
7.325000,-8.214161
7.326000,-9.363489
7.327000,-10.512817
7.328000,-11.662145
7.329000,-12.811473
7.330000,-13.960801
7.331000,-14.391514
7.332000,-14.752564
7.333000,-15.113614
7.334000,-15.474664
7.335000,-15.835714
7.336000,-16.196764
7.337000,-16.557814
7.338000,-17.019609
7.339000,-17.666017
7.340000,-18.312426
7.341000,-18.958834
7.342000,-19.605242
7.343000,-20.251650
7.344000,-20.898059
7.345000,-21.544467
7.346000,-22.121874
7.347000,-22.681431
7.348000,-23.240988
7.349000,-23.800545
7.350000,-24.360102
7.351000,-24.919659
7.352000,-25.479216
7.353000,-25.768827
7.354000,-25.184018
7.355000,-24.599208
7.356000,-24.014399
7.357000,-23.429590
7.358000,-22.844780
7.359000,-22.259971
7.360000,-21.675161
7.361000,-20.784224
7.362000,-19.747440
7.363000,-18.710657
7.364000,-17.673873
7.365000,-16.637089
7.366000,-15.600305
7.367000,-14.563521
7.368000,-13.600813
7.369000,-13.187907
7.370000,-12.775001
7.371000,-12.362095
7.372000,-11.949190
7.373000,-11.536284
7.374000,-11.123378
7.375000,-10.710472
7.376000,-10.033849
7.377000,-9.150148
7.378000,-8.266448
7.379000,-7.382747
7.380000,-6.499047
7.381000,-5.615346
7.382000,-4.731646
7.383000,-3.847515
7.384000,-2.690648
7.385000,-1.533782
7.386000,-0.376915
7.387000,0.779952
7.388000,1.936819
7.389000,3.093685
7.390000,4.250552
7.391000,4.719176
7.392000,4.322434
7.393000,3.925693
7.394000,3.528952
7.395000,3.132211
7.396000,2.735470
7.397000,2.338729
7.398000,1.941988
7.399000,1.073218
7.400000,0.142760
7.401000,-0.787697
7.402000,-1.718155
7.403000,-2.648613
7.404000,-3.579071
7.405000,-4.509528
7.406000,-5.138978
7.407000,-5.145641
7.408000,-5.152304
7.409000,-5.158968
7.410000,-5.165631
7.411000,-5.172295
7.412000,-5.178958
7.413000,-5.185622
7.414000,-4.923969
7.415000,-4.580925
7.416000,-4.237881
7.417000,-3.894838
7.418000,-3.551794
7.419000,-3.208750
7.420000,-2.865707
7.421000,-2.608485
7.422000,-2.676696
7.423000,-2.744908
7.424000,-2.813119
7.425000,-2.881331
7.426000,-2.949542
7.427000,-3.017754
7.428000,-3.085966
7.429000,-3.076976
7.430000,-3.026436
7.431000,-2.975896
7.432000,-2.925357
7.433000,-2.874817
7.434000,-2.824277
7.435000,-2.773737
7.436000,-2.562632
7.437000,-0.757742
7.438000,1.047147
7.439000,2.852037
7.440000,4.656926
7.441000,6.461816
7.442000,8.266705
7.443000,10.071595
7.444000,11.433091
7.445000,12.406011
7.446000,13.378932
7.447000,14.351853
7.448000,15.324774
7.449000,16.297695
7.450000,17.270616
7.451000,18.243537
7.452000,18.194027
7.453000,18.117620
7.454000,18.041213
7.455000,17.964806
7.456000,17.888399
7.457000,17.811992
7.458000,17.735585
7.459000,17.665010
7.460000,17.602631
7.461000,17.540252
7.462000,17.477873
7.463000,17.415494
7.464000,17.353115
7.465000,17.290736
7.466000,17.228357
7.467000,16.711185
7.468000,16.118254
7.469000,15.525324
7.470000,14.932393
7.471000,14.339463
7.472000,13.746532
7.473000,13.153602
7.474000,12.560671
7.475000,11.967741
7.476000,11.374810
7.477000,10.781880
7.478000,10.188949
7.479000,9.596019
7.480000,9.003088
7.481000,8.410158
7.482000,7.226102
7.483000,5.834409
7.484000,4.442716
7.485000,3.051023
7.486000,1.659330
7.487000,0.267637
7.488000,-1.124056
7.489000,-2.453310
7.490000,-3.500936
7.491000,-4.548562
7.492000,-5.596188
7.493000,-6.643815
7.494000,-7.691441
7.495000,-8.739067
7.496000,-9.786693
7.497000,-10.746406
7.498000,-11.652895
7.499000,-12.559385
7.500000,-13.465874
7.501000,-14.372363
7.502000,-15.278853
7.503000,-16.185342
7.504000,-17.061592
7.505000,-17.497907
7.506000,-17.934221
7.507000,-18.370536
7.508000,-18.806850
7.509000,-19.243165
7.510000,-19.679479
7.511000,-20.115793
7.512000,-20.240193
7.513000,-20.059752
7.514000,-19.879311
7.515000,-19.698870
7.516000,-19.518430
7.517000,-19.337989
7.518000,-19.157548
7.519000,-18.977107
7.520000,-18.549380
7.521000,-18.107856
7.522000,-17.666332
7.523000,-17.224808
7.524000,-16.783285
7.525000,-16.341761
7.526000,-15.900237
7.527000,-15.737088
7.528000,-16.011958
7.529000,-16.286828
7.530000,-16.561698
7.531000,-16.836568
7.532000,-17.111438
7.533000,-17.386308
7.534000,-17.661179
7.535000,-17.098540
7.536000,-16.364363
7.537000,-15.630186
7.538000,-14.896009
7.539000,-14.161832
7.540000,-13.427655
7.541000,-12.693478
7.542000,-12.121285
7.543000,-11.983911
7.544000,-11.846537
7.545000,-11.709163
7.546000,-11.571789
7.547000,-11.434415
7.548000,-11.297041
7.549000,-11.159667
7.550000,-12.251561
7.551000,-13.838649
7.552000,-15.425738
7.553000,-17.012826
7.554000,-18.599914
7.555000,-20.187002
7.556000,-21.774090
7.557000,-23.295799
7.558000,-24.459071
7.559000,-25.622343
7.560000,-26.785615
7.561000,-27.948887
7.562000,-29.112159
7.563000,-30.275431
7.564000,-31.438703
7.565000,-31.835429
7.566000,-31.711869
7.567000,-31.588309
7.568000,-31.464749
7.569000,-31.341188
7.570000,-31.217628
7.571000,-31.094068
7.572000,-30.977520
7.573000,-31.042932
7.574000,-31.108345
7.575000,-31.173757
7.576000,-31.239169
7.577000,-31.304582
7.578000,-31.369994
7.579000,-31.435407
7.580000,-31.500819
7.581000,-31.566232
7.582000,-31.631644
7.583000,-31.697056
7.584000,-31.762469
7.585000,-31.827881
7.586000,-31.893294
7.587000,-31.958706
7.588000,-32.024119
7.589000,-32.089531
7.590000,-32.154943
7.591000,-32.220356
7.592000,-32.285768
7.593000,-32.351181
7.594000,-32.416593
7.595000,-32.008339
7.596000,-30.762996
7.597000,-29.517652
7.598000,-28.272309
7.599000,-27.026965
7.600000,-25.781622
7.601000,-24.536278
7.602000,-23.290935
7.603000,-22.975368
7.604000,-22.888206
7.605000,-22.801044
7.606000,-22.713881
7.607000,-22.626719
7.608000,-22.539557
7.609000,-22.452395
7.610000,-22.433839
7.611000,-22.627605
7.612000,-22.821372
7.613000,-23.015139
7.614000,-23.208905
7.615000,-23.402672
7.616000,-23.596438
7.617000,-23.790205
7.618000,-23.356037
7.619000,-22.633958
7.620000,-21.911878
7.621000,-21.189799
7.622000,-20.467719
7.623000,-19.745639
7.624000,-19.023560
7.625000,-18.240830
7.626000,-17.041387
7.627000,-15.841944
7.628000,-14.642502
7.629000,-13.443059
7.630000,-12.243616
7.631000,-11.044174
7.632000,-9.844731
7.633000,-9.191023
7.634000,-8.951578
7.635000,-8.712134
7.636000,-8.472689
7.637000,-8.233245
7.638000,-7.993800
7.639000,-7.754355
7.640000,-7.521256
7.641000,-7.922978
7.642000,-8.324701
7.643000,-8.726424
7.644000,-9.128146
7.645000,-9.529869
7.646000,-9.931592
7.647000,-10.333314
7.648000,-10.123844
7.649000,-9.171323
7.650000,-8.218803
7.651000,-7.266282
7.652000,-6.313761
7.653000,-5.361241
7.654000,-4.408720
7.655000,-3.456200
7.656000,-2.578951
7.657000,-1.710745
7.658000,-0.842540
7.659000,0.025665
7.660000,0.893871
7.661000,1.762076
7.662000,2.630281
7.663000,3.033143
7.664000,2.508768
7.665000,1.984394
7.666000,1.460020
7.667000,0.935645
7.668000,0.411271
7.669000,-0.113103
7.670000,-0.637478
7.671000,-0.667598
7.672000,-0.554703
7.673000,-0.441807
7.674000,-0.328912
7.675000,-0.216017
7.676000,-0.103121
7.677000,0.009774
7.678000,0.356230
7.679000,1.545431
7.680000,2.734632
7.681000,3.923833
7.682000,5.113034
7.683000,6.302236
7.684000,7.491437
7.685000,8.680638
7.686000,9.869839
7.687000,11.059040
7.688000,12.248242
7.689000,13.437443
7.690000,14.626644
7.691000,15.815845
7.692000,17.005046
7.693000,18.100030
7.694000,18.345586
7.695000,18.591142
7.696000,18.836699
7.697000,19.082255
7.698000,19.327811
7.699000,19.573367
7.700000,19.818923
7.701000,19.996170
7.702000,20.115524
7.703000,20.234877
7.704000,20.354231
7.705000,20.473584
7.706000,20.592938
7.707000,20.712291
7.708000,20.831645
7.709000,21.758159
7.710000,22.698894
7.711000,23.639629
7.712000,24.580364
7.713000,25.521099
7.714000,26.461833
7.715000,27.402568
7.716000,27.836331
7.717000,27.581680
7.718000,27.327029
7.719000,27.072378
7.720000,26.817727
7.721000,26.563076
7.722000,26.308425
7.723000,26.053774
7.724000,24.597916
7.725000,22.955434
7.726000,21.312953
7.727000,19.670471
7.728000,18.027990
7.729000,16.385508
7.730000,14.743027
7.731000,13.372904
7.732000,12.617726
7.733000,11.862549
7.734000,11.107371
7.735000,10.352194
7.736000,9.597017
7.737000,8.841839
7.738000,8.086662
7.739000,7.795177
7.740000,7.659602
7.741000,7.524027
7.742000,7.388452
7.743000,7.252877
7.744000,7.117302
7.745000,6.981727
7.746000,6.720826
7.747000,5.924918
7.748000,5.129010
7.749000,4.333102
7.750000,3.537194
7.751000,2.741286
7.752000,1.945378
7.753000,1.149470
7.754000,-0.009774
7.755000,-1.381296
7.756000,-2.752818
7.757000,-4.124340
7.758000,-5.495862
7.759000,-6.867384
7.760000,-8.238906
7.761000,-9.500310
7.762000,-9.355801
7.763000,-9.211291
7.764000,-9.066781
7.765000,-8.922271
7.766000,-8.777761
7.767000,-8.633252
7.768000,-8.488742
7.769000,-8.151118
7.770000,-7.630942
7.771000,-7.110765
7.772000,-6.590589
7.773000,-6.070412
7.774000,-5.550236
7.775000,-5.030059
7.776000,-4.509883
7.777000,-5.268426
7.778000,-6.086553
7.779000,-6.904681
7.780000,-7.722808
7.781000,-8.540936
7.782000,-9.359063
7.783000,-10.177191
7.784000,-10.851444
7.785000,-11.307075
7.786000,-11.762707
7.787000,-12.218338
7.788000,-12.673969
7.789000,-13.129600
7.790000,-13.585232
7.791000,-14.040863
7.792000,-14.496494
7.793000,-14.952126
7.794000,-15.407757
7.795000,-15.863388
7.796000,-16.319020
7.797000,-16.774651
7.798000,-17.230282
7.799000,-17.685913
7.800000,-18.141545
7.801000,-18.597176
7.802000,-19.052807
7.803000,-19.508439
7.804000,-19.964070
7.805000,-20.419701
7.806000,-20.875332
7.807000,-21.447591
7.808000,-22.064945
7.809000,-22.682298
7.810000,-23.299651
7.811000,-23.917004
7.812000,-24.534357
7.813000,-25.151710
7.814000,-25.788365
7.815000,-26.524435
7.816000,-27.260506
7.817000,-27.996576
7.818000,-28.732647
7.819000,-29.468717
7.820000,-30.204788
7.821000,-30.940858
7.822000,-30.874310
7.823000,-30.281552
7.824000,-29.688794
7.825000,-29.096035
7.826000,-28.503277
7.827000,-27.910519
7.828000,-27.317761
7.829000,-26.732628
7.830000,-26.307724
7.831000,-25.882820
7.832000,-25.457916
7.833000,-25.033012
7.834000,-24.608108
7.835000,-24.183204
7.836000,-23.758300
7.837000,-23.932571
7.838000,-24.738394
7.839000,-25.544216
7.840000,-26.350038
7.841000,-27.155860
