#t_s,e_raw_um
4.672000,31.270548
4.673000,31.134973
4.674000,30.874072
4.675000,30.078164
4.676000,29.282256
4.677000,28.486348
4.678000,27.690440
4.679000,26.894531
4.680000,26.098623
4.681000,25.302715
4.682000,24.143472
4.683000,22.771950
4.684000,21.400428
4.685000,20.028906
4.686000,18.657384
4.687000,17.285862
4.688000,15.914340
4.689000,14.652935
4.690000,14.797445
4.691000,14.941955
4.692000,15.086465
4.693000,15.230974
4.694000,15.375484
4.695000,15.519994
4.696000,15.664504
4.697000,16.002127
4.698000,16.522304
4.699000,17.042480
4.700000,17.562657
4.701000,18.082833
4.702000,18.603010
4.703000,19.123186
4.704000,19.643363
4.705000,18.884820
4.706000,18.066693
4.707000,17.248565
4.708000,16.430437
4.709000,15.612310
4.710000,14.794182
4.711000,13.976055
4.712000,13.301802
4.713000,12.846170
4.714000,12.390539
4.715000,11.934908
4.716000,11.479276
4.717000,11.023645
4.718000,10.568014
4.719000,10.112383
4.720000,9.656751
4.721000,9.201120
4.722000,8.745489
4.723000,8.289857
4.724000,7.834226
4.725000,7.378595
4.726000,6.922964
4.727000,6.467332
4.728000,6.011701
4.729000,5.556070
4.730000,5.100438
4.731000,4.644807
4.732000,4.189176
4.733000,3.733545
4.734000,3.277913
4.735000,2.705654
4.736000,2.088301
4.737000,1.470948
4.738000,0.853595
4.739000,0.236242
4.740000,-0.381111
4.741000,-0.998465
4.742000,-1.635119
4.743000,-2.371190
4.744000,-3.107260
4.745000,-3.843330
4.746000,-4.579401
4.747000,-5.315471
4.748000,-6.051542
4.749000,-6.787612
4.750000,-6.721064
4.751000,-6.128306
4.752000,-5.535548
4.753000,-4.942790
4.754000,-4.350031
4.755000,-3.757273
4.756000,-3.164515
4.757000,-2.579382
4.758000,-2.154478
4.759000,-1.729574
4.760000,-1.304670
4.761000,-0.879766
4.762000,-0.454862
4.763000,-0.029958
4.764000,0.394946
4.765000,0.220674
4.766000,-0.585148
4.767000,-1.390970
4.768000,-2.196792
4.769000,-3.002615
4.770000,-3.808437
4.771000,-4.614259
4.772000,-5.420082
4.773000,-5.939147
4.774000,-6.436052
4.775000,-6.932958
4.776000,-7.429864
4.777000,-7.926770
4.778000,-8.423676
4.779000,-8.920582
4.780000,-9.006515
4.781000,-8.391751
4.782000,-7.776987
4.783000,-7.162223
4.784000,-6.547460
4.785000,-5.932696
4.786000,-5.317932
4.787000,-4.703168
4.788000,-3.391152
4.789000,-1.916761
4.790000,-0.442370
4.791000,1.032021
4.792000,2.506412
4.793000,3.980803
4.794000,5.455194
4.795000,6.618266
4.796000,6.859865
4.797000,7.101464
4.798000,7.343064
4.799000,7.584663
4.800000,7.826262
4.801000,8.067861
4.802000,8.309460
4.803000,8.148028
4.804000,7.808851
4.805000,7.469674
4.806000,7.130497
4.807000,6.791320
4.808000,6.452143
4.809000,6.112966
4.810000,5.923377
4.811000,6.689201
4.812000,7.455026
4.813000,8.220850
4.814000,8.986674
4.815000,9.752498
4.816000,10.518322
4.817000,11.284146
4.818000,11.955355
4.819000,12.557144
4.820000,13.158932
4.821000,13.760721
4.822000,14.362509
4.823000,14.964298
4.824000,15.566086
4.825000,16.145601
4.826000,15.524665
4.827000,14.903729
4.828000,14.282793
4.829000,13.661857
4.830000,13.040921
4.831000,12.419985
4.832000,11.799049
4.833000,11.356163
4.834000,11.122596
4.835000,10.889029
4.836000,10.655462
4.837000,10.421895
4.838000,10.188328
4.839000,9.954762
4.840000,9.721195
4.841000,10.798653
4.842000,12.020070
4.843000,13.241486
4.844000,14.462902
4.845000,15.684319
4.846000,16.905735
4.847000,18.127152
4.848000,19.211732
4.849000,20.033603
4.850000,20.855474
4.851000,21.677345
4.852000,22.499216
4.853000,23.321087
4.854000,24.142958
4.855000,24.964829
4.856000,25.066698
4.857000,24.970083
4.858000,24.873468
4.859000,24.776853
4.860000,24.680239
4.861000,24.583624
4.862000,24.487009
4.863000,24.567769
4.864000,25.258360
4.865000,25.948952
4.866000,26.639543
4.867000,27.330134
4.868000,28.020725
4.869000,28.711317
4.870000,29.401908
4.871000,30.728295
4.872000,32.372470
4.873000,34.016644
4.874000,35.660819
4.875000,37.304994
4.876000,38.949168
4.877000,40.593343
4.878000,42.135030
4.879000,42.831693
4.880000,43.528356
4.881000,44.225020
4.882000,44.921683
4.883000,45.618346
4.884000,46.315009
4.885000,47.011672
4.886000,46.925499
4.887000,46.197751
4.888000,45.470002
4.889000,44.742254
4.890000,44.014506
4.891000,43.286758
4.892000,42.559010
4.893000,41.831262
4.894000,42.337040
4.895000,42.854011
4.896000,43.370983
4.897000,43.887954
4.898000,44.404926
4.899000,44.921897
4.900000,45.438733
4.901000,45.760143
4.902000,45.825289
4.903000,45.889646
4.904000,45.953070
4.905000,46.015418
4.906000,46.076548
4.907000,46.136320
4.908000,46.194594
4.909000,45.492565
4.910000,44.687731
4.911000,43.891245
4.912000,43.104198
4.913000,42.327666
4.914000,41.562703
4.915000,40.810342
4.916000,40.326361
4.917000,40.400928
4.918000,40.475952
4.919000,40.551300
4.920000,40.626841
4.921000,40.702443
4.922000,40.777979
4.923000,40.853320
4.924000,41.266506
4.925000,41.777608
4.926000,42.275846
4.927000,42.760593
4.928000,43.231250
4.929000,43.687244
4.930000,44.128033
4.931000,44.553106
4.932000,44.961980
4.933000,45.354207
4.934000,45.729369
4.935000,46.087082
4.936000,46.426997
4.937000,46.748798
4.938000,47.052204
4.939000,46.977123
4.940000,46.701530
4.941000,46.433040
4.942000,46.171826
4.943000,45.918044
4.944000,45.671838
4.945000,45.433334
4.946000,45.235662
4.947000,45.408140
4.948000,45.565207
4.949000,45.706895
4.950000,45.833264
4.951000,45.944405
4.952000,46.040438
4.953000,46.121515
4.954000,46.124956
4.955000,46.063077
4.956000,45.995635
4.957000,45.922805
4.958000,45.844771
4.959000,45.761731
4.960000,45.673893
4.961000,45.581476
4.962000,45.045592
4.963000,44.531596
4.964000,44.056073
4.965000,43.618245
4.966000,43.217261
4.967000,42.852199
4.968000,42.522064
4.969000,42.246765
4.970000,42.030552
4.971000,41.839755
4.972000,41.673357
4.973000,41.530289
4.974000,41.409433
4.975000,41.309629
4.976000,41.229670
4.977000,41.176771
4.978000,41.141133
4.979000,41.119865
4.980000,41.111708
4.981000,41.115375
4.982000,41.129550
4.983000,41.152890
4.984000,41.185504
4.985000,41.227335
4.986000,41.272964
4.987000,41.321091
4.988000,41.370404
4.989000,41.419579
4.990000,41.467284
4.991000,41.512179
4.992000,41.550052
4.993000,41.583158
4.994000,41.611063
4.995000,41.631943
4.996000,41.643975
4.997000,41.645340
4.998000,41.634227
4.999000,41.608834
5.000000,41.570960
5.001000,41.524409
5.002000,41.469365
5.003000,41.406481
5.004000,41.336300
5.005000,41.259373
5.006000,41.176254
5.007000,41.087503
5.008000,40.993735
5.009000,40.912877
5.010000,40.835339
5.011000,40.762682
5.012000,40.696449
5.013000,40.638165
5.014000,40.589336
5.015000,40.551442
5.016000,40.499392
5.017000,40.417925
5.018000,40.336745
5.019000,40.256172
5.020000,40.176520
5.021000,40.098100
5.022000,40.021217
5.023000,39.946170
5.024000,39.778054
5.025000,39.584585
5.026000,39.376559
5.027000,39.153538
5.028000,38.915112
5.029000,38.660898
5.030000,38.390543
5.031000,38.082317
5.032000,37.708493
5.033000,37.309949
5.034000,36.886251
5.035000,36.437013
5.036000,35.961895
5.037000,35.460609
5.038000,34.932910
5.039000,35.022416
5.040000,35.342348
5.041000,35.709075
5.042000,36.123418
5.043000,36.586105
5.044000,37.097765
5.045000,37.658930
5.046000,38.300279
5.047000,39.111046
5.048000,39.982260
5.049000,40.914069
5.050000,41.906504
5.051000,42.959475
5.052000,44.072772
5.053000,45.246067
5.054000,45.757611
5.055000,45.894855
5.056000,46.031694
5.057000,46.167963
5.058000,46.303501
5.059000,46.438146
5.060000,46.571735
5.061000,46.655880
5.062000,46.260632
5.063000,45.842334
5.064000,45.401302
5.065000,44.937895
5.066000,44.452514
5.067000,43.945602
5.068000,43.417644
5.069000,43.102562
5.070000,42.980816
5.071000,42.853090
5.072000,42.719500
5.073000,42.580172
5.074000,42.435242
5.075000,42.284857
5.076000,42.129171
5.077000,41.930606
5.078000,41.725328
5.079000,41.514462
5.080000,41.298253
5.081000,41.076952
5.082000,40.850821
5.083000,40.620129
5.084000,40.118655
5.085000,39.235571
5.086000,38.340193
5.087000,37.433737
5.088000,36.517444
5.089000,35.592572
5.090000,34.660399
5.091000,33.722218
5.092000,34.069744
5.093000,34.633904
5.094000,35.203584
5.095000,35.777894
5.096000,36.355936
5.097000,36.936807
5.098000,37.519597
5.099000,38.295771
5.100000,39.519150
5.101000,40.742530
5.102000,41.965909
5.103000,43.189289
5.104000,44.412668
5.105000,45.636047
5.106000,46.859427
5.107000,46.817038
5.108000,46.335217
5.109000,45.853397
5.110000,45.371577
5.111000,44.889757
5.112000,44.407936
5.113000,43.926116
5.114000,43.252015
5.115000,41.723603
5.116000,40.195191
5.117000,38.666779
5.118000,37.138367
5.119000,35.609955
5.120000,34.081543
5.121000,32.553131
5.122000,31.658237
5.123000,31.143224
5.124000,30.628211
5.125000,30.113198
5.126000,29.598185
5.127000,29.083172
5.128000,28.568159
5.129000,28.082183
5.130000,28.003406
5.131000,27.924628
5.132000,27.845850
5.133000,27.767072
5.134000,27.688295
5.135000,27.609517
5.136000,27.530739
5.137000,26.928683
5.138000,25.819797
5.139000,24.710912
5.140000,23.602026
5.141000,22.493141
5.142000,21.384255
5.143000,20.275369
5.144000,19.166484
5.145000,19.146513
5.146000,19.184572
5.147000,19.222631
5.148000,19.260690
5.149000,19.298749
5.150000,19.336808
5.151000,19.374867
5.152000,20.265729
5.153000,22.485837
5.154000,24.705946
5.155000,26.926054
5.156000,29.146163
5.157000,31.366271
5.158000,33.586380
5.159000,35.806488
5.160000,36.309643
5.161000,36.466720
5.162000,36.623796
5.163000,36.780873
5.164000,36.937949
5.165000,37.095026
5.166000,37.252102
5.167000,37.167773
5.168000,36.442742
5.169000,35.717710
5.170000,34.992678
5.171000,34.267646
5.172000,33.542615
5.173000,32.817583
5.174000,32.092551
5.175000,31.499853
5.176000,30.959880
5.177000,30.419906
5.178000,29.879933
5.179000,29.339959
5.180000,28.799986
5.181000,28.260013
5.182000,27.946786
5.183000,28.855569
5.184000,29.764352
5.185000,30.673134
5.186000,31.581917
5.187000,32.490700
5.188000,33.399483
5.189000,34.308265
5.190000,34.429182
5.191000,34.020313
5.192000,33.611444
5.193000,33.202575
5.194000,32.793707
5.195000,32.384838
5.196000,31.975969
5.197000,31.567100
5.198000,31.158232
5.199000,30.749363
5.200000,30.340494
5.201000,29.931625
5.202000,29.522757
5.203000,29.113888
5.204000,28.705019
5.205000,28.543564
5.206000,28.649311
5.207000,28.755057
5.208000,28.860803
5.209000,28.966549
5.210000,29.072296
5.211000,29.178042
5.212000,29.283788
5.213000,30.078278
5.214000,30.930875
5.215000,31.783473
5.216000,32.636070
5.217000,33.488668
5.218000,34.341266
5.219000,35.193863
5.220000,35.469507
5.221000,34.735396
5.222000,34.001286
5.223000,33.267176
5.224000,32.533065
5.225000,31.798955
5.226000,31.064845
5.227000,30.330734
5.228000,29.088851
5.229000,27.723997
5.230000,26.359143
5.231000,24.994289
5.232000,23.629434
5.233000,22.264580
5.234000,20.899726
5.235000,20.079867
5.236000,20.926312
5.237000,21.772757
5.238000,22.619201
5.239000,23.465646
5.240000,24.312090
5.241000,25.158535
5.242000,26.004980
5.243000,26.843493
5.244000,27.678409
5.245000,28.513324
5.246000,29.348239
5.247000,30.183154
5.248000,31.018070
5.249000,31.852985
5.250000,32.529861
5.251000,32.142530
5.252000,31.755198
5.253000,31.367866
5.254000,30.980535
5.255000,30.593203
5.256000,30.205871
5.257000,29.818539
5.258000,29.676522
5.259000,29.719022
5.260000,29.761522
5.261000,29.804022
5.262000,29.846522
5.263000,29.889021
5.264000,29.931521
5.265000,29.988674
5.266000,31.237797
5.267000,32.486920
5.268000,33.736043
5.269000,34.985166
5.270000,36.234289
5.271000,37.483411
5.272000,38.732534
5.273000,39.501724
5.274000,39.692714
5.275000,39.883703
5.276000,40.074693
5.277000,40.265682
5.278000,40.456672
5.279000,40.647661
5.280000,40.838651
5.281000,39.521833
5.282000,38.028096
5.283000,36.534359
5.284000,35.040622
5.285000,33.546885
5.286000,32.053148
5.287000,30.559412
5.288000,29.566292
5.289000,29.560680
5.290000,29.555068
5.291000,29.549456
5.292000,29.543844
5.293000,29.538232
5.294000,29.532620
5.295000,29.527008
5.296000,29.961848
5.297000,30.522495
5.298000,31.083142
5.299000,31.643788
5.300000,32.204435
5.301000,32.765081
5.302000,33.325728
5.303000,33.886375
5.304000,34.447021
5.305000,35.007668
5.306000,35.568315
5.307000,36.128961
5.308000,36.689608
5.309000,37.250254
5.310000,37.810901
5.311000,37.789480
5.312000,37.469102
5.313000,37.148725
5.314000,36.828347
5.315000,36.507969
5.316000,36.187592
5.317000,35.867214
5.318000,35.727946
5.319000,37.181542
5.320000,38.635138
5.321000,40.088734
5.322000,41.542331
5.323000,42.995927
5.324000,44.449523
5.325000,45.903119
5.326000,47.251348
5.327000,48.511080
5.328000,49.770812
5.329000,51.030544
5.330000,52.290276
5.331000,53.550008
5.332000,54.809740
5.333000,56.069472
5.334000,56.111208
5.335000,56.134313
5.336000,56.157419
5.337000,56.180525
5.338000,56.203631
5.339000,56.226737
5.340000,56.249843
5.341000,56.015206
5.342000,55.433787
5.343000,54.852369
5.344000,54.270951
5.345000,53.689532
5.346000,53.108114
5.347000,52.526696
5.348000,51.945277
5.349000,52.052109
5.350000,52.263809
5.351000,52.475508
5.352000,52.687208
5.353000,52.898908
5.354000,53.110607
5.355000,53.322307
5.356000,53.604851
5.357000,54.045673
5.358000,54.486496
5.359000,54.927318
5.360000,55.368140
5.361000,55.808963
5.362000,56.249785
5.363000,56.690607
5.364000,56.217121
5.365000,55.439871
5.366000,54.662622
5.367000,53.885372
5.368000,53.108122
5.369000,52.330873
5.370000,51.553623
5.371000,50.742887
5.372000,49.791264
5.373000,48.839641
5.374000,47.888018
5.375000,46.936395
5.376000,45.984772
5.377000,45.033149
5.378000,44.081526
5.379000,43.382745
5.380000,42.830265
5.381000,42.277784
5.382000,41.725304
5.383000,41.172824
5.384000,40.620344
5.385000,40.067864
5.386000,39.514583
5.387000,38.951420
5.388000,38.388256
5.389000,37.825092
5.390000,37.261928
5.391000,36.698765
5.392000,36.135601
5.393000,35.572437
5.394000,34.637561
5.395000,33.354449
5.396000,32.071337
5.397000,30.788225
5.398000,29.505113
5.399000,28.222000
5.400000,26.938888
5.401000,25.655776
5.402000,24.660274
5.403000,23.677467
5.404000,22.694659
5.405000,21.711852
5.406000,20.729045
5.407000,19.746238
5.408000,18.763430
5.409000,18.178499
5.410000,18.192506
5.411000,18.206514
5.412000,18.220521
5.413000,18.234529
5.414000,18.248537
5.415000,18.262544
5.416000,18.276552
5.417000,18.727615
5.418000,19.261574
5.419000,19.795534
5.420000,20.329494
5.421000,20.863454
5.422000,21.397414
5.423000,21.931374
5.424000,22.289240
5.425000,22.198732
5.426000,22.108224
5.427000,22.017716
5.428000,21.927207
5.429000,21.836699
5.430000,21.746191
5.431000,21.655683
5.432000,21.023982
5.433000,20.185362
5.434000,19.346742
5.435000,18.508121
5.436000,17.669501
5.437000,16.830880
5.438000,15.992260
5.439000,15.533826
5.440000,17.001722
5.441000,18.469619
5.442000,19.937515
5.443000,21.405411
5.444000,22.873307
5.445000,24.341203
5.446000,25.809099
5.447000,26.909183
5.448000,27.770381
5.449000,28.631579
5.450000,29.492776
5.451000,30.353974
5.452000,31.215172
5.453000,32.076370
5.454000,32.892173
5.455000,32.801170
5.456000,32.710166
5.457000,32.619163
5.458000,32.528160
5.459000,32.437157
5.460000,32.346154
5.461000,32.255151
5.462000,32.214483
5.463000,32.226397
5.464000,32.238310
5.465000,32.250223
5.466000,32.262137
5.467000,32.274050
5.468000,32.285963
5.469000,32.297877
5.470000,32.830155
5.471000,33.401291
5.472000,33.972426
5.473000,34.543561
5.474000,35.114697
5.475000,35.685832
5.476000,36.256967
5.477000,36.501658
5.478000,36.195105
5.479000,35.888553
5.480000,35.582001
5.481000,35.275448
5.482000,34.968896
5.483000,34.662344
5.484000,34.355791
5.485000,33.537725
5.486000,32.602282
5.487000,31.666839
5.488000,30.731395
5.489000,29.795952
5.490000,28.860509
5.491000,27.925066
5.492000,27.378793
5.493000,27.970828
5.494000,28.562862
5.495000,29.154897
5.496000,29.746932
5.497000,30.338966
5.498000,30.931001
5.499000,31.523035
5.500000,31.830562
5.501000,32.013938
5.502000,32.197314
5.503000,32.380690
5.504000,32.564067
5.505000,32.747443
5.506000,32.930819
5.507000,32.994014
5.508000,32.304125
5.509000,31.614235
5.510000,30.924345
5.511000,30.234456
5.512000,29.544566
5.513000,28.854676
5.514000,28.164787
5.515000,27.474897
5.516000,26.785007
5.517000,26.095118
5.518000,25.405228
5.519000,24.715338
5.520000,24.025448
5.521000,23.335559
5.522000,22.654504
5.523000,22.396356
5.524000,22.138207
5.525000,21.880058
5.526000,21.621909
5.527000,21.363760
5.528000,21.105611
5.529000,20.847462
5.530000,20.217139
5.531000,19.153220
5.532000,18.089300
5.533000,17.025381
5.534000,15.961461
5.535000,14.897542
5.536000,13.833622
5.537000,12.769703
5.538000,11.782791
5.539000,10.804123
5.540000,9.825455
5.541000,8.846786
5.542000,7.868118
5.543000,6.889449
5.544000,5.910781
5.545000,5.433913
5.546000,5.910884
5.547000,6.387855
5.548000,6.864826
5.549000,7.341797
5.550000,7.818769
5.551000,8.295740
5.552000,8.772711
5.553000,8.512647
5.554000,8.052092
5.555000,7.591537
5.556000,7.130982
5.557000,6.670427
5.558000,6.209872
5.559000,5.749318
5.560000,5.154202
5.561000,4.102354
5.562000,3.050506
5.563000,1.998658
5.564000,0.946810
5.565000,-0.105037
5.566000,-1.156885
5.567000,-2.208733
5.568000,-2.309897
5.569000,-1.940676
5.570000,-1.571454
5.571000,-1.202233
5.572000,-0.833012
5.573000,-0.463790
5.574000,-0.094569
5.575000,0.417984
5.576000,2.085343
5.577000,3.752702
5.578000,5.420062
5.579000,7.087421
5.580000,8.754780
5.581000,10.422139
5.582000,12.089498
5.583000,13.135872
5.584000,13.677921
5.585000,14.219969
5.586000,14.762017
5.587000,15.304065
5.588000,15.846113
5.589000,16.388161
5.590000,16.930209
5.591000,16.946913
5.592000,16.960050
5.593000,16.973187
5.594000,16.986323
5.595000,16.999460
5.596000,17.012597
5.597000,17.025733
5.598000,17.686827
5.599000,19.190626
5.600000,20.694426
5.601000,22.198226
5.602000,23.702026
5.603000,25.205826
5.604000,26.709626
5.605000,28.213426
5.606000,29.328677
5.607000,30.388977
5.608000,31.449277
5.609000,32.509577
5.610000,33.569877
5.611000,34.630177
5.612000,35.690477
5.613000,36.008814
5.614000,34.732360
5.615000,33.455906
5.616000,32.179452
5.617000,30.902998
5.618000,29.626543
5.619000,28.350089
5.620000,27.073635
5.621000,25.716364
5.622000,24.333423
5.623000,22.950482
5.624000,21.567541
5.625000,20.184599
5.626000,18.801658
5.627000,17.418717
5.628000,16.373630
5.629000,16.676916
5.630000,16.980202
5.631000,17.283488
5.632000,17.586774
5.633000,17.890060
5.634000,18.193346
5.635000,18.496632
5.636000,18.173343
5.637000,17.500325
5.638000,16.827307
5.639000,16.154289
5.640000,15.481271
5.641000,14.808253
5.642000,14.135235
5.643000,13.413950
5.644000,12.160823
5.645000,10.907695
5.646000,9.654568
5.647000,8.401440
5.648000,7.148313
5.649000,5.895185
5.650000,4.642058
5.651000,3.949571
5.652000,3.765094
5.653000,3.580617
5.654000,3.396140
5.655000,3.211663
5.656000,3.027186
5.657000,2.842709
5.658000,2.658232
5.659000,2.932218
5.660000,3.222316
5.661000,3.512415
5.662000,3.802514
5.663000,4.092613
5.664000,4.382712
5.665000,4.672811
5.666000,5.039316
5.667000,5.516930
5.668000,5.994544
5.669000,6.472158
5.670000,6.949772
5.671000,7.427386
5.672000,7.904999
5.673000,8.382613
5.674000,8.076713
5.675000,7.631338
5.676000,7.185963
5.677000,6.740588
5.678000,6.295213
5.679000,5.849838
5.680000,5.404463
5.681000,4.963122
5.682000,4.531641
5.683000,4.100161
5.684000,3.668681
5.685000,3.237200
5.686000,2.805720
5.687000,2.374240
5.688000,1.942759
5.689000,2.272509
5.690000,2.881342
5.691000,3.490176
5.692000,4.099009
5.693000,4.707842
5.694000,5.316676
5.695000,5.925509
5.696000,6.492933
5.697000,6.862617
5.698000,7.232301
5.699000,7.601984
5.700000,7.971668
5.701000,8.341352
5.702000,8.711035
5.703000,9.080719
5.704000,8.799284
5.705000,8.109502
5.706000,7.419720
5.707000,6.729938
5.708000,6.040156
5.709000,5.350374
5.710000,4.660593
5.711000,4.022380
5.712000,4.253565
5.713000,4.484751
5.714000,4.715937
5.715000,4.947123
5.716000,5.178309
5.717000,5.409495
5.718000,5.640681
5.719000,5.933783
5.720000,6.289444
5.721000,6.645105
5.722000,7.000767
5.723000,7.356428
5.724000,7.712090
5.725000,8.067751
5.726000,8.423413
5.727000,8.779074
5.728000,9.134736
5.729000,9.490397
5.730000,9.846059
5.731000,10.201720
5.732000,10.557382
5.733000,10.913043
5.734000,11.008229
5.735000,10.678894
5.736000,10.349558
5.737000,10.020222
5.738000,9.690887
5.739000,9.361551
5.740000,9.032216
5.741000,8.702880
5.742000,9.446319
5.743000,10.422571
5.744000,11.398824
5.745000,12.375076
5.746000,13.351328
5.747000,14.327580
5.748000,15.303832
5.749000,16.395343
5.750000,17.809673
5.751000,19.224002
5.752000,20.638332
5.753000,22.052662
5.754000,23.466991
5.755000,24.881321
5.756000,26.295651
5.757000,26.310413
5.758000,25.738193
5.759000,25.165973
5.760000,24.593753
5.761000,24.021533
5.762000,23.449313
5.763000,22.877092
5.764000,22.435575
5.765000,22.758930
5.766000,23.082284
5.767000,23.405639
5.768000,23.728994
5.769000,24.052349
5.770000,24.375704
5.771000,24.699058
5.772000,24.814992
5.773000,24.785208
5.774000,24.755423
5.775000,24.725639
5.776000,24.695854
5.777000,24.666070
5.778000,24.636285
5.779000,24.585159
5.780000,23.813956
5.781000,23.042754
5.782000,22.271551
5.783000,21.500348
5.784000,20.729146
5.785000,19.957943
5.786000,19.186740
5.787000,18.237741
5.788000,17.088413
5.789000,15.939084
5.790000,14.789756
5.791000,13.640428
5.792000,12.491100
5.793000,11.341772
5.794000,10.192444
5.795000,9.761732
5.796000,9.400682
5.797000,9.039632
5.798000,8.678582
5.799000,8.317532
5.800000,7.956482
5.801000,7.595432
5.802000,7.133637
5.803000,6.487228
5.804000,5.840820
5.805000,5.194412
5.806000,4.548004
5.807000,3.901595
5.808000,3.255187
5.809000,2.608779
5.810000,2.031371
5.811000,1.471814
5.812000,0.912257
5.813000,0.352701
5.814000,-0.206856
5.815000,-0.766413
5.816000,-1.325970
5.817000,-1.615582
5.818000,-1.030772
5.819000,-0.445963
5.820000,0.138847
5.821000,0.723656
5.822000,1.308465
5.823000,1.893275
5.824000,2.478084
5.825000,3.369021
5.826000,4.405805
5.827000,5.442589
5.828000,6.479373
5.829000,7.516157
5.830000,8.552941
5.831000,9.589724
5.832000,10.552433
5.833000,10.965339
5.834000,11.378245
5.835000,11.791150
5.836000,12.204056
5.837000,12.616962
5.838000,13.029868
5.839000,13.442773
5.840000,14.119397
5.841000,15.003097
5.842000,15.886798
5.843000,16.770498
5.844000,17.654199
5.845000,18.537899
5.846000,19.421600
5.847000,20.305731
5.848000,21.462597
5.849000,22.619464
5.850000,23.776331
5.851000,24.933198
5.852000,26.090064
5.853000,27.246931
5.854000,28.403798
5.855000,28.872421
5.856000,28.475680
5.857000,28.078939
5.858000,27.682198
5.859000,27.285457
5.860000,26.888716
5.861000,26.491975
5.862000,26.095234
5.863000,25.226464
5.864000,24.296006
5.865000,23.365548
5.866000,22.435091
5.867000,21.504633
5.868000,20.574175
5.869000,19.643717
5.870000,19.014268
5.871000,19.007605
5.872000,19.000941
5.873000,18.994278
5.874000,18.987614
5.875000,18.980951
5.876000,18.974288
5.877000,18.967624
5.878000,19.229277
5.879000,19.572321
5.880000,19.915364
5.881000,20.258408
5.882000,20.601452
5.883000,20.944495
5.884000,21.287539
5.885000,21.544761
5.886000,21.476550
5.887000,21.408338
5.888000,21.340126
5.889000,21.271915
5.890000,21.203703
5.891000,21.135492
5.892000,21.067280
5.893000,21.076269
5.894000,21.126809
5.895000,21.177349
5.896000,21.227889
5.897000,21.278429
5.898000,21.328969
5.899000,21.379509
5.900000,21.590614
5.901000,23.395504
5.902000,25.200393
5.903000,27.005283
5.904000,28.810172
5.905000,30.615061
5.906000,32.419951
5.907000,34.224840
5.908000,35.586336
5.909000,36.559257
5.910000,37.532178
5.911000,38.505099
5.912000,39.478020
5.913000,40.450941
5.914000,41.423861
5.915000,42.396782
5.916000,42.347273
5.917000,42.270866
5.918000,42.194459
5.919000,42.118052
5.920000,42.041645
5.921000,41.965237
5.922000,41.888830
5.923000,41.818256
5.924000,41.755877
5.925000,41.693498
5.926000,41.631119
5.927000,41.568740
5.928000,41.506361
5.929000,41.443982
5.930000,41.381603
5.931000,40.864431
5.932000,40.271500
5.933000,39.678570
5.934000,39.085639
5.935000,38.492708
5.936000,37.899778
5.937000,37.306847
5.938000,36.713917
5.939000,36.120986
5.940000,35.528056
5.941000,34.935125
5.942000,34.342195
5.943000,33.749264
5.944000,33.156334
5.945000,32.563403
5.946000,31.379348
5.947000,29.987655
5.948000,28.595962
5.949000,27.204269
5.950000,25.812576
5.951000,24.420883
5.952000,23.029190
5.953000,21.699936
5.954000,20.652310
5.955000,19.604683
5.956000,18.557057
5.957000,17.509431
5.958000,16.461805
5.959000,15.414179
5.960000,14.366553
5.961000,13.406840
5.962000,12.500350
5.963000,11.593861
5.964000,10.687372
5.965000,9.780882
5.966000,8.874393
5.967000,7.967904
5.968000,7.091653
5.969000,6.655339
5.970000,6.219025
5.971000,5.782710
5.972000,5.346396
5.973000,4.910081
5.974000,4.473767
5.975000,4.037452
5.976000,3.913053
5.977000,4.093494
5.978000,4.273935
5.979000,4.454375
5.980000,4.634816
5.981000,4.815257
5.982000,4.995698
5.983000,5.176138
5.984000,5.603866
5.985000,6.045390
5.986000,6.486913
5.987000,6.928437
5.988000,7.369961
5.989000,7.811485
5.990000,8.253009
5.991000,8.416157
5.992000,8.141287
5.993000,7.866417
5.994000,7.591547
5.995000,7.316677
5.996000,7.041807
5.997000,6.766937
5.998000,6.492067
5.999000,7.054706
6.000000,7.788883
6.001000,8.523060
6.002000,9.257237
6.003000,9.991414
6.004000,10.725591
6.005000,11.459768
6.006000,12.031960
6.007000,12.169334
6.008000,12.306708
6.009000,12.444083
6.010000,12.581457
6.011000,12.718831
6.012000,12.856205
6.013000,12.993579
6.014000,11.901684
6.015000,10.314596
6.016000,8.727508
6.017000,7.140420
6.018000,5.553332
6.019000,3.966244
6.020000,2.379156
6.021000,0.857447
6.022000,-0.305825
6.023000,-1.469097
6.024000,-2.632369
6.025000,-3.795641
6.026000,-4.958913
6.027000,-6.122185
6.028000,-7.285457
6.029000,-7.682184
6.030000,-7.558623
6.031000,-7.435063
6.032000,-7.311503
6.033000,-7.187943
6.034000,-7.064383
6.035000,-6.940822
6.036000,-6.824274
6.037000,-6.889686
6.038000,-6.955099
6.039000,-7.020511
6.040000,-7.085924
6.041000,-7.151336
6.042000,-7.216749
6.043000,-7.282161
6.044000,-7.347573
6.045000,-7.412986
6.046000,-7.478398
6.047000,-7.543811
6.048000,-7.609223
6.049000,-7.674636
6.050000,-7.740048
6.051000,-7.805460
6.052000,-7.870873
6.053000,-7.936285
6.054000,-8.001698
6.055000,-8.067110
6.056000,-8.132523
6.057000,-8.197935
6.058000,-8.263348
6.059000,-7.855093
