t_s,phase,nominal_along_mm,e_raw_um,b_um,e_vib_um
0.000000,pre_motion,0.000000,6.462617,-0.043576,6.506193
0.001000,pre_motion,0.000000,6.264517,-0.043576,6.308094
0.002000,pre_motion,0.000000,6.066418,-0.043576,6.109994
0.003000,pre_motion,0.000000,5.868319,-0.043576,5.911895
0.004000,pre_motion,0.000000,5.670220,-0.043576,5.713796
0.005000,pre_motion,0.000000,5.472120,-0.043576,5.515697
0.006000,pre_motion,0.000000,5.274021,-0.043576,5.317597
0.007000,pre_motion,0.000000,5.075922,-0.043576,5.119498
0.008000,pre_motion,0.000000,4.877822,-0.043576,4.921399
0.009000,pre_motion,0.000000,4.679723,-0.043576,4.723299
0.010000,pre_motion,0.000000,4.481624,-0.043576,4.525200
0.011000,pre_motion,0.000000,4.283524,-0.043576,4.327101
0.012000,pre_motion,0.000000,4.085425,-0.043576,4.129001
0.013000,pre_motion,0.000000,3.887326,-0.043576,3.930902
0.014000,pre_motion,0.000000,3.689227,-0.043576,3.732803
0.015000,pre_motion,0.000000,3.491127,-0.043576,3.534704
0.016000,pre_motion,0.000000,3.435819,-0.043576,3.479396
0.017000,pre_motion,0.000000,3.399461,-0.043576,3.443037
0.018000,pre_motion,0.000000,3.363102,-0.043576,3.406678
0.019000,pre_motion,0.000000,3.326743,-0.043576,3.370320
0.020000,pre_motion,0.000000,3.290385,-0.043576,3.333961
0.021000,pre_motion,0.000000,3.254026,-0.043576,3.297602
0.022000,pre_motion,0.000000,3.217667,-0.043576,3.261244
0.023000,pre_motion,0.000000,3.087728,-0.043576,3.131304
0.024000,pre_motion,0.000000,2.762774,-0.043576,2.806351
0.025000,pre_motion,0.000000,2.437821,-0.043576,2.481397
0.026000,pre_motion,0.000000,2.112867,-0.043576,2.156444
0.027000,pre_motion,0.000000,1.787914,-0.043576,1.831490
0.028000,pre_motion,0.000000,1.462960,-0.043576,1.506537
0.029000,pre_motion,0.000000,1.138007,-0.043576,1.181583
0.030000,pre_motion,0.000000,0.813053,-0.043576,0.856630
0.031000,pre_motion,0.000000,0.804672,-0.043576,0.848249
0.032000,pre_motion,0.000000,0.893169,-0.043576,0.936746
0.033000,pre_motion,0.000000,0.981666,-0.043576,1.025243
0.034000,pre_motion,0.000000,1.070163,-0.043576,1.113739
0.035000,pre_motion,0.000000,1.158660,-0.043576,1.202236
0.036000,pre_motion,0.000000,1.247157,-0.043576,1.290733
0.037000,pre_motion,0.000000,1.335654,-0.043576,1.379230
0.038000,pre_motion,0.000000,1.376744,-0.043576,1.420320
0.039000,pre_motion,0.000000,1.236340,-0.043576,1.279916
0.040000,pre_motion,0.000000,1.095936,-0.043576,1.139512
0.041000,pre_motion,0.000000,0.955532,-0.043576,0.999108
0.042000,pre_motion,0.000000,0.815128,-0.043576,0.858704
0.043000,pre_motion,0.000000,0.674724,-0.043576,0.718300
0.044000,pre_motion,0.000000,0.534320,-0.043576,0.577896
0.045000,pre_motion,0.000000,0.393916,-0.043576,0.437492
0.046000,pre_motion,0.000000,0.402367,-0.043576,0.445943
0.047000,pre_motion,0.000000,0.491491,-0.043576,0.535068
0.048000,pre_motion,0.000000,0.580616,-0.043576,0.624192
0.049000,pre_motion,0.000000,0.669740,-0.043576,0.713316
0.050000,pre_motion,0.000000,0.758864,-0.043576,0.802441
0.051000,pre_motion,0.000000,0.847989,-0.043576,0.891565
0.052000,pre_motion,0.000000,0.937113,-0.043576,0.980689
0.053000,pre_motion,0.000000,1.016587,-0.043576,1.060163
0.054000,pre_motion,0.000000,0.998426,-0.043576,1.042002
0.055000,pre_motion,0.000000,0.980264,-0.043576,1.023841
0.056000,pre_motion,0.000000,0.962103,-0.043576,1.005679
0.057000,pre_motion,0.000000,0.943942,-0.043576,0.987518
0.058000,pre_motion,0.000000,0.925781,-0.043576,0.969357
0.059000,pre_motion,0.000000,0.907619,-0.043576,0.951195
0.060000,pre_motion,0.000000,0.889458,-0.043576,0.933034
0.061000,pre_motion,0.000000,0.803505,-0.043576,0.847081
0.062000,pre_motion,0.000000,0.657764,-0.043576,0.701340
0.063000,pre_motion,0.000000,0.512023,-0.043576,0.555599
0.064000,pre_motion,0.000000,0.366282,-0.043576,0.409858
0.065000,pre_motion,0.000000,0.220541,-0.043576,0.264117
0.066000,pre_motion,0.000000,0.074800,-0.043576,0.118377
0.067000,pre_motion,0.000000,-0.070941,-0.043576,-0.027364
0.068000,pre_motion,0.000000,-0.216681,-0.043576,-0.173105
0.069000,pre_motion,0.000000,-0.175048,-0.043576,-0.131472
0.070000,pre_motion,0.000000,-0.128173,-0.043576,-0.084597
0.071000,pre_motion,0.000000,-0.081299,-0.043576,-0.037723
0.072000,pre_motion,0.000000,-0.034424,-0.043576,0.009152
0.073000,pre_motion,0.000000,0.012450,-0.043576,0.056026
0.074000,pre_motion,0.000000,0.059325,-0.043576,0.102901
0.075000,pre_motion,0.000000,0.106199,-0.043576,0.149775
0.076000,pre_motion,0.000000,0.078280,-0.043576,0.121856
0.077000,pre_motion,0.000000,-0.055414,-0.043576,-0.011838
0.078000,pre_motion,0.000000,-0.189109,-0.043576,-0.145532
0.079000,pre_motion,0.000000,-0.322803,-0.043576,-0.279227
0.080000,pre_motion,0.000000,-0.456497,-0.043576,-0.412921
0.081000,pre_motion,0.000000,-0.590191,-0.043576,-0.546615
0.082000,pre_motion,0.000000,-0.723886,-0.043576,-0.680309
0.083000,pre_motion,0.000000,-0.857580,-0.043576,-0.814004
0.084000,pre_motion,0.000000,-0.955594,-0.043576,-0.912018
0.085000,pre_motion,0.000000,-1.047588,-0.043576,-1.004012
0.086000,pre_motion,0.000000,-1.139582,-0.043576,-1.096006
0.087000,pre_motion,0.000000,-1.231577,-0.043576,-1.188000
0.088000,pre_motion,0.000000,-1.323571,-0.043576,-1.279994
0.089000,pre_motion,0.000000,-1.415565,-0.043576,-1.371988
0.090000,pre_motion,0.000000,-1.507559,-0.043576,-1.463983
0.091000,pre_motion,0.000000,-1.570957,-0.043576,-1.527381
0.092000,pre_motion,0.000000,-1.566687,-0.043576,-1.523111
0.093000,pre_motion,0.000000,-1.562417,-0.043576,-1.518841
0.094000,pre_motion,0.000000,-1.558147,-0.043576,-1.514571
0.095000,pre_motion,0.000000,-1.553877,-0.043576,-1.510300
0.096000,pre_motion,0.000000,-1.549606,-0.043576,-1.506030
0.097000,pre_motion,0.000000,-1.545336,-0.043576,-1.501760
0.098000,pre_motion,0.000000,-1.541066,-0.043576,-1.497490
0.099000,pre_motion,0.000000,-1.688407,-0.043576,-1.644830
0.100000,pre_motion,0.000000,-1.889438,-0.043576,-1.845862
0.101000,pre_motion,0.000000,-2.090470,-0.043576,-2.046894
0.102000,pre_motion,0.000000,-2.291502,-0.043576,-2.247926
0.103000,pre_motion,0.000000,-2.492534,-0.043576,-2.448958
0.104000,pre_motion,0.000000,-2.693566,-0.043576,-2.649990
0.105000,pre_motion,0.000000,-2.894598,-0.043576,-2.851022
0.106000,pre_motion,0.000000,-3.050136,-0.043576,-3.006560
0.107000,pre_motion,0.000000,-2.998279,-0.043576,-2.954702
0.108000,pre_motion,0.000000,-2.946421,-0.043576,-2.902845
0.109000,pre_motion,0.000000,-2.894564,-0.043576,-2.850988
0.110000,pre_motion,0.000000,-2.842706,-0.043576,-2.799130
0.111000,pre_motion,0.000000,-2.790849,-0.043576,-2.747273
0.112000,pre_motion,0.000000,-2.738992,-0.043576,-2.695415
0.113000,pre_motion,0.000000,-2.687134,-0.043576,-2.643558
0.114000,pre_motion,0.000000,-2.513042,-0.043576,-2.469466
0.115000,pre_motion,0.000000,-2.264450,-0.043576,-2.220874
0.116000,pre_motion,0.000000,-2.015858,-0.043576,-1.972281
0.117000,pre_motion,0.000000,-1.767265,-0.043576,-1.723689
0.118000,pre_motion,0.000000,-1.518673,-0.043576,-1.475097
0.119000,pre_motion,0.000000,-1.270081,-0.043576,-1.226505
0.120000,pre_motion,0.000000,-1.021489,-0.043576,-0.977913
0.121000,pre_motion,0.000000,-0.783816,-0.043576,-0.740240
0.122000,pre_motion,0.000000,-0.709264,-0.043576,-0.665688
0.123000,pre_motion,0.000000,-0.634712,-0.043576,-0.591136
0.124000,pre_motion,0.000000,-0.560161,-0.043576,-0.516584
0.125000,pre_motion,0.000000,-0.485609,-0.043576,-0.442033
0.126000,pre_motion,0.000000,-0.411057,-0.043576,-0.367481
0.127000,pre_motion,0.000000,-0.336506,-0.043576,-0.292929
0.128000,pre_motion,0.000000,-0.261954,-0.043576,-0.218378
0.129000,pre_motion,0.000000,-0.209981,-0.043576,-0.166405
0.130000,pre_motion,0.000000,-0.180215,-0.043576,-0.136639
0.131000,pre_motion,0.000000,-0.150449,-0.043576,-0.106873
0.132000,pre_motion,0.000000,-0.120684,-0.043576,-0.077107
0.133000,pre_motion,0.000000,-0.090918,-0.043576,-0.047341
0.134000,pre_motion,0.000000,-0.061152,-0.043576,-0.017575
0.135000,pre_motion,0.000000,-0.031386,-0.043576,0.012191
0.136000,pre_motion,0.000000,-0.001620,-0.043576,0.041956
0.137000,pre_motion,0.000000,0.214116,-0.043576,0.257692
0.138000,pre_motion,0.000000,0.440554,-0.043576,0.484130
0.139000,pre_motion,0.000000,0.666992,-0.043576,0.710568
0.140000,pre_motion,0.000000,0.893430,-0.043576,0.937007
0.141000,pre_motion,0.000000,1.119869,-0.043576,1.163445
0.142000,pre_motion,0.000000,1.346307,-0.043576,1.389883
0.143000,pre_motion,0.000000,1.572745,-0.043576,1.616321
0.144000,pre_motion,0.000000,1.720951,-0.043576,1.764528
0.145000,pre_motion,0.000000,1.745242,-0.043576,1.788818
0.146000,pre_motion,0.000000,1.769533,-0.043576,1.813109
0.147000,pre_motion,0.000000,1.793823,-0.043576,1.837399
0.148000,pre_motion,0.000000,1.818114,-0.043576,1.861690
0.149000,pre_motion,0.000000,1.842404,-0.043576,1.885981
0.150000,pre_motion,0.000000,1.866695,-0.043576,1.910271
0.151000,pre_motion,0.000000,1.890985,-0.043576,1.934562
0.152000,pre_motion,0.000000,1.807540,-0.043576,1.851116
0.153000,pre_motion,0.000000,1.701780,-0.043576,1.745357
0.154000,pre_motion,0.000000,1.596021,-0.043576,1.639598
0.155000,pre_motion,0.000000,1.490262,-0.043576,1.533838
0.156000,pre_motion,0.000000,1.384503,-0.043576,1.428079
0.157000,pre_motion,0.000000,1.278744,-0.043576,1.322320
0.158000,pre_motion,0.000000,1.172985,-0.043576,1.216561
0.159000,pre_motion,0.000000,1.098969,-0.043576,1.142545
0.160000,pre_motion,0.000000,1.110845,-0.043576,1.154422
0.161000,pre_motion,0.000000,1.122722,-0.043576,1.166298
0.162000,pre_motion,0.000000,1.134598,-0.043576,1.178175
0.163000,pre_motion,0.000000,1.146475,-0.043576,1.190051
0.164000,pre_motion,0.000000,1.158351,-0.043576,1.201928
0.165000,pre_motion,0.000000,1.170228,-0.043576,1.213804
0.166000,pre_motion,0.000000,1.182105,-0.043576,1.225681
0.167000,pre_motion,0.000000,1.144976,-0.043576,1.188552
0.168000,pre_motion,0.000000,1.087955,-0.043576,1.131531
0.169000,pre_motion,0.000000,1.030933,-0.043576,1.074509
0.170000,pre_motion,0.000000,0.973911,-0.043576,1.017488
0.171000,pre_motion,0.000000,0.916890,-0.043576,0.960466
0.172000,pre_motion,0.000000,0.859868,-0.043576,0.903444
0.173000,pre_motion,0.000000,0.802846,-0.043576,0.846423
0.174000,pre_motion,0.000000,0.782335,-0.043576,0.825911
0.175000,pre_motion,0.000000,0.964427,-0.043576,1.008004
0.176000,pre_motion,0.000000,1.146520,-0.043576,1.190097
0.177000,pre_motion,0.000000,1.328613,-0.043576,1.372190
0.178000,pre_motion,0.000000,1.510706,-0.043576,1.554283
0.179000,pre_motion,0.000000,1.692799,-0.043576,1.736376
0.180000,pre_motion,0.000000,1.874892,-0.043576,1.918469
0.181000,pre_motion,0.000000,2.056985,-0.043576,2.100561
0.182000,pre_motion,0.000000,2.160648,-0.043576,2.204225
0.183000,pre_motion,0.000000,2.210729,-0.043576,2.254305
0.184000,pre_motion,0.000000,2.260809,-0.043576,2.304385
0.185000,pre_motion,0.000000,2.310889,-0.043576,2.354465
0.186000,pre_motion,0.000000,2.360969,-0.043576,2.404545
0.187000,pre_motion,0.000000,2.411049,-0.043576,2.454626
0.188000,pre_motion,0.000000,2.461130,-0.043576,2.504706
0.189000,pre_motion,0.000000,2.503565,-0.043576,2.547142
0.190000,pre_motion,0.000000,2.338488,-0.043576,2.382065
0.191000,pre_motion,0.000000,2.173411,-0.043576,2.216987
0.192000,pre_motion,0.000000,2.008334,-0.043576,2.051910
0.193000,pre_motion,0.000000,1.843257,-0.043576,1.886833
0.194000,pre_motion,0.000000,1.678180,-0.043576,1.721756
0.195000,pre_motion,0.000000,1.513103,-0.043576,1.556679
0.196000,pre_motion,0.000000,1.348026,-0.043576,1.391602
0.197000,pre_motion,0.000000,1.225292,-0.043576,1.268869
0.198000,pre_motion,0.000000,1.148995,-0.043576,1.192572
0.199000,pre_motion,0.000000,1.072699,-0.043576,1.116275
0.200000,pre_motion,0.000000,0.996402,-0.043576,1.039978
0.201000,pre_motion,0.000000,0.920105,-0.043576,0.963681
0.202000,pre_motion,0.000000,0.843808,-0.043576,0.887384
0.203000,pre_motion,0.000000,0.767511,-0.043576,0.811087
0.204000,pre_motion,0.000000,0.691214,-0.043576,0.734790
0.205000,pre_motion,0.000000,0.741609,-0.043576,0.785185
0.206000,pre_motion,0.000000,0.803264,-0.043576,0.846840
0.207000,pre_motion,0.000000,0.864919,-0.043576,0.908495
0.208000,pre_motion,0.000000,0.926574,-0.043576,0.970150
0.209000,pre_motion,0.000000,0.988229,-0.043576,1.031806
0.210000,pre_motion,0.000000,1.049885,-0.043576,1.093461
0.211000,pre_motion,0.000000,1.111540,-0.043576,1.155116
0.212000,pre_motion,0.000000,1.131534,-0.043576,1.175111
0.213000,pre_motion,0.000000,1.077399,-0.043576,1.120976
0.214000,pre_motion,0.000000,1.023264,-0.043576,1.066840
0.215000,pre_motion,0.000000,0.969129,-0.043576,1.012705
0.216000,pre_motion,0.000000,0.914994,-0.043576,0.958570
0.217000,pre_motion,0.000000,0.860858,-0.043576,0.904435
0.218000,pre_motion,0.000000,0.806723,-0.043576,0.850300
0.219000,pre_motion,0.000000,0.752588,-0.043576,0.796164
0.220000,pre_motion,0.000000,0.698453,-0.043576,0.742029
0.221000,pre_motion,0.000000,0.644318,-0.043576,0.687894
0.222000,pre_motion,0.000000,0.590183,-0.043576,0.633759
0.223000,pre_motion,0.000000,0.536047,-0.043576,0.579624
0.224000,pre_motion,0.000000,0.481912,-0.043576,0.525488
0.225000,pre_motion,0.000000,0.427777,-0.043576,0.471353
0.226000,pre_motion,0.000000,0.373642,-0.043576,0.417218
0.227000,pre_motion,0.000000,0.411519,-0.043576,0.455096
0.228000,pre_motion,0.000000,0.736607,-0.043576,0.780183
0.229000,pre_motion,0.000000,1.061694,-0.043576,1.105270
0.230000,pre_motion,0.000000,1.386782,-0.043576,1.430358
0.231000,pre_motion,0.000000,1.711869,-0.043576,1.755445
0.232000,pre_motion,0.000000,2.036956,-0.043576,2.080533
0.233000,pre_motion,0.000000,2.362044,-0.043576,2.405620
0.234000,pre_motion,0.000000,2.687131,-0.043576,2.730707
0.235000,pre_motion,0.000000,2.671379,-0.043576,2.714955
0.236000,pre_motion,0.000000,2.498204,-0.043576,2.541780
0.237000,pre_motion,0.000000,2.325029,-0.043576,2.368605
0.238000,pre_motion,0.000000,2.151854,-0.043576,2.195430
0.239000,pre_motion,0.000000,1.978679,-0.043576,2.022255
0.240000,pre_motion,0.000000,1.805504,-0.043576,1.849081
0.241000,pre_motion,0.000000,1.632329,-0.043576,1.675906
0.242000,pre_motion,0.000000,1.502879,-0.043576,1.546455
0.243000,pre_motion,0.000000,1.678166,-0.043576,1.721743
0.244000,pre_motion,0.000000,1.853454,-0.043576,1.897030
0.245000,pre_motion,0.000000,2.028742,-0.043576,2.072318
0.246000,pre_motion,0.000000,2.204029,-0.043576,2.247605
0.247000,pre_motion,0.000000,2.379317,-0.043576,2.422893
0.248000,pre_motion,0.000000,2.554604,-0.043576,2.598181
0.249000,pre_motion,0.000000,2.729892,-0.043576,2.773468
0.250000,pre_motion,0.000000,2.748861,-0.043576,2.792437
0.251000,pre_motion,0.000000,2.648405,-0.043576,2.691981
0.252000,pre_motion,0.000000,2.547949,-0.043576,2.591525
0.253000,pre_motion,0.000000,2.447493,-0.043576,2.491069
0.254000,pre_motion,0.000000,2.347037,-0.043576,2.390613
0.255000,pre_motion,0.000000,2.246581,-0.043576,2.290157
0.256000,pre_motion,0.000000,2.146125,-0.043576,2.189702
0.257000,pre_motion,0.000000,2.047958,-0.043576,2.091534
0.258000,pre_motion,0.000000,2.222554,-0.043576,2.266130
0.259000,pre_motion,0.000000,2.397149,-0.043576,2.440725
0.260000,pre_motion,0.000000,2.571745,-0.043576,2.615321
0.261000,pre_motion,0.000000,2.746340,-0.043576,2.789917
0.262000,pre_motion,0.000000,2.920936,-0.043576,2.964512
0.263000,pre_motion,0.000000,3.095532,-0.043576,3.139108
0.264000,pre_motion,0.000000,3.270127,-0.043576,3.313704
0.265000,pre_motion,0.000000,3.346706,-0.043576,3.390282
0.266000,pre_motion,0.000000,3.303360,-0.043576,3.346936
0.267000,pre_motion,0.000000,3.260014,-0.043576,3.303590
0.268000,pre_motion,0.000000,3.216668,-0.043576,3.260245
0.269000,pre_motion,0.000000,3.173323,-0.043576,3.216899
0.270000,pre_motion,0.000000,3.129977,-0.043576,3.173553
0.271000,pre_motion,0.000000,3.086631,-0.043576,3.130207
0.272000,pre_motion,0.000000,3.043285,-0.043576,3.086861
0.273000,pre_motion,0.000000,3.000752,-0.043576,3.044329
0.274000,pre_motion,0.000000,2.958319,-0.043576,3.001895
0.275000,pre_motion,0.000000,2.915885,-0.043576,2.959461
0.276000,pre_motion,0.000000,2.873451,-0.043576,2.917028
0.277000,pre_motion,0.000000,2.831018,-0.043576,2.874594
0.278000,pre_motion,0.000000,2.788584,-0.043576,2.832160
0.279000,pre_motion,0.000000,2.746150,-0.043576,2.789727
0.280000,pre_motion,0.000000,2.671495,-0.043576,2.715071
0.281000,pre_motion,0.000000,2.532178,-0.043576,2.575754
0.282000,pre_motion,0.000000,2.392861,-0.043576,2.436437
0.283000,pre_motion,0.000000,2.253543,-0.043576,2.297120
0.284000,pre_motion,0.000000,2.114226,-0.043576,2.157803
0.285000,pre_motion,0.000000,1.974909,-0.043576,2.018485
0.286000,pre_motion,0.000000,1.835592,-0.043576,1.879168
0.287000,pre_motion,0.000000,1.696275,-0.043576,1.739851
0.288000,pre_motion,0.000000,1.759311,-0.043576,1.802888
0.289000,pre_motion,0.000000,1.881431,-0.043576,1.925007
0.290000,pre_motion,0.000000,2.003551,-0.043576,2.047127
0.291000,pre_motion,0.000000,2.125670,-0.043576,2.169247
0.292000,pre_motion,0.000000,2.247790,-0.043576,2.291366
0.293000,pre_motion,0.000000,2.369910,-0.043576,2.413486
0.294000,pre_motion,0.000000,2.492030,-0.043576,2.535606
0.295000,pre_motion,0.000000,2.599022,-0.043576,2.642599
0.296000,pre_motion,0.000000,2.650924,-0.043576,2.694500
0.297000,pre_motion,0.000000,2.702825,-0.043576,2.746401
0.298000,pre_motion,0.000000,2.754726,-0.043576,2.798302
0.299000,pre_motion,0.000000,2.806627,-0.043576,2.850204
0.300000,pre_motion,0.000000,2.858529,-0.043576,2.902105
0.301000,pre_motion,0.000000,2.910430,-0.043576,2.954006
0.302000,pre_motion,0.000000,2.962331,-0.043576,3.005907
0.303000,pre_motion,0.000000,2.978477,-0.043576,3.022054
0.304000,pre_motion,0.000000,2.975944,-0.043576,3.019520
0.305000,pre_motion,0.000000,2.973411,-0.043576,3.016987
0.306000,pre_motion,0.000000,2.970878,-0.043576,3.014454
0.307000,pre_motion,0.000000,2.968345,-0.043576,3.011921
0.308000,pre_motion,0.000000,2.965812,-0.043576,3.009388
0.309000,pre_motion,0.000000,2.963279,-0.043576,3.006855
0.310000,pre_motion,0.000000,2.959721,-0.043576,3.003297
0.311000,pre_motion,0.000000,2.946765,-0.043576,2.990341
0.312000,pre_motion,0.000000,2.933809,-0.043576,2.977385
0.313000,pre_motion,0.000000,2.920853,-0.043576,2.964429
0.314000,pre_motion,0.000000,2.907896,-0.043576,2.951473
0.315000,pre_motion,0.000000,2.894940,-0.043576,2.938517
0.316000,pre_motion,0.000000,2.881984,-0.043576,2.925560
0.317000,pre_motion,0.000000,2.869028,-0.043576,2.912604
0.318000,pre_motion,0.000000,2.859832,-0.043576,2.903408
0.319000,pre_motion,0.000000,2.853842,-0.043576,2.897418
0.320000,pre_motion,0.000000,2.847852,-0.043576,2.891428
0.321000,pre_motion,0.000000,2.841863,-0.043576,2.885439
0.322000,pre_motion,0.000000,2.835873,-0.043576,2.879449
0.323000,pre_motion,0.000000,2.829883,-0.043576,2.873460
0.324000,pre_motion,0.000000,2.823894,-0.043576,2.867470
0.325000,pre_motion,0.000000,2.817904,-0.043576,2.861480
0.326000,pre_motion,0.000000,2.842264,-0.043576,2.885841
0.327000,pre_motion,0.000000,2.867209,-0.043576,2.910785
0.328000,pre_motion,0.000000,2.892154,-0.043576,2.935730
0.329000,pre_motion,0.000000,2.917098,-0.043576,2.960675
0.330000,pre_motion,0.000000,2.942043,-0.043576,2.985619
0.331000,pre_motion,0.000000,2.966988,-0.043576,3.010564
0.332000,pre_motion,0.000000,2.991932,-0.043576,3.035509
0.333000,pre_motion,0.000000,3.046199,-0.043576,3.089775
0.334000,pre_motion,0.000000,3.140539,-0.043576,3.184115
0.335000,pre_motion,0.000000,3.234879,-0.043576,3.278455
0.336000,pre_motion,0.000000,3.329219,-0.043576,3.372796
0.337000,pre_motion,0.000000,3.423560,-0.043576,3.467136
0.338000,pre_motion,0.000000,3.517900,-0.043576,3.561476
0.339000,pre_motion,0.000000,3.612240,-0.043576,3.655816
0.340000,pre_motion,0.000000,3.706580,-0.043576,3.750156
0.341000,pre_motion,0.000000,3.551329,-0.043576,3.594906
0.342000,pre_motion,0.000000,3.356776,-0.043576,3.400352
0.343000,pre_motion,0.000000,3.162222,-0.043576,3.205798
0.344000,pre_motion,0.000000,2.967668,-0.043576,3.011244
0.345000,pre_motion,0.000000,2.773114,-0.043576,2.816691
0.346000,pre_motion,0.000000,2.578561,-0.043576,2.622137
0.347000,pre_motion,0.000000,2.384007,-0.043576,2.427583
0.348000,pre_motion,0.000000,2.159585,-0.043576,2.203161
0.349000,pre_motion,0.000000,1.867221,-0.043576,1.910797
0.350000,pre_motion,0.000000,1.574858,-0.043576,1.618434
0.351000,pre_motion,0.000000,1.282494,-0.043576,1.326071
0.352000,pre_motion,0.000000,0.990131,-0.043576,1.033707
0.353000,pre_motion,0.000000,0.697767,-0.043576,0.741344
0.354000,pre_motion,0.000000,0.405404,-0.043576,0.448980
0.355000,pre_motion,0.000000,0.113040,-0.043576,0.156617
0.356000,pre_motion,0.000000,-0.060833,-0.043576,-0.017257
0.357000,pre_motion,0.000000,-0.194532,-0.043576,-0.150955
0.358000,pre_motion,0.000000,-0.328230,-0.043576,-0.284654
0.359000,pre_motion,0.000000,-0.461929,-0.043576,-0.418353
0.360000,pre_motion,0.000000,-0.595628,-0.043576,-0.552052
0.361000,pre_motion,0.000000,-0.729327,-0.043576,-0.685751
0.362000,pre_motion,0.000000,-0.863026,-0.043576,-0.819449
0.363000,pre_motion,0.000000,-0.972279,-0.043576,-0.928703
0.364000,pre_motion,0.000000,-0.976101,-0.043576,-0.932524
0.365000,pre_motion,0.000000,-0.979922,-0.043576,-0.936346
0.366000,pre_motion,0.000000,-0.983744,-0.043576,-0.940167
0.367000,pre_motion,0.000000,-0.987565,-0.043576,-0.943989
0.368000,pre_motion,0.000000,-0.991387,-0.043576,-0.947810
0.369000,pre_motion,0.000000,-0.995208,-0.043576,-0.951632
0.370000,pre_motion,0.000000,-0.999030,-0.043576,-0.955453
0.371000,pre_motion,0.000000,-0.956145,-0.043576,-0.912569
0.372000,pre_motion,0.000000,-0.885787,-0.043576,-0.842211
0.373000,pre_motion,0.000000,-0.815430,-0.043576,-0.771853
0.374000,pre_motion,0.000000,-0.745072,-0.043576,-0.701495
0.375000,pre_motion,0.000000,-0.674714,-0.043576,-0.631138
0.376000,pre_motion,0.000000,-0.604356,-0.043576,-0.560780
0.377000,pre_motion,0.000000,-0.533998,-0.043576,-0.490422
0.378000,pre_motion,0.000000,-0.467350,-0.043576,-0.423774
0.379000,pre_motion,0.000000,-0.449199,-0.043576,-0.405623
0.380000,pre_motion,0.000000,-0.431048,-0.043576,-0.387471
0.381000,pre_motion,0.000000,-0.412896,-0.043576,-0.369320
0.382000,pre_motion,0.000000,-0.394745,-0.043576,-0.351169
0.383000,pre_motion,0.000000,-0.376593,-0.043576,-0.333017
0.384000,pre_motion,0.000000,-0.358442,-0.043576,-0.314866
0.385000,pre_motion,0.000000,-0.340291,-0.043576,-0.296714
0.386000,pre_motion,0.000000,-0.315010,-0.043576,-0.271434
0.387000,pre_motion,0.000000,-0.282947,-0.043576,-0.239371
0.388000,pre_motion,0.000000,-0.250885,-0.043576,-0.207308
0.389000,pre_motion,0.000000,-0.218822,-0.043576,-0.175246
0.390000,pre_motion,0.000000,-0.186759,-0.043576,-0.143183
0.391000,pre_motion,0.000000,-0.154696,-0.043576,-0.111120
0.392000,pre_motion,0.000000,-0.122634,-0.043576,-0.079057
0.393000,pre_motion,0.000000,-0.090571,-0.043576,-0.046995
0.394000,pre_motion,0.000000,-0.099634,-0.043576,-0.056058
0.395000,pre_motion,0.000000,-0.110685,-0.043576,-0.067109
0.396000,pre_motion,0.000000,-0.121736,-0.043576,-0.078160
0.397000,pre_motion,0.000000,-0.132787,-0.043576,-0.089210
0.398000,pre_motion,0.000000,-0.143838,-0.043576,-0.100261
0.399000,pre_motion,0.000000,-0.154888,-0.043576,-0.111312
0.400000,pre_motion,0.000000,-0.165939,-0.043576,-0.122363
0.401000,pre_motion,0.000000,-0.217641,-0.043576,-0.174065
0.402000,pre_motion,0.000000,-0.331523,-0.043576,-0.287947
0.403000,pre_motion,0.000000,-0.445405,-0.043576,-0.401829
0.404000,pre_motion,0.000000,-0.559287,-0.043576,-0.515711
0.405000,pre_motion,0.000000,-0.673169,-0.043576,-0.629593
0.406000,pre_motion,0.000000,-0.787051,-0.043576,-0.743475
0.407000,pre_motion,0.000000,-0.900933,-0.043576,-0.857357
0.408000,pre_motion,0.000000,-1.014815,-0.043576,-0.971239
0.409000,pre_motion,0.000000,-1.131659,-0.043576,-1.088083
0.410000,pre_motion,0.000000,-1.249081,-0.043576,-1.205504
0.411000,pre_motion,0.000000,-1.366502,-0.043576,-1.322926
0.412000,pre_motion,0.000000,-1.483924,-0.043576,-1.440348
0.413000,pre_motion,0.000000,-1.601346,-0.043576,-1.557770
0.414000,pre_motion,0.000000,-1.718768,-0.043576,-1.675191
0.415000,pre_motion,0.000000,-1.836189,-0.043576,-1.792613
0.416000,pre_motion,0.000000,-1.922452,-0.043576,-1.878876
0.417000,pre_motion,0.000000,-1.927859,-0.043576,-1.884283
0.418000,pre_motion,0.000000,-1.933266,-0.043576,-1.889690
0.419000,pre_motion,0.000000,-1.938673,-0.043576,-1.895097
0.420000,pre_motion,0.000000,-1.944080,-0.043576,-1.900504
0.421000,pre_motion,0.000000,-1.949487,-0.043576,-1.905911
0.422000,pre_motion,0.000000,-1.954894,-0.043576,-1.911318
0.423000,pre_motion,0.000000,-1.960301,-0.043576,-1.916724
0.424000,pre_motion,0.000000,-1.936333,-0.043576,-1.892757
0.425000,pre_motion,0.000000,-1.900919,-0.043576,-1.857343
0.426000,pre_motion,0.000000,-1.865505,-0.043576,-1.821929
