# trace n_full=62853 stride=5 n_written=12571
# B0_Ns_per_m=400
# K_N_per_m=5000
# bias_um=0
# case_id=ASFC_default
# fd_scale=1
# fd_sha256=58858d990d4f36176992fea6e5590f4a8ab64bca1face89aaacc6ea25d261187
# mode=ASFC
# mu=896436268.5
# n=3
# n_steps_done=62853
# note=
# r_actual=1
# r_design=1
# status=OK
# v_ref_m_s=0.0006679905
# units t=s phase=code along_mm=mm y_d=m y_sim=m e_um=um e_raw_um=um b_um=um e_vib_um=um v_m_s=m/s Fd_N=N F_spring_N=N F_linear_damping_N=N F_shear_N=N F_SFC_N=N tau_1=N*m tau_2=N*m tau_3=N*m tau_4=N*m tau_5=N*m tau_6=N*m
# phase_names=start,fwd_steady,turn,ret_steady,stop
t,phase,along_mm,y_d,y_sim,e_um,e_raw_um,b_um,e_vib_um,v_m_s,Fd_N,F_spring_N,F_linear_damping_N,F_shear_N,F_SFC_N,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6
15.415,1,71.7524,-0.174,-0.173995,4.58036,34.5054,24.1532,10.3522,-0.000332665,-0.004716,-0.0229018,0.133066,0.0330021,0.143166,-0.0890146,-9.96263e-05,2.0752e-05,2.07992e-05,-0.0143161,0
15.42,1,71.7793,-0.174,-0.173996,3.56442,31.8128,24.1532,7.6596,-7.38304e-05,0.000726,-0.0178221,0.0295322,0.000360765,0.0120708,-0.0075048,-8.41313e-06,1.75239e-06,1.75644e-06,-0.00120703,1.34013e-18
15.425,1,71.8062,-0.174,-0.173997,3.02178,31.135,24.1532,6.98173,-0.000252069,-0.887234,-0.0151089,0.100827,0.0143574,0.100076,-0.0622178,-6.98213e-05,1.45428e-05,1.4577e-05,-0.0100072,0
15.43,1,71.8331,-0.174,-0.173999,0.943712,27.6904,24.1532,3.53719,-0.000638321,-1.60889,-0.00471856,0.255328,0.233151,0.483761,-0.300745,-0.000338426,7.04875e-05,7.06556e-05,-0.0483742,0
15.435,1,71.8599,-0.174,-0.174003,-2.52946,22.772,24.1532,-1.3813,-0.000693045,-1.2767,0.0126473,0.277218,0.298404,0.588269,-0.365701,-0.000413309,8.60818e-05,8.62903e-05,-0.0588246,-6.5311e-17
15.44,1,71.8868,-0.174,-0.174005,-5.48574,15.9143,24.1532,-8.23891,-0.000377257,-0.140237,0.0274287,0.150903,0.0481319,0.226464,-0.140776,-0.000159707,3.3262e-05,3.33437e-05,-0.0226455,0
15.445,1,71.9137,-0.174,-0.174006,-6.37689,15.231,24.1532,-8.92227,0.0001217,0.700851,0.0318845,-0.0486801,-0.00161582,-0.0184114,0.0114446,1.3003e-05,-2.70803e-06,-2.71479e-06,0.00184107,-2.04408e-18
15.45,1,71.9406,-0.174,-0.174005,-5.11331,16.5223,24.1532,-7.63094,0.00034582,0.469568,0.0255666,-0.138328,-0.037074,-0.149835,0.0931344,0.000105717,-2.20162e-05,-2.20721e-05,0.014983,-1.66351e-17
15.455,1,71.9674,-0.174,-0.174004,-3.76437,19.1232,24.1532,-5.03006,7.46184e-05,-0.518671,0.0188219,-0.0298474,-0.000372441,-0.0113979,0.00708441,8.03279e-06,-1.67282e-06,-1.67713e-06,0.00113975,1.26542e-18
15.46,1,71.9943,-0.174,-0.174004,-4.35508,16.4304,24.1532,-7.72281,-0.000395876,-1.26448,0.0217754,0.15835,0.0556157,0.235741,-0.14652,-0.000166309,3.46326e-05,3.47233e-05,-0.0235732,0
15.465,1,72.0162,-0.174,-0.174007,-6.85155,12.8462,24.1532,-11.3071,-0.000567098,-1.15292,0.0342577,0.226839,0.163491,0.424588,-0.263882,-0.000300485,6.25718e-05,6.2738e-05,-0.0424571,0
15.47,1,72.0251,-0.174,-0.174009,-9.46398,10.568,24.1532,-13.5852,-0.000412183,-0.524796,0.0473199,0.164873,0.0627754,0.274969,-0.170886,-0.000195246,4.06561e-05,4.07656e-05,-0.0274958,0
15.475,1,72.0341,-0.174,-0.174011,-11.0324,8.28986,24.1532,-15.8634,-0.000181752,-0.213148,0.0551621,0.0727008,0.00538216,0.133245,-0.082805,-9.48176e-05,1.97432e-05,1.97972e-05,-0.013324,-1.47932e-17
15.48,1,72.043,-0.174,-0.174012,-11.7878,6.0117,24.1532,-18.1415,-0.000169564,-0.614215,0.058939,0.0678255,0.00437037,0.131135,-0.0814903,-9.3431e-05,1.94538e-05,1.95078e-05,-0.013113,1.45589e-17
15.485,1,72.052,-0.174,-0.174013,-13.0853,3.73354,24.1532,-20.4197,-0.000423188,-1.2782,0.0654265,0.169275,0.067939,0.302641,-0.188061,-0.000216012,4.49751e-05,4.51021e-05,-0.0302629,0
15.49,1,72.0743,-0.174,-0.174016,-15.6624,0.853595,24.1532,-23.2997,-0.000594789,-1.39996,0.0783118,0.237915,0.188629,0.504856,-0.313705,-0.000361494,7.52627e-05,7.54783e-05,-0.0504836,-5.60503e-17
15.495,1,72.1012,-0.174,-0.174018,-18.4593,-2.37119,24.1532,-26.5244,-0.000441728,-0.67445,0.0922967,0.176691,0.077265,0.346253,-0.215145,-0.000248785,5.17949e-05,5.19454e-05,-0.0346239,3.84418e-17
15.5,1,72.128,-0.174,-0.17402,-19.8895,-6.05154,24.1532,-30.2048,-1.16103e-05,0.341131,0.0994473,0.00464412,1.40298e-06,0.104093,-0.0646759,-7.49387e-05,1.56011e-05,1.5647e-05,-0.0104089,1.15566e-17
15.505,1,72.1549,-0.174,-0.174019,-19.0009,-4.94279,24.1532,-29.096,0.000405296,0.714979,0.0950044,-0.162118,-0.0596811,-0.126795,0.0787784,9.12305e-05,-1.89921e-05,-1.90488e-05,0.012679,0
15.51,1,72.1818,-0.174,-0.174017,-16.8295,-2.15448,24.1532,-26.3077,0.00037654,0.032266,0.0841476,-0.150616,-0.0478577,-0.114326,0.0710287,8.20928e-05,-1.70893e-05,-1.7141e-05,0.0114321,0
15.515,1,72.2087,-0.174,-0.174016,-15.7179,-0.029958,24.1532,-24.1832,-7.11249e-05,-1.14093,0.0785897,0.02845,0.000322541,0.107362,-0.0666998,-7.70227e-05,1.60333e-05,1.60824e-05,-0.0107358,1.19196e-17
15.52,1,72.2355,-0.174,-0.174017,-17.1642,-2.19679,24.1532,-26.35,-0.000553976,-1.69536,0.0858209,0.22159,0.152403,0.459814,-0.285653,-0.000330501,6.87964e-05,6.90095e-05,-0.0459796,5.10496e-17
15.525,1,72.2624,-0.174,-0.17402,-20.1164,-5.93915,24.1532,-30.0924,-0.000534561,-0.981109,0.100582,0.213824,0.136934,0.451341,-0.280378,-0.000325577,6.77701e-05,6.79822e-05,-0.0451323,5.01089e-17
15.53,1,72.2893,-0.174,-0.174022,-21.9505,-8.42368,24.1532,-32.5769,-3.00986e-05,0.533183,0.109753,0.0120394,2.44433e-05,0.121817,-0.0756709,-8.80856e-05,1.83349e-05,1.83929e-05,-0.0121812,0
15.535,1,72.3161,-0.174,-0.174021,-20.6421,-7.16222,24.1532,-31.3155,0.000657148,1.6194,0.103211,-0.262859,-0.254395,-0.414043,0.257189,0.000299099,-6.22554e-05,-6.24546e-05,0.0414027,0
15.54,1,72.343,-0.174,-0.174017,-16.8099,-3.39115,24.1532,-27.5444,0.000809302,1.41259,0.0840493,-0.323721,-0.475172,-0.714843,0.444018,0.000514434,-0.000107073,-0.000107419,0.0714815,0
15.545,1,72.3699,-0.174,-0.174013,-13.2046,3.9808,24.1532,-20.1724,0.000527422,0.245042,0.0660228,-0.210969,-0.13152,-0.276466,0.171718,0.000198239,-4.12595e-05,-4.13946e-05,0.0276455,0
15.55,1,72.3968,-0.174,-0.174011,-11.4989,7.34306,24.1532,-16.8102,5.38994e-05,-0.673314,0.0574944,-0.0215598,-0.000140369,0.0357943,-0.0222316,-2.56262e-05,5.33342e-06,5.35109e-06,-0.00357929,0
15.555,1,72.4236,-0.174,-0.174012,-11.918,8.14803,24.1532,-16.0052,-0.00019405,-0.472128,0.0595899,0.0776199,0.00655026,0.14376,-0.0892849,-0.000103004,2.14371e-05,2.15089e-05,-0.0143754,0
15.56,1,72.4505,-0.174,-0.174013,-12.5455,6.45214,24.1532,-17.7011,6.33925e-05,0.490643,0.0627276,-0.025357,-0.000228367,0.0371423,-0.023067,-2.66414e-05,5.54444e-06,5.56319e-06,-0.00371408,0
15.565,1,72.4774,-0.174,-0.174011,-11.3355,8.22085,24.1532,-15.9324,0.00047417,1.02971,0.0566777,-0.189668,-0.0955698,-0.22856,0.14194,0.000163793,-3.40867e-05,-3.42031e-05,0.0228551,2.53753e-17
15.57,1,72.5043,-0.174,-0.174009,-8.74984,11.9554,24.1532,-12.1979,0.000480165,0.44109,0.0437492,-0.192066,-0.0992413,-0.247558,0.153733,0.000176972,-3.68282e-05,-3.69555e-05,0.0247548,0
15.575,1,72.5311,-0.174,-0.174007,-7.04598,14.9643,24.1532,-9.18895,7.20185e-05,-0.686687,0.0352299,-0.0288074,-0.00033485,0.00608768,-0.00378027,-4.34521e-06,9.04222e-07,9.0738e-07,-0.000608744,0
15.58,1,72.558,-0.174,-0.174008,-7.69603,14.2828,24.1532,-9.87045,-0.000375717,-1.08347,0.0384801,0.150287,0.0475446,0.236311,-0.146737,-0.00016885,3.51361e-05,3.52601e-05,-0.0236302,0
15.585,1,72.5849,-0.174,-0.17401,-9.68768,11.3562,24.1532,-12.7971,-0.000310659,-0.201445,0.0484384,0.124264,0.0268765,0.199579,-0.123922,-0.000142972,2.97505e-05,2.98565e-05,-0.0199571,0
15.59,1,72.6118,-0.174,-0.17401,-10.2615,10.1883,24.1532,-13.9649,0.000244332,1.14256,0.0513077,-0.0977326,-0.0130755,-0.0595004,0.0369435,4.26702e-05,-8.87881e-06,-8.91077e-06,0.0059498,0
15.595,1,72.6386,-0.174,-0.174008,-7.88324,13.2415,24.1532,-10.9118,0.00071817,1.63833,0.0394162,-0.287268,-0.332048,-0.5799,0.360042,0.000414968,-8.63438e-05,-8.66581e-05,0.0579877,0
15.6,1,72.6655,-0.174,-0.174004,-4.26438,19.2117,24.1532,-4.94151,0.000644408,0.922403,0.0213219,-0.257763,-0.239885,-0.476326,0.295725,0.000339625,-7.06644e-05,-7.09246e-05,0.0476308,0
15.605,1,72.6924,-0.174,-0.174002,-1.7139,23.3211,24.1532,-0.832159,0.000280573,-0.030023,0.00856948,-0.112229,-0.0197996,-0.123459,0.0766459,8.781e-05,-1.82697e-05,-1.83377e-05,0.0123454,0
15.61,1,72.7193,-0.174,-0.174001,-0.996817,24.8735,24.1532,0.720223,7.25408e-06,-0.013815,0.00498409,-0.00290163,-3.42189e-07,0.00208211,-0.00129257,-1.48025e-06,3.0797e-07,3.09129e-07,-0.000208203,2.31161e-19
15.615,1,72.7461,-0.174,-0.174001,-0.734714,24.5678,24.1532,0.414523,0.00022803,1.0488,0.00367357,-0.0912122,-0.0106291,-0.0981677,0.0609395,6.9799e-05,-1.45215e-05,-1.45766e-05,0.00981638,0
15.62,1,72.773,-0.174,-0.173999,1.42461,28.0207,24.1532,3.86748,0.000715489,2.03577,-0.00712307,-0.286196,-0.328344,-0.621662,0.385893,0.000441151,-9.17772e-05,-9.21296e-05,0.0621638,0
15.625,1,72.7999,-0.174,-0.173995,5.4171,34.0166,24.1532,9.8634,0.000829451,1.89323,-0.0270855,-0.33178,-0.511554,-0.87042,0.540286,0.000615191,-0.00012798,-0.000128477,0.0870385,0
15.63,1,72.8267,-0.174,-0.173991,9.15907,42.135,24.1532,17.9818,0.000567941,0.777638,-0.0457954,-0.227177,-0.164222,-0.437194,0.271363,0.000307821,-6.40348e-05,-6.42861e-05,0.0437176,0
15.635,1,72.8536,-0.174,-0.173989,11.1074,45.6183,24.1532,21.4651,0.000107703,-0.199603,-0.0555371,-0.0430813,-0.00111997,-0.0997384,0.0619045,7.00955e-05,-1.45812e-05,-1.4639e-05,0.00997344,-1.10732e-17
15.64,1,72.8805,-0.174,-0.173989,10.8743,45.47,24.1532,21.3168,-0.000204016,-0.251211,-0.0543715,0.0816063,0.00761222,0.0348471,-0.0216276,-2.45057e-05,5.09751e-06,5.11791e-06,-0.00348457,-3.86881e-18
15.645,1,72.9074,-0.174,-0.17399,9.89572,41.8313,24.1532,17.678,-0.000116426,0.294947,-0.0494786,0.0465705,0.00141473,-0.00149336,0.000926805,1.05177e-06,-2.18776e-07,-2.1966e-07,0.00014933,-1.65797e-19
15.65,1,72.9342,-0.174,-0.17399,9.78499,44.4049,24.1532,20.2517,0.000102706,0.537858,-0.0489249,-0.0410824,-0.000971199,-0.0909786,0.0564604,6.41117e-05,-1.33354e-05,-1.33897e-05,0.0090975,0
15.655,1,72.9611,-0.174,-0.17399,10.4031,45.8896,24.1532,21.7364,9.12848e-05,0.127251,-0.0520154,-0.0365139,-0.000681891,-0.0892112,0.0553613,6.28491e-05,-1.30723e-05,-1.31262e-05,0.00892077,-9.90444e-18
15.66,1,72.988,-0.174,-0.17399,10.4101,46.1946,24.1532,22.0413,-0.000152843,-0.384892,-0.0520506,0.061137,0.00320075,0.0122871,-0.00762464,-8.65958e-06,1.8011e-06,1.80858e-06,-0.00122867,0
15.665,1,73.0149,-0.174,-0.173991,9.2471,42.3277,24.1532,18.1744,-0.000296251,-0.295157,-0.0462355,0.118501,0.0233078,0.0955728,-0.059304,-6.7471e-05,1.40328e-05,1.40917e-05,-0.0095569,0
15.67,1,73.0417,-0.174,-0.173992,7.99458,40.476,24.1532,16.3227,-0.000121395,0.387049,-0.0399729,0.048558,0.00160369,0.0101888,-0.00632198,-7.20608e-06,1.49869e-06,1.50504e-06,-0.00101884,-1.13118e-18
15.675,1,73.0686,-0.174,-0.173992,8.08229,40.8533,24.1532,16.7001,0.000228656,0.98526,-0.0404115,-0.0914625,-0.0107169,-0.142591,0.0884716,0.000100884,-2.09808e-05,-2.10705e-05,0.0142585,-1.58308e-17
15.68,1,73.0827,-0.174,-0.17399,9.69692,43.2313,24.1532,19.078,0.000397813,0.964451,-0.0484846,-0.159125,-0.0564359,-0.264046,0.163822,0.000186559,-3.87972e-05,-3.89649e-05,0.0264035,0
15.685,1,73.0961,-0.174,-0.173988,11.5278,45.3542,24.1532,21.201,0.000274374,0.483828,-0.0576391,-0.10975,-0.018516,-0.185905,0.115336,0.000131133,-2.72696e-05,-2.73887e-05,0.0185897,0
15.69,1,73.1096,-0.174,-0.173988,12.4265,47.0522,24.1532,22.899,3.82261e-05,0.100066,-0.0621323,-0.0152905,-5.00727e-05,-0.0774728,0.0480626,5.4613e-05,-1.13566e-05,-1.14066e-05,0.00774697,8.60121e-18
15.695,1,73.1355,-0.174,-0.173988,12.2884,45.918,24.1532,21.7648,-8.73639e-05,0.090983,-0.0614422,0.0349455,0.000597743,-0.0258989,0.0160665,1.82666e-05,-3.79833e-06,-3.81525e-06,0.00258978,0
15.7,1,73.1623,-0.174,-0.173988,11.8749,45.5652,24.1532,21.412,-5.67167e-05,0.232384,-0.0593747,0.0226867,0.000163551,-0.0365245,0.0226573,2.5783e-05,-5.36107e-06,-5.38519e-06,0.0036523,0
15.705,1,73.1892,-0.174,-0.173988,11.6985,46.1215,24.1532,21.9683,-1.7363e-05,0.193073,-0.0584923,0.00694519,4.69236e-06,-0.0515424,0.031972,3.6406e-05,-7.56966e-06,-7.60402e-06,0.00515404,0
15.71,1,73.2161,-0.174,-0.173988,11.5338,45.8448,24.1532,21.6915,-7.62945e-05,-0.035602,-0.0576688,0.0305178,0.000398107,-0.0267529,0.0165943,1.89072e-05,-3.93112e-06,-3.94913e-06,0.00267518,-2.97016e-18
15.715,1,73.243,-0.174,-0.173989,10.9382,44.5316,24.1532,20.3784,-0.000178508,-0.185364,-0.0546908,0.0714031,0.00509906,0.0218113,-0.0135286,-1.5431e-05,3.20826e-06,3.22308e-06,-0.00218104,0
15.72,1,73.2698,-0.174,-0.17399,9.95572,42.5221,24.1532,18.3688,-0.000198714,-0.078581,-0.0497786,0.0794855,0.007034,0.0367409,-0.0227878,-2.60321e-05,5.41217e-06,5.43738e-06,-0.00367394,0
15.725,1,73.2967,-0.174,-0.173991,9.1142,41.5303,24.1532,17.377,-0.000105106,0.181246,-0.045571,0.0420424,0.00104088,-0.00248769,0.00154287,1.76498e-06,-3.66934e-07,-3.68658e-07,0.000248759,-2.76189e-19
15.73,1,73.3236,-0.174,-0.173991,8.85548,41.1411,24.1532,16.9879,2.47933e-05,0.371554,-0.0442774,-0.00991732,-1.36623e-05,-0.0542084,0.0336189,3.8487e-05,-8.0011e-06,-8.039e-06,0.00542062,0
15.735,1,73.3505,-0.174,-0.173991,9.1588,41.1529,24.1532,16.9996,9.7084e-05,0.387607,-0.045794,-0.0388336,-0.00082028,-0.0854479,0.0529908,6.06708e-05,-1.26125e-05,-1.26727e-05,0.00854444,0
15.74,1,73.3773,-0.174,-0.17399,9.64862,41.3704,24.1532,17.2172,8.44369e-05,0.278626,-0.0482431,-0.0337747,-0.000539654,-0.0825575,0.0511962,5.86099e-05,-1.21837e-05,-1.22424e-05,0.00825541,0
15.745,1,73.4042,-0.174,-0.17399,9.95387,41.5832,24.1532,17.4299,2.04742e-05,0.139183,-0.0497693,-0.00818968,-7.6938e-06,-0.0579667,0.0359453,4.11544e-05,-8.55482e-06,-8.59636e-06,0.00579644,0
15.75,1,73.4311,-0.174,-0.17399,9.91253,41.6342,24.1532,17.481,-4.76535e-05,0.048675,-0.0495627,0.0190614,9.70074e-05,-0.0304042,0.0188529,2.15955e-05,-4.48894e-06,-4.51091e-06,0.0030403,0
15.755,1,73.4526,-0.174,-0.17399,9.57684,41.4065,24.1532,17.2532,-8.35017e-05,0.068553,-0.0478842,0.0334007,0.000521922,-0.0139616,0.00865688,9.92423e-06,-2.06284e-06,-2.07302e-06,0.0013961,0
15.76,1,73.4795,-0.174,-0.173991,9.20291,40.9937,24.1532,16.8405,-5.03407e-05,0.184005,-0.0460146,0.0201363,0.00011436,-0.0257639,0.0159743,1.83287e-05,-3.80965e-06,-3.8286e-06,0.00257629,2.86037e-18
15.765,1,73.5063,-0.174,-0.173991,9.07053,40.6382,24.1532,16.4849,5.22605e-06,0.238695,-0.0453526,-0.00209042,-1.2795e-07,-0.0474432,0.0294147,3.37702e-05,-7.01897e-06,-7.05417e-06,0.00474413,0
15.77,1,73.5332,-0.174,-0.173991,9.11121,40.3367,24.1532,16.1835,-1.10536e-05,0.052569,-0.0455561,0.00442145,1.21069e-06,-0.0411334,0.0255016,2.92893e-05,-6.08746e-06,-6.11823e-06,0.00411317,4.56673e-18
15.775,1,73.5601,-0.174,-0.173991,8.82255,39.9462,24.1532,15.7929,-0.000147353,-0.303868,-0.0441127,0.058941,0.00286809,0.0176964,-0.0109708,-1.26098e-05,2.62072e-06,2.63407e-06,-0.00176957,0
15.78,1,73.5869,-0.174,-0.173992,7.75854,38.9151,24.1532,14.7619,-0.000290857,-0.435614,-0.0387927,0.116343,0.0220576,0.0996076,-0.0617489,-7.10882e-05,1.4774e-05,1.48498e-05,-0.00996036,0
15.785,1,73.6138,-0.174,-0.173994,6.30452,37.3099,24.1532,13.1567,-0.000236077,0.008328,-0.0315226,0.0944306,0.0117945,0.0747025,-0.0463077,-5.34214e-05,1.1102e-05,1.11594e-05,-0.00746994,8.29364e-18
15.79,1,73.6407,-0.174,-0.173994,5.67987,34.9329,24.1532,10.7797,8.83211e-05,0.85188,-0.0283994,-0.0353284,-0.000617608,-0.0643454,0.0398857,4.60666e-05,-9.57325e-06,-9.62316e-06,0.00643428,0
15.795,1,73.6676,-0.174,-0.173993,6.96225,36.5861,24.1532,12.4329,0.00047977,1.42045,-0.0348113,-0.191908,-0.0989964,-0.325716,0.201893,0.000232963,-4.8411e-05,-4.86654e-05,0.0325702,0
15.8,1,73.6944,-0.174,-0.17399,9.6896,39.9823,24.1532,15.829,0.000567859,1.19576,-0.048448,-0.227144,-0.16415,-0.439742,0.272559,0.000313701,-6.51866e-05,-6.5532e-05,0.0439724,0
15.805,1,73.7213,-0.174,-0.173988,12.1672,45.2461,24.1532,21.0928,0.000338345,0.402369,-0.0608359,-0.135338,-0.0347215,-0.230895,0.143107,0.000164326,-3.41454e-05,-3.43278e-05,0.0230886,0
15.81,1,73.7482,-0.174,-0.173987,13.133,46.3035,24.1532,22.1503,-2.48475e-05,-0.214461,-0.0656651,0.00993901,1.37521e-05,-0.0557123,0.0345286,3.96218e-05,-8.23278e-06,-8.2771e-06,0.005571,-6.18531e-18
15.815,1,73.7751,-0.174,-0.173988,12.4796,45.8423,24.1532,21.6891,-0.000232972,-0.231083,-0.062398,0.093189,0.0113353,0.0421263,-0.0261073,-2.99927e-05,6.23183e-06,6.26562e-06,-0.00421246,0
15.82,1,73.8019,-0.174,-0.173989,11.3292,43.4176,24.1532,19.2644,-0.00019463,-0.002311,-0.0566459,0.0778521,0.00660922,0.0278154,-0.0172376,-1.98372e-05,4.12162e-06,4.14413e-06,-0.00278143,3.08813e-18
15.825,1,73.8288,-0.174,-0.17399,10.4963,42.5802,24.1532,18.4269,-0.000152107,-0.129107,-0.0524815,0.0608429,0.00315477,0.0115162,-0.00713642,-8.22408e-06,1.70868e-06,1.71808e-06,-0.00115157,-1.27855e-18
15.83,1,73.8557,-0.174,-0.17399,9.52829,41.7253,24.1532,17.5721,-0.00028793,-0.575309,-0.0476414,0.115172,0.0213983,0.0889286,-0.0551055,-6.36006e-05,1.32136e-05,1.32868e-05,-0.0088925,0
15.835,1,73.8826,-0.174,-0.173992,7.74653,40.6201,24.1532,16.4669,-0.000421113,-0.603357,-0.0387327,0.168445,0.0669445,0.196657,-0.121855,-0.00014098,2.9289e-05,2.94524e-05,-0.0196649,-2.18333e-17
15.84,1,73.9094,-0.174,-0.173994,5.85072,36.5174,24.1532,12.3642,-0.000235861,0.269478,-0.0292536,0.0943443,0.0117621,0.0768528,-0.0476185,-5.52331e-05,1.14745e-05,1.1539e-05,-0.00768496,0
15.845,1,73.9363,-0.174,-0.173994,5.65218,34.6339,24.1532,10.4807,0.000299681,1.44745,-0.0282609,-0.119873,-0.0241268,-0.17226,0.106729,0.000123886,-2.57359e-05,-2.58817e-05,0.0172253,0
15.85,1,73.9632,-0.174,-0.173992,8.13164,37.5196,24.1532,13.3664,0.000682785,1.7095,-0.0406582,-0.273114,-0.285345,-0.599117,0.371185,0.000429894,-8.93026e-05,-8.98124e-05,0.0599092,6.65154e-17
15.855,1,73.99,-0.174,-0.173989,11.3765,43.1893,24.1532,19.036,0.000493651,0.56728,-0.0568825,-0.19746,-0.10784,-0.362182,0.224382,0.000259056,-5.38121e-05,-5.41217e-05,0.0362167,4.02103e-17
15.86,1,74.0169,-0.174,-0.173987,12.6981,46.3352,24.1532,22.182,-0.000153152,-1.05818,-0.0634903,0.0612606,0.0032202,0.000990501,-0.000613617,-7.07682e-07,1.46997e-07,1.47849e-07,-9.90461e-05,1.09968e-19
15.865,1,74.0438,-0.174,-0.173989,10.5057,43.9261,24.1532,19.7729,-0.000752074,-1.74914,-0.0525285,0.30083,0.38133,0.629631,-0.39004,-0.000451098,9.36975e-05,9.42444e-05,-0.0629605,0
15.87,1,74.0707,-0.174,-0.173993,6.60984,37.1384,24.1532,12.9851,-0.000724422,-1.12319,-0.0330492,0.289769,0.340796,0.597515,-0.370129,-0.000430106,8.9335e-05,8.98598e-05,-0.0597491,0
15.875,1,74.0975,-0.174,-0.173996,3.5771,31.1432,24.1532,6.98998,-0.000404292,-0.199587,-0.0178855,0.161717,0.0592384,0.20307,-0.125785,-0.000146728,3.04752e-05,3.06554e-05,-0.0203061,2.25453e-17
15.88,1,74.1244,-0.174,-0.173998,2.16463,28.5682,24.1532,4.41491,-0.000156644,-0.13762,-0.0108232,0.0626575,0.00344554,0.0552799,-0.0342399,-4.00223e-05,8.3123e-06,8.3618e-06,-0.00552776,0
15.885,1,74.1513,-0.174,-0.173999,1.27245,27.7671,24.1532,3.61383,-0.000285057,-0.826038,-0.00636225,0.114023,0.0207643,0.128425,-0.079542,-9.31082e-05,1.93371e-05,1.94531e-05,-0.012842,-1.4258e-17
15.89,1,74.1782,-0.174,-0.174001,-0.694812,25.8198,24.1532,1.66655,-0.000511958,-1.02025,0.00347406,0.204783,0.120288,0.328545,-0.203481,-0.0002388,4.95934e-05,4.9893e-05,-0.0328532,0
15.895,1,74.205,-0.174,-0.174003,-3.0772,20.2754,24.1532,-3.87788,-0.000313921,0.098171,0.015386,0.125569,0.027732,0.168687,-0.104469,-0.000122979,2.5539e-05,2.56944e-05,-0.016868,0
15.9,1,74.2319,-0.174,-0.174003,-3.38654,19.2607,24.1532,-4.89255,0.000393112,1.78219,0.0169327,-0.157245,-0.0544588,-0.194771,0.120618,0.00014211,-2.95111e-05,-2.96919e-05,0.0194763,0
15.905,1,74.2588,-0.174,-0.174,-0.0773281,22.4858,24.1532,-1.66741,0.000910644,2.40032,0.000386641,-0.364258,-0.676964,-1.04083,0.644544,0.000757058,-0.000157207,-0.000158177,0.104079,0
15.91,1,74.2857,-0.174,-0.173996,4.36344,33.5864,24.1532,9.43313,0.000752838,1.22802,-0.0218172,-0.301135,-0.382494,-0.705446,0.436834,0.000510836,-0.000106073,-0.000106733,0.0705417,7.83203e-17
15.915,1,74.3125,-0.174,-0.173993,7.06654,36.7809,24.1532,12.6276,0.000140674,-0.677376,-0.0353327,-0.0562697,-0.00249553,-0.0940979,0.0582659,6.79617e-05,-1.41114e-05,-1.41999e-05,0.0094094,1.0447e-17
15.92,1,74.3394,-0.174,-0.173994,6.17426,36.4427,24.1532,12.2895,-0.00058398,-1.53949,-0.0308713,0.233592,0.178531,0.381251,-0.236062,-0.000275717,5.72475e-05,5.76086e-05,-0.0381235,-4.23274e-17
15.925,1,74.3663,-0.174,-0.173997,2.92296,32.8176,24.1532,8.66434,-0.000601596,-0.712104,-0.0146148,0.240638,0.19518,0.421203,-0.260788,-0.000305815,6.3495e-05,6.3898e-05,-0.0421186,4.6763e-17
15.93,1,74.3932,-0.174,-0.173999,0.782477,29.8799,24.1532,5.72669,-0.00010202,0.706721,-0.00391239,0.0408081,0.000951869,0.0378475,-0.0234323,-2.75561e-05,5.72117e-06,5.75771e-06,-0.0037846,4.20192e-18
15.935,1,74.42,-0.174,-0.173999,1.46075,28.8556,24.1532,4.70232,0.000417349,1.13465,-0.00730375,-0.16694,-0.0651655,-0.239409,0.148217,0.000174263,-3.61792e-05,-3.64118e-05,0.0239399,-2.65797e-17
15.94,1,74.4469,-0.174,-0.173996,3.65212,33.3995,24.1532,9.24624,0.000343726,0.221612,-0.0182606,-0.13749,-0.0364045,-0.192155,0.118958,0.000139593,-2.89801e-05,-2.91678e-05,0.0192147,-2.13335e-17
15.945,1,74.4641,-0.174,-0.173996,4.43992,33.2026,24.1532,9.04933,-0.000164053,-0.850355,-0.0221996,0.0656214,0.00395799,0.0473797,-0.0293301,-3.44025e-05,7.14184e-06,7.1884e-06,-0.00473778,-5.26021e-18
15.95,1,74.4775,-0.174,-0.173997,2.75004,31.1582,24.1532,7.00499,-0.000484331,-0.761693,-0.0137502,0.193732,0.101847,0.281829,-0.174456,-0.000205088,4.25742e-05,4.28535e-05,-0.0281817,-3.12893e-17
15.955,1,74.491,-0.174,-0.173999,0.672402,29.1139,24.1532,4.96064,-0.000209362,0.433751,-0.00336201,0.0837446,0.00822641,0.088609,-0.054848,-6.46541e-05,1.34211e-05,1.35097e-05,-0.00886053,0
15.96,1,74.5138,-0.174,-0.173999,0.767258,28.8608,24.1532,4.70756,0.000363029,1.35549,-0.00383629,-0.145212,-0.0428887,-0.191937,0.118802,0.000140097,-2.90805e-05,-2.92738e-05,0.0191929,0
15.965,1,74.5406,-0.174,-0.173997,3.18618,30.0783,24.1532,5.92503,0.000523699,0.842714,-0.0159309,-0.209479,-0.128755,-0.354165,0.219206,0.000257939,-5.35392e-05,-5.38978e-05,0.035415,-3.93202e-17
