# trace n_full=62853 stride=5 n_written=12571
# B0_Ns_per_m=400
# K_N_per_m=5000
# bias_um=0
# case_id=ASFC_strong
# fd_scale=1
# fd_sha256=58858d990d4f36176992fea6e5590f4a8ab64bca1face89aaacc6ea25d261187
# mode=ASFC
# mu=61906.29881
# n=1.5
# n_steps_done=62853
# note=
# r_actual=4
# r_design=4
# status=OK
# v_ref_m_s=0.0006679905
# units t=s phase=code along_mm=mm y_d=m y_sim=m e_um=um e_raw_um=um b_um=um e_vib_um=um v_m_s=m/s Fd_N=N F_spring_N=N F_linear_damping_N=N F_shear_N=N F_SFC_N=N tau_1=N*m tau_2=N*m tau_3=N*m tau_4=N*m tau_5=N*m tau_6=N*m
# phase_names=start,fwd_steady,turn,ret_steady,stop
t,phase,along_mm,y_d,y_sim,e_um,e_raw_um,b_um,e_vib_um,v_m_s,Fd_N,F_spring_N,F_linear_damping_N,F_shear_N,F_SFC_N,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6
11.86,1,53.753,-0.174,-0.17401,-10.1939,5.17831,24.1532,-18.9749,0.000160299,0.497349,0.0509693,-0.0641194,-0.12564,-0.138791,0.0888304,7.11588e-05,-1.51201e-05,-1.47634e-05,0.0138788,0
11.865,1,53.7732,-0.174,-0.174009,-9.13428,6.64511,24.1532,-17.5081,0.000230705,0.383899,0.0456714,-0.092282,-0.21693,-0.263541,0.168667,0.000134981,-2.86805e-05,-2.80048e-05,0.0263535,0
11.87,1,53.7866,-0.174,-0.174008,-8.23234,8.42341,24.1532,-15.7298,7.93411e-05,-0.150314,0.0411617,-0.0317364,-0.0437504,-0.0343252,0.0219674,1.75661e-05,-3.7323e-06,-3.64452e-06,0.00343244,3.81086e-18
11.875,1,53.8001,-0.174,-0.174008,-8.21364,10.2017,24.1532,-13.9515,-8.57862e-05,-0.310715,0.0410682,0.0343145,0.0491882,0.124571,-0.0797194,-6.37799e-05,1.35511e-05,1.32328e-05,-0.0124568,0
11.88,1,53.8199,-0.174,-0.174009,-8.59178,10.3496,24.1532,-13.8037,3.71631e-06,0.278365,0.0429589,-0.00148652,-0.000443509,0.0410288,-0.0262554,-2.10295e-05,4.46791e-06,4.36315e-06,-0.0041028,4.55512e-18
11.885,1,53.8468,-0.174,-0.174008,-7.9544,8.70288,24.1532,-15.4504,0.000313782,1.0993,0.039772,-0.125513,-0.344094,-0.429835,0.275052,0.000220224,-4.67872e-05,-4.5692e-05,0.0429825,4.77212e-17
11.89,1,53.8737,-0.174,-0.174006,-5.98202,13.3513,24.1532,-10.8019,0.000465175,1.32543,0.0299101,-0.18607,-0.621097,-0.777257,0.497348,0.000397262,-8.43967e-05,-8.24242e-05,0.0777241,8.62929e-17
11.895,1,53.9005,-0.174,-0.174004,-3.75541,19.224,24.1532,-4.92924,0.000373125,0.766984,0.018777,-0.14925,-0.446186,-0.576658,0.368975,0.000293896,-6.24352e-05,-6.09783e-05,0.0576646,0
11.9,1,53.9274,-0.174,-0.174002,-2.32167,26.2957,24.1532,2.14241,0.00014859,0.041818,0.0116083,-0.0594359,-0.112129,-0.159957,0.102344,8.13853e-05,-1.7289e-05,-1.68862e-05,0.0159953,0
11.905,1,53.9543,-0.174,-0.174002,-1.98636,24.0215,24.1532,-0.131713,-3.14261e-05,-0.206036,0.00993182,0.0125704,0.0109061,0.0334084,-0.0213747,-1.69976e-05,3.61079e-06,3.52677e-06,-0.00334077,0
11.91,1,53.9812,-0.174,-0.174002,-2.24075,23.0823,24.1532,-1.07096,-4.60157e-05,-0.048111,0.0112038,0.0184063,0.0193239,0.0489339,-0.0313067,-2.49189e-05,5.29339e-06,5.17038e-06,-0.00489329,0
11.915,1,54.008,-0.174,-0.174002,-2.36527,24.6991,24.1532,0.545813,-6.8038e-06,-0.07394,0.0118264,0.00272152,0.00109866,0.0156465,-0.0100099,-7.97344e-06,1.69372e-06,1.65441e-06,-0.00156462,0
11.92,1,54.0349,-0.174,-0.174003,-2.54776,24.6959,24.1532,0.542608,-0.000119661,-0.569981,0.0127388,0.0478646,0.0810337,0.141637,-0.0906087,-7.22346e-05,1.53437e-05,1.49881e-05,-0.0141634,0
11.925,1,54.0618,-0.174,-0.174004,-3.56782,23.0428,24.1532,-1.11049,-0.00032509,-1.1565,0.0178391,0.130036,0.362861,0.510736,-0.326717,-0.000261002,5.54397e-05,5.41566e-05,-0.0510725,-5.67031e-17
11.93,1,54.0887,-0.174,-0.174005,-5.45152,19.1867,24.1532,-4.96651,-0.000421863,-1.31336,0.0272576,0.168745,0.536404,0.732406,-0.4685,-0.000375531,7.97651e-05,7.79215e-05,-0.073239,8.13134e-17
11.935,1,54.1155,-0.174,-0.174008,-7.50795,13.6404,24.1532,-10.5128,-0.000373784,-1.0493,0.0375397,0.149514,0.447369,0.634422,-0.405805,-0.000326464,6.93416e-05,6.7741e-05,-0.0634408,0
11.94,1,54.1424,-0.174,-0.174009,-9.18808,9.40068,24.1532,-14.7526,-0.000284843,-0.822034,0.0459404,0.113937,0.297608,0.457485,-0.292617,-0.000236132,5.01538e-05,4.89977e-05,-0.0457475,-5.07911e-17
11.945,1,54.1693,-0.174,-0.174011,-10.5312,7.59543,24.1532,-16.5578,-0.000260143,-0.857636,0.0526559,0.104057,0.259749,0.416462,-0.266366,-0.000215501,4.57709e-05,4.47173e-05,-0.0416453,-4.62365e-17
11.95,1,54.1961,-0.174,-0.174012,-11.8553,4.548,24.1532,-19.6052,-0.000264233,-0.828572,0.0592767,0.105693,0.265899,0.430869,-0.27557,-0.000223511,4.7471e-05,4.63798e-05,-0.043086,0
11.955,1,54.223,-0.174,-0.174013,-13.0377,1.47181,24.1532,-22.6814,-0.000163527,-0.341354,0.0651885,0.0654106,0.129455,0.260054,-0.166315,-0.00013521,2.87162e-05,2.80571e-05,-0.0260048,0
11.96,1,54.2499,-0.174,-0.174013,-13.3939,-1.32597,24.1532,-25.4792,9.92592e-05,0.441079,0.0669697,-0.0397037,-0.0612197,-0.0339537,0.0217139,1.76726e-05,-3.75326e-06,-3.66724e-06,0.00339529,-7.53923e-18
11.965,1,54.2768,-0.174,-0.174012,-12.3293,0.723656,24.1532,-23.4296,0.000341862,0.925688,0.0616463,-0.136745,-0.391302,-0.4664,0.298257,0.000242512,-5.15027e-05,-5.03241e-05,0.046639,5.17808e-17
11.97,1,54.3036,-0.174,-0.17401,-10.482,4.4058,24.1532,-19.7474,0.000374041,0.838127,0.0524099,-0.149616,-0.447831,-0.545037,0.348531,0.000282777,-6.00523e-05,-5.86802e-05,0.0545025,0
11.975,1,54.3305,-0.174,-0.174009,-8.75677,9.58972,24.1532,-14.5635,0.000296803,0.5915,0.0437839,-0.118721,-0.316547,-0.391485,0.250329,0.000202696,-4.30445e-05,-4.20625e-05,0.0391476,4.34635e-17
11.98,1,54.3574,-0.174,-0.174007,-7.35669,12.2041,24.1532,-11.9492,0.000281278,0.733529,0.0367834,-0.112511,-0.292038,-0.367765,0.235153,0.000190117,-4.03723e-05,-3.94527e-05,0.0367757,0
11.985,1,54.3843,-0.174,-0.174006,-5.77202,15.0031,24.1532,-9.15015,0.000383293,1.16021,0.0288601,-0.153317,-0.464548,-0.589005,0.376601,0.000303934,-6.45401e-05,-6.30721e-05,0.0588993,0
11.99,1,54.4111,-0.174,-0.174004,-3.68643,19.4216,24.1532,-4.73165,0.000435643,1.1583,0.0184321,-0.174257,-0.5629,-0.718725,0.459523,0.000369917,-7.85496e-05,-7.67658e-05,0.0718709,7.97945e-17
11.995,1,54.438,-0.174,-0.174002,-1.74108,24.9332,24.1532,0.779952,0.000269616,0.310473,0.0087054,-0.107847,-0.274065,-0.373207,0.238603,0.000191624,-4.06892e-05,-3.97665e-05,0.0373198,-4.14343e-17
12,1,54.4649,-0.174,-0.174001,-1.08638,28.4757,24.1532,4.32243,-0.000114503,-0.849357,0.00543188,0.0458012,0.0758508,0.127084,-0.0812454,-6.52191e-05,1.38482e-05,1.35346e-05,-0.0127081,0
12.005,1,54.4918,-0.174,-0.174002,-2.40502,26.492,24.1532,2.33873,-0.00041007,-1.31347,0.0120251,0.164028,0.51407,0.690123,-0.441181,-0.000355038,7.53847e-05,7.36803e-05,-0.0690108,-7.6619e-17
12.01,1,54.5186,-0.174,-0.174004,-4.44157,22.4351,24.1532,-1.71816,-0.000340926,-0.715749,0.0222078,0.13637,0.389695,0.548273,-0.350485,-0.000283071,6.01028e-05,5.87458e-05,-0.0548261,0
12.015,1,54.5455,-0.174,-0.174006,-5.61895,19.0076,24.1532,-5.14564,-5.46822e-05,0.237136,0.0280948,0.0218729,0.0250325,0.0750001,-0.047942,-3.88122e-05,8.2406e-06,8.0548e-06,-0.00749985,8.32669e-18
12.02,1,54.5724,-0.174,-0.174005,-5.27712,18.9743,24.1532,-5.17896,0.000206012,0.564162,0.0263856,-0.0824048,-0.183052,-0.239071,0.152814,0.000123727,-2.62689e-05,-2.56775e-05,0.0239065,-2.65422e-17
12.025,1,54.5992,-0.174,-0.174004,-4.23524,20.2584,24.1532,-3.89484,0.000158564,0.120785,0.0211762,-0.0634256,-0.123607,-0.165856,0.106011,8.5749e-05,-1.82052e-05,-1.77961e-05,0.0165853,0
12.03,1,54.6261,-0.174,-0.174004,-3.80854,21.4765,24.1532,-2.6767,-2.38895e-05,-0.274044,0.0190427,0.00955582,0.00722847,0.035827,-0.0228987,-1.85205e-05,3.93196e-06,3.84372e-06,-0.00358262,3.97759e-18
12.035,1,54.653,-0.174,-0.174004,-4.07681,21.1355,24.1532,-3.01775,-2.78536e-05,0.169226,0.0203841,0.0111415,0.00910034,0.0406259,-0.0259648,-2.10206e-05,4.46262e-06,4.36263e-06,-0.0040625,0
12.04,1,54.6799,-0.174,-0.174004,-3.64021,21.2279,24.1532,-2.92536,0.000301665,1.26611,0.018201,-0.120666,-0.324356,-0.426821,0.272778,0.000220828,-4.68801e-05,-4.58312e-05,0.0426811,0
12.045,1,54.7067,-0.174,-0.174001,-1.46975,23.3955,24.1532,-0.757742,0.00058829,2.04054,0.00734875,-0.235316,-0.883329,-1.1113,0.710191,0.000573441,-0.000121734,-0.000119015,0.111127,0
12.05,1,54.7336,-0.174,-0.173998,1.61978,32.42,24.1532,8.2667,0.000604371,1.78355,-0.0080989,-0.241748,-0.919793,-1.16964,0.747446,0.000601097,-0.000127601,-0.000124756,0.116961,1.29856e-16
12.055,1,54.7605,-0.174,-0.173996,4.25843,38.5051,24.1532,14.3519,0.000376966,0.765009,-0.0212922,-0.150786,-0.453094,-0.625172,0.399493,0.000320181,-6.79661e-05,-6.6453e-05,0.0625159,0
12.06,1,54.7874,-0.174,-0.173994,5.51178,42.3473,24.1532,18.194,6.19534e-05,-0.144649,-0.0275589,-0.0247814,-0.0301879,-0.0825281,0.0527344,4.22079e-05,-8.9594e-06,-8.76025e-06,0.00825263,9.16246e-18
12.065,1,54.8142,-0.174,-0.173995,5.28231,41.9652,24.1532,17.812,-0.000166456,-0.413473,-0.0264115,0.0665825,0.132949,0.17312,-0.110617,-8.86147e-05,1.88096e-05,1.83922e-05,-0.0173116,0
12.07,1,54.8411,-0.174,-0.173996,4.37714,41.6311,24.1532,17.4779,-0.000173204,-0.273189,-0.0218857,0.0692817,0.141115,0.188511,-0.120446,-9.66753e-05,2.05202e-05,2.00654e-05,-0.0188506,0
12.075,1,54.8657,-0.174,-0.173996,3.59915,40.8644,24.1532,16.7112,-0.000140868,-0.27679,-0.0179958,0.0563473,0.103503,0.141855,-0.0906319,-7.28733e-05,1.54676e-05,1.51253e-05,-0.0141852,0
12.08,1,54.8791,-0.174,-0.173997,2.78018,37.8998,24.1532,13.7465,-0.000222587,-0.640544,-0.0139009,0.0890349,0.205582,0.280716,-0.179344,-0.000144463,3.0662e-05,2.99845e-05,-0.028071,0
12.085,1,54.8925,-0.174,-0.173999,1.37458,34.9351,24.1532,10.7819,-0.000369479,-1.1229,-0.0068729,0.147792,0.439662,0.580581,-0.370906,-0.000299561,6.35795e-05,6.2177e-05,-0.0580568,0
12.09,1,54.908,-0.174,-0.174001,-0.709829,31.3793,24.1532,7.2261,-0.000472636,-1.41912,0.00354914,0.189054,0.636099,0.828703,-0.529397,-0.000429128,9.10766e-05,8.90709e-05,-0.0828684,-9.20045e-17
12.095,1,54.9348,-0.174,-0.174003,-3.13551,24.4209,24.1532,0.267637,-0.000490293,-1.46801,0.0156775,0.196117,0.672077,0.883872,-0.564617,-0.000459578,9.75364e-05,9.53919e-05,-0.0883852,9.81295e-17
12.1,1,54.9617,-0.174,-0.174006,-5.53768,18.5571,24.1532,-5.59619,-0.000457715,-1.34508,0.0276884,0.183086,0.606215,0.81699,-0.521872,-0.00042653,9.05199e-05,8.8533e-05,-0.0816971,0
12.105,1,54.9886,-0.174,-0.174008,-7.6946,13.4068,24.1532,-10.7464,-0.000381662,-1.04591,0.038473,0.152665,0.461587,0.652725,-0.416927,-0.000342031,7.25851e-05,7.09944e-05,-0.065271,0
12.11,1,55.0155,-0.174,-0.174009,-9.35701,8.87439,24.1532,-15.2789,-0.000245902,-0.548151,0.0467851,0.0983608,0.238714,0.38386,-0.24518,-0.000201741,4.28119e-05,4.18751e-05,-0.0383851,4.2617e-17
12.115,1,55.0423,-0.174,-0.17401,-10.2282,5.78271,24.1532,-18.3705,-6.20156e-05,-0.029039,0.0511411,0.0248063,0.0302334,0.106181,-0.0678172,-5.59049e-05,1.18634e-05,1.16042e-05,-0.0106178,-1.17884e-17
12.12,1,55.0692,-0.174,-0.17401,-10.1779,3.91305,24.1532,-20.2402,0.000100731,0.193358,0.0508897,-0.0402924,-0.0625864,-0.051989,0.0332039,2.7385e-05,-5.81114e-06,-5.68439e-06,0.00519879,-5.77194e-18
12.125,1,55.0961,-0.174,-0.17401,-9.59006,4.81526,24.1532,-19.338,0.000111506,0.037922,0.0479503,-0.0446025,-0.0728926,-0.0695449,0.0444145,3.66198e-05,-7.77055e-06,-7.60134e-06,0.00695433,0
12.13,1,55.123,-0.174,-0.174009,-9.1837,6.48691,24.1532,-17.6663,3.33034e-05,-0.14987,0.0459185,-0.0133214,-0.0118978,0.0206993,-0.013219,-1.08984e-05,2.31253e-06,2.26225e-06,-0.00206988,-2.29808e-18
12.135,1,55.1498,-0.174,-0.174009,-9.09288,8.41616,24.1532,-15.7371,2.48695e-05,0.026333,0.0454644,-0.00994781,-0.00767779,0.0278388,-0.0177777,-1.46628e-05,3.11122e-06,3.04368e-06,-0.00278382,0
12.14,1,55.1767,-0.174,-0.174009,-8.73537,7.04181,24.1532,-17.1114,0.000157912,0.445126,0.0436768,-0.0631647,-0.122845,-0.142332,0.0908889,7.49669e-05,-1.59064e-05,-1.55617e-05,0.0142329,0
12.145,1,55.2036,-0.174,-0.174008,-7.71089,8.52306,24.1532,-15.6302,0.000240336,0.46506,0.0385544,-0.0961344,-0.230655,-0.288235,0.18405,0.000151667,-3.21797e-05,-3.14833e-05,0.0288229,0
12.15,1,55.2305,-0.174,-0.174007,-6.71501,12.032,24.1532,-12.1213,7.94824e-05,-0.354856,0.033575,-0.031793,-0.0438673,-0.0420852,0.0268721,2.21236e-05,-4.69394e-06,-4.59251e-06,0.00420843,0
12.155,1,55.2573,-0.174,-0.174007,-7.11834,12.7188,24.1532,-11.4344,-0.00034659,-1.59701,0.0355917,0.138636,0.399447,0.573675,-0.366286,-0.000301888,6.40498e-05,6.26679e-05,-0.0573662,-6.36907e-17
12.16,1,55.2842,-0.174,-0.17401,-9.52025,8.72751,24.1532,-15.4257,-0.000620013,-2.24772,0.0476012,0.248005,0.955732,1.25134,-0.798935,-0.000661117,0.000140262,0.000137241,-0.125131,-1.38926e-16
12.165,1,55.3111,-0.174,-0.174013,-12.654,0.857447,24.1532,-23.2958,-0.000574303,-1.72006,0.0632698,0.229721,0.852013,1.145,-0.731014,-0.000608008,0.000128992,0.000126217,-0.114498,1.27121e-16
12.17,1,55.338,-0.174,-0.174015,-15.005,-4.95891,24.1532,-29.1122,-0.000281831,-0.522996,0.0750252,0.112732,0.292899,0.480656,-0.306856,-0.000256243,5.43623e-05,5.31944e-05,-0.0480645,5.33635e-17
12.175,1,55.3648,-0.174,-0.174016,-15.7108,-7.43506,24.1532,-31.5883,5.68547e-05,0.232748,0.0785539,-0.0227419,-0.026539,0.029273,-0.0186875,-1.56305e-05,3.31594e-06,3.24482e-06,-0.00292724,0
12.18,1,55.3916,-0.174,-0.174015,-15.07,-6.82427,24.1532,-30.9775,0.000154065,0.002827,0.0753498,-0.0616259,-0.118383,-0.104659,0.06681,5.58617e-05,-1.18505e-05,-1.15967e-05,0.0104657,-1.16195e-17
12.185,1,55.4005,-0.174,-0.174015,-14.6432,-7.15134,24.1532,-31.3046,-5.55469e-05,-0.641395,0.0732158,0.0222188,0.0256286,0.121063,-0.0772785,-6.46092e-05,1.37058e-05,1.34128e-05,-0.012106,-2.68814e-17
12.19,1,55.4095,-0.174,-0.174015,-15.3659,-7.4784,24.1532,-31.6316,-0.000219396,-0.70814,0.0768295,0.0877585,0.201177,0.365765,-0.23347,-0.000195498,4.14706e-05,4.05855e-05,-0.0365757,4.06081e-17
12.195,1,55.4184,-0.174,-0.174016,-16.2823,-7.80546,24.1532,-31.9587,-7.14033e-05,0.059125,0.0814114,0.0285613,0.0373519,0.147325,-0.0940344,-7.88867e-05,1.67336e-05,1.63771e-05,-0.0147321,1.63563e-17
12.2,1,55.4274,-0.174,-0.174016,-15.9634,-8.13252,24.1532,-32.2858,0.00026793,0.882988,0.0798169,-0.107172,-0.271498,-0.298853,0.190745,0.000160034,-3.39455e-05,-3.32236e-05,0.0298846,0
12.205,1,55.4448,-0.174,-0.174014,-14.2663,-5.36441,24.1532,-29.5177,0.000382778,0.854542,0.0713315,-0.153111,-0.463612,-0.545392,0.348086,0.000291484,-6.18257e-05,-6.05133e-05,0.0545379,6.05506e-17
12.21,1,55.4717,-0.174,-0.174013,-12.599,0.862311,24.1532,-23.2909,0.000212159,0.006228,0.0629952,-0.0848638,-0.191306,-0.213174,0.13605,0.000113707,-2.41171e-05,-2.36061e-05,0.0213169,-2.36671e-17
12.215,1,55.4986,-0.174,-0.174012,-12.1252,1.52653,24.1532,-22.6267,-8.30379e-05,-0.679581,0.060626,0.0332151,0.0468435,0.140685,-0.0897829,-7.50204e-05,1.59113e-05,1.55747e-05,-0.0140681,0
12.22,1,55.5254,-0.174,-0.174013,-12.8456,1.33187,24.1532,-22.8214,-0.000152056,-0.357133,0.0642281,0.0608224,0.116075,0.241126,-0.153878,-0.00012877,2.73104e-05,2.67337e-05,-0.0241121,2.67704e-17
12.225,1,55.5523,-0.174,-0.174013,-13.1225,0.363041,24.1532,-23.7902,0.000154288,0.716505,0.0656123,-0.0617153,-0.118641,-0.114744,0.0732225,6.13315e-05,-1.30073e-05,-1.2733e-05,0.0114741,0
12.23,1,55.5792,-0.174,-0.174012,-11.5969,3.68553,24.1532,-20.4677,0.000475161,1.4307,0.0579846,-0.190064,-0.641204,-0.773283,0.493444,0.000412628,-8.7509e-05,-8.56663e-05,0.0773266,0
12.235,1,55.6061,-0.174,-0.174009,-9.09838,8.3113,24.1532,-15.8419,0.000470092,1.02887,0.0454919,-0.188037,-0.630971,-0.773516,0.493575,0.000411457,-8.72588e-05,-8.54241e-05,0.0773499,0
12.24,1,55.6329,-0.174,-0.174007,-7.21745,14.3085,24.1532,-9.84473,0.000200095,-0.053952,0.0360873,-0.0800381,-0.175222,-0.219173,0.139848,0.000116318,-2.46673e-05,-2.41493e-05,0.0219168,0
12.245,1,55.6598,-0.174,-0.174007,-6.89173,15.92,24.1532,-8.23325,-0.00012099,-0.652116,0.0344587,0.0483961,0.0823873,0.165242,-0.105432,-8.76911e-05,1.85961e-05,1.82062e-05,-0.0165238,-1.83455e-17
12.25,1,55.6867,-0.174,-0.174008,-7.68248,15.8285,24.1532,-8.3247,-0.000126429,-0.132942,0.0384124,0.0505715,0.0880043,0.176988,-0.112922,-9.4075e-05,1.99496e-05,1.95318e-05,-0.0176984,-1.96496e-17
12.255,1,55.7135,-0.174,-0.174008,-7.724,13.8199,24.1532,-10.3333,0.000215345,0.914686,0.03862,-0.0861381,-0.195631,-0.243149,0.155128,0.000129316,-2.74222e-05,-2.68487e-05,0.0243143,0
12.26,1,55.7404,-0.174,-0.174006,-6.03285,17.8395,24.1532,-6.31376,0.000455729,1.32079,0.0301642,-0.182291,-0.602274,-0.754401,0.481287,0.000400444,-8.49149e-05,-8.31418e-05,0.0754384,0
12.265,1,55.7673,-0.174,-0.174004,-3.82627,22.4425,24.1532,-1.71074,0.000356956,0.614584,0.0191314,-0.142782,-0.417501,-0.541152,0.345227,0.000286466,-6.07442e-05,-5.94777e-05,0.0541139,6.00799e-17
12.27,1,55.7942,-0.174,-0.174003,-2.63968,26.7835,24.1532,2.63028,3.44224e-05,-0.441426,0.0131984,-0.013769,-0.0125025,-0.0130731,0.00833963,6.9115e-06,-1.46553e-06,-1.43502e-06,0.00130728,-1.4514e-18
12.275,1,55.821,-0.174,-0.174003,-3.12357,25.0889,24.1532,0.935645,-0.00022507,-0.649351,0.0156178,0.0900279,0.209031,0.314677,-0.200732,-0.000166554,3.5316e-05,3.45817e-05,-0.0314669,3.49361e-17
12.28,1,55.8479,-0.174,-0.174004,-4.0742,23.5985,24.1532,-0.554703,-5.45734e-05,0.341898,0.020371,0.0218294,0.0249578,0.0671582,-0.0428385,-3.56128e-05,7.55115e-06,7.39438e-06,-0.00671566,0
12.285,1,55.8748,-0.174,-0.174003,-3.42351,24.163,24.1532,0.009774,0.000411873,1.64388,0.0171176,-0.164749,-0.517464,-0.665096,0.424231,0.00035255,-7.47512e-05,-7.32016e-05,0.0665081,0
12.29,1,55.8903,-0.174,-0.174001,-0.785875,29.2663,24.1532,5.11303,0.000625377,2.05101,0.00392937,-0.250151,-0.968161,-1.21438,0.774563,0.000641588,-0.000136033,-0.000133217,0.121435,0
12.295,1,55.9038,-0.174,-0.173998,2.20881,35.2123,24.1532,11.059,0.000503064,1.29414,-0.011044,-0.201226,-0.698506,-0.910775,0.580893,0.000479314,-0.000101624,-9.95239e-05,0.0910754,1.01116e-16
12.3,1,55.9172,-0.174,-0.173996,4.15128,41.1583,24.1532,17.005,0.00020636,0.283301,-0.0207564,-0.0825442,-0.183516,-0.286817,0.182925,0.00015058,-3.1925e-05,-3.12665e-05,0.028681,3.18431e-17
12.305,1,55.9417,-0.174,-0.173995,4.68582,43.2355,24.1532,19.0823,7.40599e-06,0.08549,-0.0234291,-0.00296239,-0.0012477,-0.0276392,0.017627,1.45057e-05,-3.07531e-06,-3.01198e-06,0.00276386,3.06857e-18
12.31,1,55.9685,-0.174,-0.173995,4.82993,44.2688,24.1532,20.1155,0.000128905,0.752412,-0.0241496,-0.0515619,-0.0906021,-0.166314,0.106063,8.73081e-05,-1.85095e-05,-1.81289e-05,0.016631,0
12.315,1,55.9954,-0.174,-0.173994,5.99203,44.8655,24.1532,20.7123,0.000359824,1.27912,-0.0299602,-0.14393,-0.422542,-0.596432,0.380347,0.000312728,-6.62972e-05,-6.49363e-05,0.0596418,6.62172e-17
12.32,1,56.0223,-0.174,-0.173992,7.85689,48.7336,24.1532,24.5804,0.000323852,0.740629,-0.0392844,-0.129541,-0.36079,-0.529615,0.337725,0.000277066,-5.87355e-05,-5.75317e-05,0.0529602,0
12.325,1,56.0492,-0.174,-0.173991,8.86471,51.7349,24.1532,27.5817,-4.26012e-05,-0.643922,-0.0443235,0.0170405,0.0172134,-0.0100696,0.00642098,5.26237e-06,-1.11555e-06,-1.09272e-06,0.00100694,1.11795e-18
12.33,1,56.076,-0.174,-0.173992,7.60987,50.4617,24.1532,26.3084,-0.000500304,-1.70082,-0.0380494,0.200122,0.692766,0.854838,-0.545073,-0.000447747,9.49142e-05,9.29748e-05,-0.0854818,0
12.335,1,56.1029,-0.174,-0.173995,4.81129,43.8237,24.1532,19.6705,-0.000573769,-1.54961,-0.0240565,0.229508,0.850826,1.05628,-0.673491,-0.00055579,0.000117815,0.000115411,-0.105625,0
12.34,1,56.1298,-0.174,-0.173998,2.30792,36.771,24.1532,12.6177,-0.000351475,-0.542003,-0.0115396,0.14059,0.407922,0.536973,-0.342365,-0.000283724,6.01422e-05,5.89166e-05,-0.053696,0
12.345,1,56.1566,-0.174,-0.173999,1.14788,32.9951,24.1532,8.84184,-7.04213e-05,0.137199,-0.00573938,0.0281685,0.036584,0.0590131,-0.0376243,-3.12505e-05,6.62417e-06,6.48938e-06,-0.00590117,0
12.35,1,56.1835,-0.174,-0.173999,1.04107,31.5417,24.1532,7.38845,-2.11857e-05,-0.239829,-0.00520536,0.0084743,0.00603671,0.00930565,-0.00593266,-4.93109e-06,1.04522e-06,1.02399e-06,-0.000930543,0
12.355,1,56.2104,-0.174,-0.174,0.438645,30.0782,24.1532,5.92492,-0.000300681,-1.18202,-0.00219322,0.120272,0.322771,0.44085,-0.281045,-0.00023392,4.95818e-05,4.85761e-05,-0.044084,0
12.36,1,56.2373,-0.174,-0.174002,-1.56148,26.0986,24.1532,1.94538,-0.000496761,-1.5597,0.00780742,0.198705,0.68542,0.891932,-0.568591,-0.000474861,0.00010065,9.86111e-05,-0.0891911,-9.90243e-17
12.365,1,56.2641,-0.174,-0.174004,-3.96222,20.0289,24.1532,-4.12434,-0.000395717,-0.857122,0.0198111,0.158287,0.487318,0.665416,-0.424174,-0.000355673,7.53855e-05,7.3861e-05,-0.0665401,0
12.37,1,56.291,-0.174,-0.174005,-5.34253,14.7974,24.1532,-9.3558,-6.92711e-05,0.277872,0.0267127,0.0277085,0.0356914,0.0901125,-0.0574405,-4.82879e-05,1.02345e-05,1.00278e-05,-0.00901104,-1.00045e-17
12.375,1,56.3179,-0.174,-0.174005,-4.95134,15.52,24.1532,-8.63325,0.000249907,0.744878,0.0247567,-0.0999626,-0.244569,-0.319775,0.203826,0.000171352,-3.63167e-05,-3.55846e-05,0.0319767,3.55021e-17
12.38,1,56.3448,-0.174,-0.174004,-3.6638,17.5627,24.1532,-6.59059,0.000196101,0.143208,0.018319,-0.0784404,-0.170002,-0.230123,0.146676,0.000123146,-2.6099e-05,-2.55738e-05,0.0230118,0
12.385,1,56.3716,-0.174,-0.174003,-3.26782,18.8848,24.1532,-5.26843,-0.000137512,-0.870586,0.0163391,0.0550049,0.0998267,0.171171,-0.109097,-9.15881e-05,1.94103e-05,1.90204e-05,-0.0171167,-1.90038e-17
12.39,1,56.3985,-0.174,-0.174005,-4.60763,14.7942,24.1532,-9.35906,-0.000400519,-1.33198,0.0230382,0.160208,0.496214,0.67946,-0.43304,-0.000364424,7.72309e-05,7.56819e-05,-0.0679444,0
12.395,1,56.4132,-0.174,-0.174007,-6.65292,11.9349,24.1532,-12.2183,-0.000377666,-0.960399,0.0332646,0.151066,0.454356,0.638687,-0.407038,-0.000343733,7.28443e-05,7.13856e-05,-0.0638672,0
12.4,1,56.4222,-0.174,-0.174008,-8.22393,9.65675,24.1532,-14.4965,-0.000207981,-0.357792,0.0411196,0.0831924,0.185682,0.309994,-0.197553,-0.000167296,3.54527e-05,3.4744e-05,-0.0309987,0
12.405,1,56.4311,-0.174,-0.174009,-8.97673,7.37859,24.1532,-16.7747,-9.85126e-05,-0.286206,0.0448837,0.0394051,0.0605303,0.144819,-0.0922863,-7.82787e-05,1.6588e-05,1.6257e-05,-0.0144816,0
12.41,1,56.4401,-0.174,-0.17401,-9.59732,5.10044,24.1532,-19.0528,-0.000205372,-0.841427,0.0479866,0.0821487,0.182199,0.312334,-0.199028,-0.000169053,3.58227e-05,3.51092e-05,-0.0312327,0
12.415,1,56.4516,-0.174,-0.174011,-11.0266,2.70565,24.1532,-21.4476,-0.000393144,-1.36975,0.0551331,0.157258,0.482572,0.694963,-0.442833,-0.000377081,7.99015e-05,7.83131e-05,-0.0694947,-7.71564e-17
