# trace n_full=62853 stride=5 n_written=12571
# B0_Ns_per_m=400
# K_N_per_m=5000
# bias_um=0
# case_id=A0
# fd_scale=1
# fd_sha256=58858d990d4f36176992fea6e5590f4a8ab64bca1face89aaacc6ea25d261187
# mode=A0
# mu=0
# n=3
# n_steps_done=62853
# note=
# r_actual=nan
# r_design=0
# status=OK
# v_ref_m_s=nan
# units t=s phase=code along_mm=mm y_d=m y_sim=m e_um=um e_raw_um=um b_um=um e_vib_um=um v_m_s=m/s Fd_N=N F_spring_N=N F_linear_damping_N=N F_shear_N=N F_SFC_N=N tau_1=N*m tau_2=N*m tau_3=N*m tau_4=N*m tau_5=N*m tau_6=N*m
# phase_names=start,fwd_steady,turn,ret_steady,stop
t,phase,along_mm,y_d,y_sim,e_um,e_raw_um,b_um,e_vib_um,v_m_s,Fd_N,F_spring_N,F_linear_damping_N,F_shear_N,F_SFC_N,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6
0,0,0,-0.174,-0.174,-2.77556e-11,6.46262,-0.043576,6.50619,0,2.08881,0,0,0,0,0,0,0,0,0,0
0.005,0,0,-0.174,-0.174002,-1.65022,5.47212,-0.043576,5.5157,-0.00108632,2.80687,0,0,0,0,0,0,0,0,0,0
0.01,0,0,-0.174,-0.174009,-8.63888,4.48162,-0.043576,4.5252,-0.00161012,2.92874,0,0,0,0,0,0,0,0,0,0
0.015,0,0,-0.174,-0.174016,-16.1802,3.49113,-0.043576,3.5347,-0.00127169,2.4511,0,0,0,0,0,0,0,0,0,0
0.02,0,0,-0.174,-0.174022,-21.5859,3.29039,-0.043576,3.33396,-0.000816233,1.66146,0,0,0,0,0,0,0,0,0,0
0.025,0,0,-0.174,-0.174025,-24.991,2.43782,-0.043576,2.4814,-0.000506902,0.934817,0,0,0,0,0,0,0,0,0,0
0.03,0,0,-0.174,-0.174027,-27.0644,0.813053,-0.043576,0.85663,-0.000280678,0.484961,0,0,0,0,0,0,0,0,0,0
0.035,0,0,-0.174,-0.174028,-28.0064,1.15866,-0.043576,1.20224,-4.54674e-05,0.266412,0,0,0,0,0,0,0,0,0,0
0.04,0,0,-0.174,-0.174028,-27.7577,1.09594,-0.043576,1.13951,0.000183823,0.097461,0,0,0,0,0,0,0,0,0,0
0.045,0,0,-0.174,-0.174026,-26.4991,0.393916,-0.043576,0.437492,0.000330948,-0.13096,0,0,0,0,0,0,0,0,0,0
0.05,0,0,-0.174,-0.174025,-24.7337,0.758864,-0.043576,0.802441,0.000366976,-0.370341,0,0,0,0,0,0,0,0,0,0
0.055,0,0,-0.174,-0.174023,-22.9352,0.980264,-0.043576,1.02384,0.000345508,-0.515197,0,0,0,0,0,0,0,0,0,0
0.06,0,0,-0.174,-0.174021,-21.2368,0.889458,-0.043576,0.933034,0.000337941,-0.545189,0,0,0,0,0,0,0,0,0,0
0.065,0,0,-0.174,-0.17402,-19.5101,0.220541,-0.043576,0.264117,0.000359388,-0.540051,0,0,0,0,0,0,0,0,0,0
0.07,0,0,-0.174,-0.174018,-17.6754,-0.128173,-0.043576,-0.084597,0.000372167,-0.572317,0,0,0,0,0,0,0,0,0,0
0.075,0,0,-0.174,-0.174016,-15.848,0.106199,-0.043576,0.149775,0.000348232,-0.629213,0,0,0,0,0,0,0,0,0,0
0.08,0,0,-0.174,-0.174014,-14.1944,-0.456497,-0.043576,-0.412921,0.000303853,-0.655744,0,0,0,0,0,0,0,0,0,0
0.085,0,0,-0.174,-0.174013,-12.7511,-1.04759,-0.043576,-1.00401,0.000269482,-0.641551,0,0,0,0,0,0,0,0,0,0
0.09,0,0,-0.174,-0.174011,-11.4482,-1.50756,-0.043576,-1.46398,0.000248154,-0.625666,0,0,0,0,0,0,0,0,0,0
0.095,0,0,-0.174,-0.17401,-10.2533,-1.55388,-0.043576,-1.5103,0.000223754,-0.621035,0,0,0,0,0,0,0,0,0,0
0.1,0,0,-0.174,-0.174009,-9.18488,-1.88944,-0.043576,-1.84586,0.000202064,-0.578609,0,0,0,0,0,0,0,0,0,0
0.105,0,0,-0.174,-0.174008,-8.16575,-2.8946,-0.043576,-2.85102,0.000217161,-0.454154,0,0,0,0,0,0,0,0,0,0
0.11,0,0,-0.174,-0.174007,-6.96166,-2.84271,-0.043576,-2.79913,0.000284886,-0.290179,0,0,0,0,0,0,0,0,0,0
0.115,0,0,-0.174,-0.174005,-5.36796,-2.26445,-0.043576,-2.22087,0.000365037,-0.191977,0,0,0,0,0,0,0,0,0,0
0.12,0,0,-0.174,-0.174003,-3.45841,-1.02149,-0.043576,-0.977913,0.000391599,-0.21215,0,0,0,0,0,0,0,0,0,0
0.125,0,0,-0.174,-0.174002,-1.57239,-0.485609,-0.043576,-0.442033,0.000343533,-0.284611,0,0,0,0,0,0,0,0,0,0
0.13,0,0,-0.174,-0.174,-0.00592853,-0.180215,-0.043576,-0.136639,0.000270445,-0.297243,0,0,0,0,0,0,0,0,0,0
0.135,0,0,-0.174,-0.173999,1.25627,-0.031386,-0.043576,0.012191,0.000236827,-0.223167,0,0,0,0,0,0,0,0,0,0
0.14,0,0,-0.174,-0.173998,2.45267,0.89343,-0.043576,0.937007,0.000247037,-0.154861,0,0,0,0,0,0,0,0,0,0
0.145,0,0,-0.174,-0.173996,3.6949,1.74524,-0.043576,1.78882,0.000239631,-0.196726,0,0,0,0,0,0,0,0,0,0
0.15,0,0,-0.174,-0.173995,4.76591,1.86669,-0.043576,1.91027,0.000160775,-0.336453,0,0,0,0,0,0,0,0,0,0
0.155,0,0,-0.174,-0.173995,5.32107,1.49026,-0.043576,1.53384,3.48662e-05,-0.441956,0,0,0,0,0,0,0,0,0,0
0.16,0,0,-0.174,-0.173995,5.29248,1.11085,-0.043576,1.15442,-4.88055e-05,-0.392568,0,0,0,0,0,0,0,0,0,0
0.165,0,0,-0.174,-0.173995,5.05303,1.17023,-0.043576,1.2138,-2.3569e-05,-0.207413,0,0,0,0,0,0,0,0,0,0
0.17,0,0,-0.174,-0.173995,5.13387,0.973911,-0.043576,1.01749,8.32009e-05,-0.035834,0,0,0,0,0,0,0,0,0,0
0.175,0,0,-0.174,-0.173994,5.75313,0.964427,-0.043576,1.008,0.000169988,-0.016991,0,0,0,0,0,0,0,0,0,0
0.18,0,0,-0.174,-0.173993,6.6188,1.87489,-0.043576,1.91847,0.000154699,-0.14859,0,0,0,0,0,0,0,0,0,0
0.185,0,0,-0.174,-0.173993,7.20305,2.31089,-0.043576,2.35446,4.96287e-05,-0.294868,0,0,0,0,0,0,0,0,0,0
0.19,0,0,-0.174,-0.173993,7.22081,2.33849,-0.043576,2.38206,-5.55647e-05,-0.323187,0,0,0,0,0,0,0,0,0,0
0.195,0,0,-0.174,-0.173993,6.8504,1.5131,-0.043576,1.55668,-8.34454e-05,-0.229067,0,0,0,0,0,0,0,0,0,0
0.2,0,0,-0.174,-0.173993,6.5049,0.996402,-0.043576,1.03998,-3.89755e-05,-0.123669,0,0,0,0,0,0,0,0,0,0
0.205,0,0,-0.174,-0.173994,6.41936,0.741609,-0.043576,0.785185,9.13424e-06,-0.10354,0,0,0,0,0,0,0,0,0,0
0.21,0,0,-0.174,-0.173994,6.48741,1.04988,-0.043576,1.09346,1.03294e-05,-0.147451,0,0,0,0,0,0,0,0,0,0
0.215,0,0,-0.174,-0.173994,6.48757,0.969129,-0.043576,1.0127,-1.47457e-05,-0.152644,0,0,0,0,0,0,0,0,0,0
0.22,0,0,-0.174,-0.173994,6.40657,0.698453,-0.043576,0.742029,-7.2454e-06,-0.064956,0,0,0,0,0,0,0,0,0,0
0.225,0,0,-0.174,-0.173994,6.4743,0.427777,-0.043576,0.471353,5.22298e-05,0.04987,0,0,0,0,0,0,0,0,0,0
0.23,0,0,-0.174,-0.173993,6.87279,1.38678,-0.043576,1.43036,0.000113729,0.078423,0,0,0,0,0,0,0,0,0,0
0.235,0,0,-0.174,-0.173993,7.47092,2.67138,-0.043576,2.71495,0.000112386,-0.007177,0,0,0,0,0,0,0,0,0,0
0.24,0,0,-0.174,-0.173992,7.91419,1.8055,-0.043576,1.84908,4.48103e-05,-0.110648,0,0,0,0,0,0,0,0,0,0
0.245,0,0,-0.174,-0.173992,7.98746,2.02874,-0.043576,2.07232,-2.21028e-05,-0.115216,0,0,0,0,0,0,0,0,0,0
0.25,0,0,-0.174,-0.173992,7.84418,2.74886,-0.043576,2.79244,-2.2688e-05,-0.013735,0,0,0,0,0,0,0,0,0,0
0.255,0,0,-0.174,-0.173992,7.83502,2.24658,-0.043576,2.29016,3.48919e-05,0.080985,0,0,0,0,0,0,0,0,0,0
0.26,0,0,-0.174,-0.173992,8.11487,2.57174,-0.043576,2.61532,7.59135e-05,0.056782,0,0,0,0,0,0,0,0,0,0
0.265,0,0,-0.174,-0.173992,8.45409,3.34671,-0.043576,3.39028,3.83663e-05,-0.078727,0,0,0,0,0,0,0,0,0,0
0.27,0,0,-0.174,-0.173992,8.45776,3.12998,-0.043576,3.17355,-6.12964e-05,-0.205897,0,0,0,0,0,0,0,0,0,0
0.275,0,0,-0.174,-0.173992,7.96237,2.91588,-0.043576,2.95946,-0.000143708,-0.212696,0,0,0,0,0,0,0,0,0,0
0.28,0,0,-0.174,-0.173993,7.20675,2.6715,-0.043576,2.71507,-0.000143353,-0.098149,0,0,0,0,0,0,0,0,0,0
0.285,0,0,-0.174,-0.173993,6.62349,1.97491,-0.043576,2.01849,-6.67056e-05,0.038726,0,0,0,0,0,0,0,0,0,0
0.29,0,0,-0.174,-0.173994,6.47607,2.00355,-0.043576,2.04713,2.10511e-05,0.097994,0,0,0,0,0,0,0,0,0,0
0.295,0,0,-0.174,-0.173993,6.68237,2.59902,-0.043576,2.6426,5.81223e-05,0.059908,0,0,0,0,0,0,0,0,0,0
0.3,0,0,-0.174,-0.173993,6.94305,2.85853,-0.043576,2.90211,3.3099e-05,-0.019907,0,0,0,0,0,0,0,0,0,0
0.305,0,0,-0.174,-0.173993,7.00485,2.97341,-0.043576,3.01699,-1.95637e-05,-0.073728,0,0,0,0,0,0,0,0,0,0
0.31,0,0,-0.174,-0.173993,6.81977,2.95972,-0.043576,3.0033,-5.69002e-05,-0.07118,0,0,0,0,0,0,0,0,0,0
0.315,0,0,-0.174,-0.173993,6.51937,2.89494,-0.043576,2.93852,-5.69322e-05,-0.021628,0,0,0,0,0,0,0,0,0,0
0.32,0,0,-0.174,-0.173994,6.29179,2.84785,-0.043576,2.89143,-2.33172e-05,0.045186,0,0,0,0,0,0,0,0,0,0
0.325,0,0,-0.174,-0.173994,6.26733,2.8179,-0.043576,2.86148,2.20527e-05,0.088792,0,0,0,0,0,0,0,0,0,0
0.33,0,0,-0.174,-0.173994,6.44104,2.94204,-0.043576,2.98562,4.57629e-05,0.065044,0,0,0,0,0,0,0,0,0,0
0.335,0,0,-0.174,-0.173993,6.63452,3.23488,-0.043576,3.27846,1.49725e-05,-0.04612,0,0,0,0,0,0,0,0,0,0
0.34,0,0,-0.174,-0.173993,6.54418,3.70658,-0.043576,3.75016,-7.81106e-05,-0.205354,0,0,0,0,0,0,0,0,0,0
0.345,0,0,-0.174,-0.173994,5.91437,2.77311,-0.043576,2.81669,-0.000196382,-0.32001,0,0,0,0,0,0,0,0,0,0
0.35,0,0,-0.174,-0.173995,4.7507,1.57486,-0.043576,1.61843,-0.000272119,-0.310808,0,0,0,0,0,0,0,0,0,0
0.355,0,0,-0.174,-0.173997,3.38228,0.11304,-0.043576,0.156617,-0.000256395,-0.184037,0,0,0,0,0,0,0,0,0,0
0.36,0,0,-0.174,-0.173998,2.26945,-0.595628,-0.043576,-0.552052,-0.000161188,-0.030462,0,0,0,0,0,0,0,0,0,0
0.365,0,0,-0.174,-0.173998,1.69463,-0.979922,-0.043576,-0.936346,-4.95474e-05,0.056031,0,0,0,0,0,0,0,0,0,0
0.37,0,0,-0.174,-0.173998,1.60793,-0.99903,-0.043576,-0.955453,1.92104e-05,0.056684,0,0,0,0,0,0,0,0,0,0
0.375,0,0,-0.174,-0.173998,1.75055,-0.674714,-0.043576,-0.631138,3.37303e-05,0.022557,0,0,0,0,0,0,0,0,0,0
0.38,0,0,-0.174,-0.173998,1.89978,-0.431048,-0.043576,-0.387471,2.2203e-05,0.002398,0,0,0,0,0,0,0,0,0,0
0.385,0,0,-0.174,-0.173998,1.98483,-0.340291,-0.043576,-0.296714,9.82823e-06,-0.006612,0,0,0,0,0,0,0,0,0,0
0.39,0,0,-0.174,-0.173998,2.00799,-0.186759,-0.043576,-0.143183,-5.09543e-06,-0.034563,0,0,0,0,0,0,0,0,0,0
0.395,0,0,-0.174,-0.173998,1.93021,-0.110685,-0.043576,-0.067109,-3.45946e-05,-0.085486,0,0,0,0,0,0,0,0,0,0
0.4,0,0,-0.174,-0.173998,1.67843,-0.165939,-0.043576,-0.122363,-7.41301e-05,-0.127418,0,0,0,0,0,0,0,0,0,0
0.405,0,0,-0.174,-0.173999,1.24242,-0.673169,-0.043576,-0.629593,-0.000102358,-0.131634,0,0,0,0,0,0,0,0,0,0
0.41,0,0,-0.174,-0.173999,0.716285,-1.24908,-0.043576,-1.2055,-0.000103916,-0.102773,0,0,0,0,0,0,0,0,0,0
0.415,0,0,-0.174,-0.174,0.232867,-1.83619,-0.043576,-1.79261,-8.24761e-05,-0.063248,0,0,0,0,0,0,0,0,0,0
0.42,0,0,-0.174,-0.174,-0.116945,-1.94408,-0.043576,-1.9005,-4.97978e-05,-0.0219,0,0,0,0,0,0,0,0,0,0
0.425,0,0,-0.174,-0.174,-0.290361,-1.90092,-0.043576,-1.85734,-1.06318e-05,0.027887,0,0,0,0,0,0,0,0,0,0
0.43,0,0,-0.174,-0.174,-0.253579,-1.72385,-0.043576,-1.68027,3.55662e-05,0.085046,0,0,0,0,0,0,0,0,0,0
0.435,0,0,-0.174,-0.174,0.0213827,-1.54678,-0.043576,-1.5032,8.32724e-05,0.132344,0,0,0,0,0,0,0,0,0,0
0.44,0,0,-0.174,-0.173999,0.517885,-1.16335,-0.043576,-1.11978,0.000119864,0.154029,0,0,0,0,0,0,0,0,0,0
0.445,0,0,-0.174,-0.173999,1.15815,-0.342394,-0.043576,-0.298818,0.000135795,0.148874,0,0,0,0,0,0,0,0,0,0
0.45,0,0,-0.174,-0.173998,1.83237,0.397191,-0.043576,0.440767,0.000128749,0.118272,0,0,0,0,0,0,0,0,0,0
0.455,0,0,-0.174,-0.173998,2.42247,0.98236,-0.043576,1.02594,9.62872e-05,0.053455,0,0,0,0,0,0,0,0,0,0
0.46,0,0,-0.174,-0.173997,2.79051,1.24765,-0.043576,1.29122,3.33009e-05,-0.048346,0,0,0,0,0,0,0,0,0,0
0.465,0,0,-0.174,-0.173997,2.7874,1.35115,-0.043576,1.39473,-5.43242e-05,-0.155268,0,0,0,0,0,0,0,0,0,0
0.47,0,0,-0.174,-0.173998,2.34115,1.16949,-0.043576,1.21307,-0.000136005,-0.206079,0,0,0,0,0,0,0,0,0,0
0.475,0,0,-0.174,-0.173998,1.56981,0.348228,-0.043576,0.391805,-0.000168057,-0.159931,0,0,0,0,0,0,0,0,0,0
0.48,0,0,-0.174,-0.173999,0.781115,-0.43125,-0.043576,-0.387674,-0.000128683,-0.042697,0,0,0,0,0,0,0,0,0,0
0.485,0,0,-0.174,-0.174,0.300956,-0.83734,-0.043576,-0.793764,-4.31969e-05,0.063047,0,0,0,0,0,0,0,0,0,0
0.49,0,0,-0.174,-0.174,0.247498,-0.163542,-0.043576,-0.119966,2.93344e-05,0.081877,0,0,0,0,0,0,0,0,0,0
0.495,0,0,-0.174,-0.174,0.445572,-0.319334,-0.043576,-0.275758,4.08182e-05,0.00852,0,0,0,0,0,0,0,0,0,0
0.5,0,0,-0.174,-0.173999,0.570696,-0.660136,-0.043576,-0.61656,-6.44888e-06,-0.08373,0,0,0,0,0,0,0,0,0,0
0.505,0,0,-0.174,-0.174,0.421173,-0.630001,-0.043576,-0.586425,-5.92421e-05,-0.099406,0,0,0,0,0,0,0,0,0,0
0.51,0,0,-0.174,-0.174,0.101074,-0.745659,-0.043576,-0.702083,-5.59784e-05,-0.003604,0,0,0,0,0,0,0,0,0,0
0.515,0,0,-0.174,-0.174,-0.0535306,-0.75906,-0.043576,-0.715484,1.74732e-05,0.134643,0,0,0,0,0,0,0,0,0,0
0.52,0,0,-0.174,-0.174,0.222098,-0.144158,-0.043576,-0.100582,0.000105859,0.187804,0,0,0,0,0,0,0,0,0,0
0.525,0,0,-0.174,-0.173999,0.830727,0.015142,-0.043576,0.058718,0.000124948,0.083437,0,0,0,0,0,0,0,0,0,0
0.53,0,0,-0.174,-0.173999,1.3209,0.104497,-0.043576,0.148073,3.89399e-05,-0.113775,0,0,0,0,0,0,0,0,0,0
0.535,0,0,-0.174,-0.173999,1.24381,0.801109,-0.043576,0.844686,-9.65223e-05,-0.24633,0,0,0,0,0,0,0,0,0,0
0.54,0,0,-0.174,-0.173999,0.559668,0.266107,-0.043576,0.309683,-0.000177201,-0.209494,0,0,0,0,0,0,0,0,0,0
0.545,0,0,-0.174,-0.174,-0.306753,-0.830543,-0.043576,-0.786966,-0.000145507,-0.052121,0,0,0,0,0,0,0,0,0,0
0.55,0,0,-0.174,-0.174001,-0.8374,-1.65777,-0.043576,-1.6142,-4.15101e-05,0.081071,0,0,0,0,0,0,0,0,0,0
0.555,0,0,-0.174,-0.174001,-0.848818,-1.4279,-0.043576,-1.38433,4.56839e-05,0.104523,0,0,0,0,0,0,0,0,0,0
0.56,0,0,-0.174,-0.174001,-0.546842,-0.719259,-0.043576,-0.675683,7.08885e-05,0.066487,0,0,0,0,0,0,0,0,0,0
0.565,0,0,-0.174,-0.174,-0.204143,-0.686239,-0.043576,-0.642662,6.43533e-05,0.061827,0,0,0,0,0,0,0,0,0,0
0.57,0,0,-0.174,-0.174,0.1243,-0.486693,-0.043576,-0.443117,7.26009e-05,0.101471,0,0,0,0,0,0,0,0,0,0
0.575,0,0,-0.174,-0.173999,0.528513,-0.136045,-0.043576,-0.092469,9.11643e-05,0.107455,0,0,0,0,0,0,0,0,0,0
0.58,0,0,-0.174,-0.173999,0.975897,0.617609,-0.043576,0.661185,7.68408e-05,0.033834,0,0,0,0,0,0,0,0,0,0
0.585,0,0,-0.174,-0.173999,1.25421,0.718772,-0.043576,0.762348,1.8196e-05,-0.055444,0,0,0,0,0,0,0,0,0,0
0.59,0,0,-0.174,-0.173999,1.2211,0.39548,-0.043576,0.439056,-3.64789e-05,-0.063957,0,0,0,0,0,0,0,0,0,0
0.595,0,0,-0.174,-0.173999,1.01261,0.224719,-0.043576,0.268295,-3.76159e-05,0.00354,0,0,0,0,0,0,0,0,0,0
0.6,0,0,-0.174,-0.173999,0.891464,0.092515,-0.043576,0.136091,-3.67741e-06,0.034552,0,0,0,0,0,0,0,0,0,0
0.605,0,0,-0.174,-0.173999,0.898046,0.015256,-0.043576,0.058832,-4.32091e-06,-0.048778,0,0,0,0,0,0,0,0,0,0
0.61,0,0,-0.174,-0.173999,0.764927,0.332149,-0.043576,0.375726,-7.02764e-05,-0.175974,0,0,0,0,0,0,0,0,0,0
0.615,0,0,-0.174,-0.174,0.251611,-0.463863,-0.043576,-0.420287,-0.000142602,-0.195433,0,0,0,0,0,0,0,0,0,0
0.62,0,0,-0.174,-0.174,-0.484323,-2.07769,-0.043576,-2.03411,-0.000131636,-0.051271,0,0,0,0,0,0,0,0,0,0
0.625,0,0,-0.174,-0.174001,-0.950479,-1.51664,-0.043576,-1.47306,-2.14568e-05,0.140765,0,0,0,0,0,0,0,0,0,0
0.63,0,0,-0.174,-0.174001,-0.790819,-1.06293,-0.043576,-1.01936,0.000103096,0.210869,0,0,0,0,0,0,0,0,0,0
0.635,0,0,-0.174,-0.174,-0.153729,-0.701588,-0.043576,-0.658012,0.000140611,0.112266,0,0,0,0,0,0,0,0,0,0
0.64,0,0,-0.174,-0.174,0.448111,-0.10781,-0.043576,-0.064233,7.48553e-05,-0.038489,0,0,0,0,0,0,0,0,0,0
0.645,0,0,-0.174,-0.173999,0.630593,-0.031264,-0.043576,0.012313,-1.55286e-05,-0.09216,0,0,0,0,0,0,0,0,0,0
0.65,0,0,-0.174,-0.174,0.463018,-0.463414,-0.043576,-0.419838,-4.33681e-05,-0.018041,0,0,0,0,0,0,0,0,0,0
0.655,0,0,-0.174,-0.174,0.315974,0.305288,-0.043576,0.348864,9.03479e-07,0.07897,0,0,0,0,0,0,0,0,0,0
0.66,0,0,-0.174,-0.174,0.432155,0.435576,-0.043576,0.479152,4.87627e-05,0.075914,0,0,0,0,0,0,0,0,0,0
0.665,0,0,-0.174,-0.173999,0.67092,-0.133611,-0.043576,-0.090034,2.94123e-05,-0.045748,0,0,0,0,0,0,0,0,0,0
0.67,0,0,-0.174,-0.173999,0.658571,0.359231,-0.043576,0.402807,-5.903e-05,-0.18748,0,0,0,0,0,0,0,0,0,0
0.675,0,0,-0.174,-0.174,0.167094,0.02815,-0.043576,0.071727,-0.000148859,-0.229669,0,0,0,0,0,0,0,0,0,0
0.68,0,0,-0.174,-0.174001,-0.650294,-1.32103,-0.043576,-1.27746,-0.000166813,-0.140617,0,0,0,0,0,0,0,0,0,0
0.685,0,0,-0.174,-0.174001,-1.37792,-1.72722,-0.043576,-1.68364,-0.000100632,-0.002034,0,0,0,0,0,0,0,0,0,0
0.69,0,0,-0.174,-0.174002,-1.69074,-1.81371,-0.043576,-1.77013,-8.51716e-06,0.067987,0,0,0,0,0,0,0,0,0,0
0.695,0,0,-0.174,-0.174002,-1.61601,-1.55386,-0.043576,-1.51029,3.55477e-05,0.024139,0,0,0,0,0,0,0,0,0,0
0.7,0,0,-0.174,-0.174001,-1.46701,-1.82782,-0.043576,-1.78424,1.00469e-05,-0.065724,0,0,0,0,0,0,0,0,0,0
0.705,0,0,-0.174,-0.174002,-1.51653,-1.85902,-0.043576,-1.81544,-3.6581e-05,-0.090117,0,0,0,0,0,0,0,0,0,0
0.71,0,0,-0.174,-0.174002,-1.72791,-1.47679,-0.043576,-1.43321,-3.72376e-05,-0.008474,0,0,0,0,0,0,0,0,0,0
0.715,0,0,-0.174,-0.174002,-1.81024,-1.95733,-0.043576,-1.91376,2.36258e-05,0.105124,0,0,0,0,0,0,0,0,0,0
0.72,0,0,-0.174,-0.174002,-1.54173,-1.85083,-0.043576,-1.80725,9.27712e-05,0.137825,0,0,0,0,0,0,0,0,0,0
0.725,0,0,-0.174,-0.174001,-1.02554,-0.660449,-0.043576,-0.616873,0.000103218,0.056218,0,0,0,0,0,0,0,0,0,0
0.73,0,0,-0.174,-0.174001,-0.607448,-0.75427,-0.043576,-0.710693,4.4151e-05,-0.059683,0,0,0,0,0,0,0,0,0,0
0.735,0,0,-0.174,-0.174001,-0.542267,-0.877607,-0.043576,-0.834031,-2.90297e-05,-0.103491,0,0,0,0,0,0,0,0,0,0
0.74,0,0,-0.174,-0.174001,-0.763555,-0.732316,-0.043576,-0.688739,-5.42286e-05,-0.053106,0,0,0,0,0,0,0,0,0,0
0.745,0,0,-0.174,-0.174001,-0.990468,-0.749241,-0.043576,-0.705665,-2.46626e-05,0.018266,0,0,0,0,0,0,0,0,0,0
0.75,0,0,-0.174,-0.174001,-1.02848,-0.794378,-0.043576,-0.750801,1.47958e-05,0.038265,0,0,0,0,0,0,0,0,0,0
0.755,0,0,-0.174,-0.174001,-0.916648,-0.839514,-0.043576,-0.795938,2.80639e-05,0.021457,0,0,0,0,0,0,0,0,0,0
0.76,0,0,-0.174,-0.174001,-0.77594,-0.587468,-0.043576,-0.543892,3.02668e-05,0.041563,0,0,0,0,0,0,0,0,0,0
0.765,0,0,-0.174,-0.174001,-0.580063,-0.304942,-0.043576,-0.261366,6.06051e-05,0.124644,0,0,0,0,0,0,0,0,0,0
0.77,0,0,-0.174,-0.174,-0.161514,-0.089449,-0.043576,-0.045873,0.000120342,0.198237,0,0,0,0,0,0,0,0,0,0
0.775,0,0,-0.174,-0.173999,0.535448,0.573404,-0.043576,0.616981,0.000156696,0.1691,0,0,0,0,0,0,0,0,0,0
0.78,0,0,-0.174,-0.173999,1.27783,1.16095,-0.043576,1.20453,0.000120588,0.04433,0,0,0,0,0,0,0,0,0,0
0.785,0,0,-0.174,-0.173998,1.71223,1.30587,-0.043576,1.34944,3.33149e-05,-0.054738,0,0,0,0,0,0,0,0,0,0
0.79,0,0,-0.174,-0.173998,1.73661,1.66792,-0.043576,1.7115,-2.32722e-05,-0.020339,0,0,0,0,0,0,0,0,0,0
0.795,0,0,-0.174,-0.173998,1.64505,1.92452,-0.043576,1.96809,6.0406e-06,0.109686,0,0,0,0,0,0,0,0,0,0
0.8,0,0,-0.174,-0.173998,1.8256,1.73154,-0.043576,1.77511,8.03959e-05,0.175589,0,0,0,0,0,0,0,0,0,0
0.805,0,0,-0.174,-0.173998,2.30277,2.2643,-0.043576,2.30787,9.72574e-05,0.065776,0,0,0,0,0,0,0,0,0,0
0.81,0,0,-0.174,-0.173997,2.64053,2.81696,-0.043576,2.86054,2.62533e-06,-0.150871,0,0,0,0,0,0,0,0,0,0
0.815,0,0,-0.174,-0.173998,2.35907,2.7224,-0.043576,2.76598,-0.000142837,-0.285893,0,0,0,0,0,0,0,0,0,0
0.82,0,0,-0.174,-0.173999,1.44325,1.64905,-0.043576,1.69263,-0.000220167,-0.227416,0,0,0,0,0,0,0,0,0,0
0.825,0,0,-0.174,-0.174,0.390279,0.340683,-0.043576,0.38426,-0.000173847,-0.055832,0,0,0,0,0,0,0,0,0,0
0.83,0,0,-0.174,-0.174,-0.264575,-0.554987,-0.043576,-0.51141,-6.56009e-05,0.051168,0,0,0,0,0,0,0,0,0,0
0.835,0,0,-0.174,-0.174,-0.431016,-0.357125,-0.043576,-0.313548,-1.12416e-06,0.01662,0,0,0,0,0,0,0,0,0,0
0.84,0,0,-0.174,-0.174,-0.438799,-0.004054,-0.043576,0.039523,-1.3548e-05,-0.059256,0,0,0,0,0,0,0,0,0,0
0.845,0,0,-0.174,-0.174001,-0.56599,-0.809047,-0.043576,-0.765471,-3.53301e-05,-0.028114,0,0,0,0,0,0,0,0,0,0
0.85,0,0,-0.174,-0.174001,-0.681362,-0.837936,-0.043576,-0.79436,1.23685e-05,0.123829,0,0,0,0,0,0,0,0,0,0
0.855,0,0,-0.174,-0.174,-0.414893,-0.412968,-0.043576,-0.369391,0.000118216,0.250347,0,0,0,0,0,0,0,0,0,0
0.86,0,0,-0.174,-0.174,0.346606,0.487431,-0.043576,0.531008,0.000184747,0.205721,0,0,0,0,0,0,0,0,0,0
0.865,0,0,-0.174,-0.173999,1.21881,0.912477,-0.043576,0.956053,0.000134107,0.009825,0,0,0,0,0,0,0,0,0,0
0.87,0,0,-0.174,-0.173998,1.62989,1.062,-0.043576,1.10558,-2.67683e-06,-0.165021,0,0,0,0,0,0,0,0,0,0
0.875,0,0,-0.174,-0.173999,1.36428,1.01499,-0.043576,1.05856,-0.000111434,-0.169183,0,0,0,0,0,0,0,0,0,0
0.88,0,0,-0.174,-0.173999,0.765766,0.486293,-0.043576,0.529869,-0.000107935,-0.025022,0,0,0,0,0,0,0,0,0,0
0.885,0,0,-0.174,-0.174,0.388062,-0.176687,-0.043576,-0.13311,-1.95945e-05,0.101247,0,0,0,0,0,0,0,0,0,0
0.89,0,0,-0.174,-0.174,0.452211,0.073297,-0.043576,0.116873,4.58135e-05,0.068578,0,0,0,0,0,0,0,0,0,0
0.895,0,0,-0.174,-0.173999,0.651837,0.222132,-0.043576,0.265709,9.0957e-06,-0.101004,0,0,0,0,0,0,0,0,0,0
0.9,0,0,-0.174,-0.174,0.485358,0.228641,-0.043576,0.272218,-0.000102361,-0.244766,0,0,0,0,0,0,0,0,0,0
